[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
之後,仔仔,走,去,賣,花,嘅,婆婆,度,，,佢,喊住口,噉,話,：,「,我,要,掹,走,下面,嗰,朵,花,！,」,婆婆,即刻,好,驚,噉,話,：,「,小朋友,，,唔好,掹,啊,！,你,掹,啲,花,，,啲,花,會,死,㗎,！,」
zi1-hau6,zai4-zai2,zau2,heoi3,maai6,faa1,ge3,po4-po2,dou6,#,keoi5,haam3-zyu6-hau2,gam2,waa6,#,#,ngo5,jiu3,mang1,zau2,haa6-min6,go2,do2,faa1,#,#,po4-po2,zik1-hak1,hou2,geng1,gam2,waa6,#,#,siu2-pang4-jau5,#,m4-hou2,mang1,aa3,#,nei5,mang1,di1,faa1,#,di1,faa1,wui5,sei2,gaa3,#,#
later,son,walk,to,sell,flowers,-,old woman,there,#,he,whining,in this way,say,#,#,I,want to,pluck,away,bottom,that,(measure),flower,#,#,old woman,at once,very,afraid,in this way,say,#,#,child,#,do not,pluck,(particle),#,you,pluck,those,flowers,#,those,flowers,will,die,(particle),#,#
[13],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仔仔,想,攞,啲,乜嘢,都,攞,唔到,，,佢,好,唔開心,，,又,叫,又,喊,。,其他,人,唔知道,佢,咩,事,，,都,好,關心,佢,。,,,,,,,,,,,,,,,,,,,,,,
zai4-zai2,soeng2,lo2,di1,mat1-je5,dou1,lo2,m4-dou2,#,keoi5,hou2,m4-hoi1-sam1,#,jau6,giu3,jau6,haam3,#,kei4-taa1,jan4,m4-zi1-dou3,keoi5,me1,si6,#,dou1,hou2,gwaan1-sam1,keoi5,#,,,,,,,,,,,,,,,,,,,,,,
son,want to,take,some,what,all,take,cannot,#,he,very,not happy,#,also,scream,also,cry,#,other,people,don't know,he,what,matter,#,all,very,care,him,#,,,,,,,,,,,,,,,,,,,,,,
[14],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
呢,個,時候,，,媽媽,望住,啲,狗仔,，,踎低,話,：,「,我,想,要,嗰,隻,，,黑色,嗰,隻,。,」,仔仔,突然,唔,再,喊,，,佢,對,媽媽,話,：,「,唔好,！,唔好,要,嗰,隻,。,」,,,,,,,,
ni1,go3,si4-hau6,#,maa4-maa1,mong6-zyu6,di1,gau2-zai2,#,mau1-dai1,waa6,#,#,ngo5,soeng2,jiu3,go2,zek3,#,hak1-sik1,go2,zek3,#,#,zai4-zai2,dat6-jin4,m4,zoi3,haam3,#,keoi5,deoi3,maa4-maa1,waa6,#,#,m4-hou2,#,m4-hou2,jiu3,go2,zek3,#,#,,,,,,,,
this,(measure),moment,#,mother,stare at,some,puppies,#,kneel down,to say,#,#,I,want to,have,that,(measure),#,black,that,(measure),#,#,son,suddenly,not,anymore,cry,#,he,towards,mother,say,#,#,Don't,#,don't,have,that,(measure),#,#,,,,,,,,
[15],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,我哋,要,上面,嗰,隻,。,」,仔仔,講,完,之後,，,佢,輕輕,抱,最,上面,嗰,隻,狗仔,。,「,黑色,嗰,隻,狗仔,喺,最,下面,。,媽媽,一,抱,走,佢,，,上面,啲,狗仔,會,跌,落嚟,，,啲,狗仔,會,受傷,㗎,！,」,
#,ngo5-dei6,jiu3,soeng6-min6,go2,zek3,#,#,zai4-zai2,gong2,jyun4,zi1-hau6,#,keoi5,heng6-heng1,pou5,zeoi3,soeng6-min6,go2,zek3,gau2-zai2,#,#,hak1-sik1,go2,zek3,gau2-zai2,hai2,zeoi3,haa6-min6,#,maa4-maa1,jat1,pou5,zau2,keoi5,#,soeng6-min6,di1,gau2-zai2,wui5,dit3,lok6-lai4,#,di1,gau2-zai2,wui5,sau6-soeng1,gaa3,#,#,
#,we,have,top,that,(measure),#,#,son,say,finished,after,#,he,gently,hugging,the most,top,that,(measure),puppy,#,#,black,that,(measure),puppy,at,the most,bottom,#,mother,once,hug,away,it,#,above,those,puppies,will,fall,down,#,those,puppies,will,get hurt,(particle),#,#,
[16],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聽到,仔仔,噉,講,，,媽媽,對,佢,笑咗一笑,，,話,：,「,你,明白,就,好,喇,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teng1-dou2,zai4-zai2,gam2,gong2,#,maa4-maa1,deoi3,keoi5,siu3-zo2-jat1-siu3,#,waa6,#,#,nei5,ming4-baak6,zau6,hou2,laa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hear,son,in this way,say,#,mother,towards,him,smiled,#,say,#,#,you,understand,then,good,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
