maa4-maa1,waa6,#,#,nei5-dei6,heoi3,wan2,di1,nei5-dei6,zung1-ji3,ge3,je5,maai5,lai4,jam2,laa1,#,#,,,,,,
mother,to say,#,#,you (plural),to go,to find,some,you (plural),to like,(linker),thing,to buy,to come,to drink,(particle),#,#,,,,,,
[8c],,,,,,,,,,,,,,,,,,,,,,,
哥哥,話,：,「,我,唔,買,喇,，,好多,嘢,我,唔係,真係,想,要,。,」,,,,,,
go4-go1,waa6,#,#,ngo5,m4,maai5,laa3,#,hou2-do1,je5,ngo5,m4-hai6,zan1-hai6,soeng2,jiu3,#,#,,,,,,
elder brother,to say,#,#,I,not,to buy,(particle),#,many,thing,I,is not,really,to want,to want,#,#,,,,,,
[8d],,,,,,,,,,,,,,,,,,,,,,,
細妹,話,：,「,我,都,唔,買,喇,，,我,要,買,我,真係,鍾意,嘅,嘢,。,」,,,,
sai3-mui2,waa6,#,#,ngo5,dou1,m4,maai5,laa3,#,ngo5,jiu3,maai5,ngo5,zan1-hai6,zung1-ji3,ge3,je5,#,#,,,,
younger sister,to say,#,#,I,also,not,to buy,(particle),#,I,to want,to buy,I,really,to like,(linker),thing,#,#,,,,
[9a],,,,,,,,,,,,,,,,,,,,,,,
佢哋,喺,袋,入面,拎,咗,支,水,出嚟,，,大家,一齊,飲,。,,,,,,,,,,
keoi5-dei6,hai2,doi2,jap6-min6,ling1,zo2,zi1,seoi2,ceot1-lei4,#,daai6-gaa1,jat1-cai4,jam2,#,,,,,,,,,,
they,at,bag,inside,take,-en,(measure),water,to come out,#,everyone,together,to drink,#,,,,,,,,,,
[9b],,,,,,,,,,,,,,,,,,,,,,,
佢哋,而家,唔,口渴,喇,。,,,,,,,,,,,,,,,,,,
keoi5-dei6,ji4-gaa1,m4,hau2-hot3,laa3,#,,,,,,,,,,,,,,,,,,
they,now,not,thirsty,already,#,,,,,,,,,,,,,,,,,,
