wai5-zeon3,#,tau4-sin1,sei3,dim2,bun3,zung1,fong3-hok6,faan1-lai4,zau6,gin3-dou2,keoi5,fan3,zo2,hai2,dei6-haa2,#,mou5,fu1-kap1,#,mou5,faan2-jing3,#,gam1-ziu1,ceot1-mun4-hau2,faan1-hok6,zi1-cin4,keoi5,waa6,sam1-hau2,jau5-di1,m4,syu1-fuk6,#,,,,,,,,,,,,
Wai Chun,#,just now,four,o'clock,half,clock,dismissal,come back,already,see,her,lie,-ed,on,floor,#,no,breath,#,no,reaction,#,this morning,go out,to go to school,before,she,say,chest,a bit,not,comfortable,#,,,,,,,,,,,,
[22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
救護員,：,佢,有冇,咩,長期疾病,，,例如,高,血壓,、,糖尿病,、,心臟病,，,或者,曾經,中過風,？,,,,,,,,,,,,,,,,,,,,,,,,,,,
gau3-wu6-jyun4,#,keoi5,jau5-mou5,me1,coeng4-kei4-zat6-beng6,#,lai6-jyu4,gou1,hyut3-aat3,#,tong4-niu6-beng6,#,sam1-zong6-beng6,#,waak6-ze2,cang4-ging1,zung1-gwo3-fung1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,
first responder,#,she,have-or-haven't,what,chronic disease,#,for example,high,blood pressure,#,diabetes,#,heart disease,#,or,once,had stroke,#,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
偉俊,：,佢,有,高,血壓,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wai5-zeon3,#,keoi5,jau5,gou1,hyut3-aat3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wai Chun,#,she,has,high,blood pressure,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[24],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
救護員,：,可唔可以,俾,我,睇下,佢,平時,食,開,嘅,藥,呀,？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gau3-wu6-jyun4,#,ho2-m4-ho2-ji5,bei2,ngo5,tai2-haa5,keoi5,ping4-si4,sik6,hoi1,ge3,joek6,aa4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first responder,#,can or cannot,let,me,take a look,she,usually,eat,usually,-,medicine,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
偉俊,：,（,遞,藥,）,呢度,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wai5-zeon3,#,#,dai6,joek6,#,ni1-dou6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wai Chun,#,#,hand over,medicine,#,here,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[26],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（,救護員,將,嫲嫲,送,往,醫院,）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,gau3-wu6-jyun4,zoeng1,maa4-maa4,sung3,wong5,ji1-jyun2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,first responder,take,grandmother (father's mother),send,to,hospital,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
偉俊,：,當,發現,有,人,倒,卧,地上,，,叫,佢,冇,反應,，,並且,冇,呼吸,嘅,時候,，,應該,立即,揾,人,幫手,，,打,999,叫,救護車,，,同埋,盡快,進行,心外壓,，,救護員,到場,後,同,佢哋,交待,事發,經過,。
wai5-zeon3,#,dong1,faat3-jin6,jau5,jan4,dou2,ngo6,dei6-soeng6,#,giu3,keoi5,mou5,faan2-jing3,#,bing6-ce2,mou5,fu1-kap1,ge3,si4-hau6,#,jing1-goi1,lap6-zik1,wan2,jan4,bong1-sau2,#,daa2,gau2-gau2-gau2,giu3,gau3-wu6-ce1,#,tung4-maai4,zeon6-faai3,zeon3-hang4,sam1-ngoi6-aat3,#,gau3-wu6-jyun4,dou3-coeng4,hau6,tung4,keoi5-dei6,gaau1-doi6,si6-faat3,ging1-gwo3,#
Wai Chun,#,when,find out,have,person,fall,lie,on the ground,#,call,he / she,no,reaction,#,and,no,breath,-,time,#,should,immediately,find,person,to help,#,call,999,call,ambulance,#,and,as soon as possible,carry out,chest compression,#,first responder,arrive,after,with,them,report,event,course,#
