[2a],,,,,,,,,,,,,,,,,,
sing1-kei4-saam1,#,tin1-hei3,hou2,jit6,#,go3,taai3-joeng4,fei1-soeng4,saai3,#,sai1-lei6,gwo3,zi1-cin4,#,,,,
Wednesday,#,weather,very,hot,#,(measure),the sun,very,shiny,#,stronger,than,before,#,,,,
[5b],,,,,,,,,,,,,,,,,,
文仔,想,喺,屋企,入面,着,件,雨褸,，,點知,熱,到,出,晒,汗,。,,,
Man4-zai2,soeng2,hai2,uk1-kei2,jap6-min6,zoek3,gin6,jyu5-lau1,#,dim2-zi1,jit6,dou3,ceot1,saai3,hon6,#,,,
Aa Man,want to,at,home,inside,wear,(measure),raincoat,#,unexpectedly,hot,till,come out,all,sweat,#,,,
[5c],,,,,,,,,,,,,,,,,,
文仔,好,唔鍾意,，,佢,問,：,「,點解,仲,未,落雨,㗎,？,」,,,,
Man4-zai2,hou2,m4-zung1-ji3,#,keoi5,man6,#,#,dim2-gaai2,zung6,mei6,lok6-jyu5,gaa3,#,#,,,,
Aa Man,really,don't like,#,he,ask,#,#,why,still,not yet,rain,(particle),#,#,,,,
[5d],,,,,,,,,,,,,,,,,,
媽媽,都,答,佢,唔到,。,,,,,,,,,,,,,
maa4-maa1,dou1,daap3,keoi5,m4-dou2,#,,,,,,,,,,,,,
mother,also,reply,him,cannot,#,,,,,,,,,,,,,
[6a],,,,,,,,,,,,,,,,,,
星期四,，,天空,上面,有,好多,嚿,雲,。,,,,,,,,,,
sing1-kei4-sei3,#,tin1-hung1,soeng6-min6,jau5,hou2-do1,gau6,wan4,#,,,,,,,,,,
Thursday,#,the sky,above,have,many,(measure),clouds,#,,,,,,,,,,
[6b],,,,,,,,,,,,,,,,,,
文仔,攞住,件,雨褸,，,走,出,出面,，,喺,公園,等,落雨,。,,,,,
Man4-zai2,lo2-zyu6,gin6,jyu5-lau1,#,zau2,ceot1,ceot1-min6,#,hai2,gung1-jyun2,dang2,lok6-jyu5,#,,,,,
Aa Man,holding,(measure),raincoat,#,walk,out,outside,#,at,park,to wait,to rain,#,,,,,
[6c],,,,,,,,,,,,,,,,,,
不過,，,孔雀,先生,同,佢,講,：,,,,,,,,,,,
bat1-gwo3,#,hung2-zoek3,sin1-saang1,tung4,keoi5,gong2,#,,,,,,,,,,,
but,#,peacock,Mr.,with,him,say,#,,,,,,,,,,,
[6d],,,,,,,,,,,,,,,,,,
「,啲,雲,咁,高,咁,白,，,今日,唔會,落雨,㗎,！,」,,,,,
#,di1,wan4,gam3,gou1,gam3,baak6,#,gam1-jat6,m4-wui5,lok6-jyu5,gaa3,#,#,,,,,
#,those,clouds,so,tall,so,white,#,today,will not,rain,(particle),#,#,,,,,
[7a],,,,,,,,,,,,,,,,,,
星期五,，,啲,雲,開始,變,黑,喇,。,,,,,,,,,,
sing1-kei4-ng5,#,di1,wan4,hoi1-ci2,bin3,hak1,laa3,#,,,,,,,,,,
Friday,#,those,clouds,begin,to change,black,(particle),#,,,,,,,,,,
[7b],,,,,,,,,,,,,,,,,,
文仔,又,攞住,件,雨褸,，,走,去,公園,度,等,落雨,。,,,,,,
Man4-zai2,jau6,lo2-zyu6,gin6,jyu5-lau1,#,zau2,heoi3,gung1-jyun2,dou6,dang2,lok6-jyu5,#,,,,,,
Aa Man,again,holding,(measure),raincoat,#,walk,to,park,there,to wait for,to rain,#,,,,,,
[7c],,,,,,,,,,,,,,,,,,
孔雀,先生,話,：,「,你,咁,想,落雨,，,我,幫,你,跳,隻,求雨舞,啦,！,」
hung2-zoek3,sin1-saang1,waa6,#,#,nei5,gam3,soeng2,lok6-jyu5,#,ngo5,bong1,nei5,tiu3,zek3,kau4-jyu5-mou5,laa1,#,#
peacock,Mr.,say,#,#,you,so,want to,rain,#,I,help,you,to jump,(measure),rain dance,(particle),#,#
[8a],,,,,,,,,,,,,,,,,,
星期六,，,個,天空,好,嘈,：,「,嘭,！,」,,,,,,,,
sing1-kei4-luk6,#,go3,tin1-hung1,hou2,cou4,#,#,baang4,#,#,,,,,,,,
Saturday,#,(measure),the sky,very,noisy,#,#,Boom,#,#,,,,,,,,
[8b],,,,,,,,,,,,,,,,,,
發生,咩,事,呢,？,係,行雷,啊,！,,,,,,,,,,
faat3-sang1,me1,si6,ne1,#,hai6,haang4-leoi4,aa3,#,,,,,,,,,,
happen,what,matter,(particle),#,is,thunder,(particle),#,,,,,,,,,,
[8c],,,,,,,,,,,,,,,,,,
文仔,好,開心,，,佢,問,：,「,係咪,好,快,就,會,落雨,喇,？,」,,
Man4-zai2,hou2,hoi1-sam1,#,keoi5,man6,#,#,hai6-mai6,hou2,faai3,zau6,wui5,lok6-jyu5,laa3,#,#,,
Aa Man,very,happy,#,he,ask,#,#,is or isn't,very,soon,then,will,rain,(particle),#,#,,
[8d],,,,,,,,,,,,,,,,,,
青蛙,哥哥,答,佢,：,「,係,啊,，,好,快,就,會,落雨,㗎喇,！,」,,
cing1-waa1,go4-go1,daap3,keoi5,#,#,hai6,aa3,#,hou2,faai3,zau6,wui5,lok6-jyu5,gaa3-laa3,#,#,,
frog,brother,reply,him,#,#,yes,(particle),#,very,soon,then,will,rain,(particle),#,#,,
[9a],,,,,,,,,,,,,,,,,,
最後,，,個,天,真係,落雨,喇,！,,,,,,,,,,,
zeoi3-hau6,#,go3,tin1,zan1-hai6,lok6-jyu5,laa3,#,,,,,,,,,,,
at the end,#,(measure),the sky,really,rain,(particle),#,,,,,,,,,,,
[9b],,,,,,,,,,,,,,,,,,
文仔,同,青蛙,哥哥,都,好,開心,，,佢哋,喺,雨,入面,跳舞,。,,,,,
Man4-zai2,tung4,cing1-waa1,go4-go1,dou1,hou2,hoi1-sam1,#,keoi5-dei6,hai2,jyu5,jap6-min6,tiu3-mou5,#,,,,,
Aa Man,and,frog,brother,all,very,happy,#,they,at,rain,inside,dance,#,,,,,
[10a],,,,,,,,,,,,,,,,,,
不過,文仔,係咪,唔記得,咗,啲,嘢,呢,？,,,,,,,,,,
bat1-gwo3,Man4-zai2,hai6-mai6,m4-gei3-dak1,zo2,di1,je5,ne1,#,,,,,,,,,,
but,Aa Man,is or isn't,forget,-ed,some,thing,(particle),#,,,,,,,,,,
[10b],,,,,,,,,,,,,,,,,,
呢個,時候,，,媽媽,大聲,叫,：,「,文仔,，,你,件,雨褸,啊,！,」,,,
ni1-go3,si4-hau6,#,maa4-maa1,daai6-seng1,giu3,#,#,Man4-zai2,#,nei5,gin6,jyu5-lau1,aa3,#,#,,,
this,time,#,mother,loudly,shout,#,#,Aa Man,#,you,(measure),raincoat,(particle),#,#,,,
