[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿孝,跑,去,問,媽媽,：,「,依家,咁,熱,，,出面,啲,工人,咁,辛苦,喺度,整,緊,咩,呀,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-haau3,paau2,heoi3,man6,maa4-maa1,#,#,ji1-gaa1,gam3,jit6,#,ceot1-min6,di1,gung1-jan4,gam3,san1-fu2,hai2-dou6,zing2,gan2,me1,aa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-hau,to run,to go,to ask,mother,#,#,now,so,hot,#,outside,some,worker,so,hard,right here,to make,-ing,what,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Line 7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
媽媽,放低,個,炭,燙斗,，,話,：,「,今晚,你,就,知,！,好,喇,，,好,去,食,嘢,，,啲,嘢,凍,晒,喇,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maa4-maa1,fong3-dai1,go3,taan3,tong3-dau2,#,waa6,#,#,gam1-maan1,nei5,zau6,zi1,#,hou2,laa3,#,hou2,heoi3,sik6,je5,#,di1,je5,dung3,saai3,laa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mother,put down,(measure),charcoal,iron,#,to say,#,#,tonight,you,then,to know,#,okay,(particle),#,should,to go,to eat,thing,#,the,thing,cold,all,already,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Line 8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿孝,心諗,：,吓,，,依家,三十,幾,度,，,屋企,又,冇,冷氣,，,我,驚,啲,嘢,熱,都,嚟唔切,啦,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-haau3,sam1-nam2,#,haa2,#,ji1-gaa1,saam1-sap6,gei2,dou6,#,uk1-kei2,jau6,mou5,laang5-hei3,#,ngo5,geng1,di1,je5,jit6,dou1,lai4-m4-cit3,laa1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-hau,to think,#,what?,#,now,thirty,several,degree,#,home,again,don't have,air-conditioning,#,I,afraid,the,thing,hot,also,too late,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Line 9],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不過,阿孝,係,一個,好,易,知足,嘅,人,，,有得,食,已經,好好,㗎,喇,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bat1-gwo3,aa3-haau3,hai6,jat1-go3,hou2,ji6,zi1-zuk1,ge3,jan4,#,jau5-dak1,sik6,ji5-ging1,hou2-hou2,gaa3,laa3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,Ah-hau,is,one,very,easy,satisfied,(linker),person,#,get to,to eat,already,very good,(particle),(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿孝,食,完,嘢,就,一,支,箭,噉,跑,咗,出去,，,佢,今日,約,咗,阿怡,一齊,玩,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-haau3,sik6,jyun4,je5,zau6,jat1,zi1,zin3,gam2,paau2,zo2,ceot1-heoi3,#,keoi5,gam1-jat6,joek3,zo2,aa3-ji4,jat1-cai4,waan2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-hau,to eat,finish,thing,then,one,(measure),arrow,in this way,to run,-en,to get out,#,he,today,to make an appointment,-en,Ah-yi,together,to play,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佢,同,阿怡,玩,咗,冇,耐,，,阿怡,就,出晒汗,喇,。,阿怡,話,：,「,阿孝,，,不如,今日,嚟,我,屋企,玩,啦,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keoi5,tung4,aa3-ji4,waan2,zo2,mou5,noi1,#,aa3-ji4,zau6,ceot1-saai3-hon6,laa3,#,aa3-ji4,waa6,#,#,aa3-haau3,#,bat1-jyu4,gam1-jat6,lai4,ngo5,uk1-kei2,waan2,laa1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
he,and,Ah-yi,to play,-en,not,long time,#,Ah-yi,then,all sweating,already,#,Ah-yi,to say,#,#,Ah-hau,#,how about,today,to come,I,home,to play,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Line 14],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿孝,話,好,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-haau3,waa6,hou2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-hau,to say,good,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿孝,都,係,第一,次,去,阿怡,屋企,，,佢,一,入,屋,就,坐低,開,電視,。,阿怡,,有啲,無奈,：,「,又,係,呢啲,節目,，,悶,到,死,。,」,,,,,,,,,,,,,,,,,,,,,,,,
aa3-haau3,dou1,hai6,dai6-jat1,ci3,heoi3,aa3-ji4,uk1-kei2,#,keoi5,jat1,jap6,uk1,zau6,co5-dai1,hoi1,din6-si6,#,aa3-ji4,,jau5-di1,mou4-noi6,#,#,jau6,hai6,ni1-di1,zit3-muk6,#,mun6,dou3,sei2,#,#,,,,,,,,,,,,,,,,,,,,,,,,
Ah-hau,also,is,first,time,to go,Ah-yi,home,#,he,once,to enter,house,then,sit down,to open,television,#,Ah-yi,,a bit,frustrated,#,#,again,is,these,programme,#,bored,to,death,#,#,,,,,,,,,,,,,,,,,,,,,,,,
[Line 17],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿孝,睇到,眼,都,唔,眨,，,心諗,：,如果,我,屋企,都,有,電視,就,好,喇,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-haau3,tai2-dou3,ngaan5,dou1,m4,zaam2,#,sam1-nam2,#,jyu4-gwo2,ngo5,uk1-kei2,dou1,jau5,din6-si6,zau6,hou2,laa3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-hau,to see,eye,all,not,to blink,#,to think,#,if,I,home,also,have,television,then,good,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
見,天氣,咁,熱,，,阿怡,開,咗,冷氣,。,阿孝,吹,住,冷氣,機,嘅,凍,風,，,頭,上,即刻,鑿,住,「,舒服,」,兩,隻,字,！,但,阿怡,就,唔係,噉,諗,，,佢,好,,唔耐煩,噉,話,：,「,點解,部,冷氣,咁,耐,都,仲,未,涼,㗎,？,」
gin3,tin1-hei3,gam3,jit6,#,aa3-ji4,hoi1,zo2,laang5-hei3,#,aa3-haau3,ceoi1,zyu6,laang5-hei3,gei1,ge3,dung3,fung1,#,tau4,soeng5,zik1-hak1,zok6,zyu6,#,syu1-fuk6,#,loeng5,zek3,zi6,#,daan6,aa3-ji4,zau6,m4-hai6,gam2,nam2,#,keoi5,hou2,,m4-noi6-faan4,gam2,waa6,#,#,dim2-gaai2,bou6,laang5-hei3,gam3,noi6,dou1,zung6,mei6,loeng4,gaa3,#,#
to see,weather,so,hot,#,Ah-yi,to open,-en,air-conditioning,#,Ah-hau,blow,-ing,air-conditioning,machine,’s,cold,wind,#,head,on top of,at once,to carve,-ing,#,comfortable,#,two,(measure),word,#,but,Ah-yi,as a result,is not,in this way,to think,#,she,very,,not patient,in this way,to say,#,#,why,(measure),air-conditioning,so,long time,also,still,not yet,cool,(particle),#,#
[Line 20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿孝,冇,理,佢,，,心諗,：,我,唔,貪心,㗎,，,我,淨係,有,風扇,都,好,開心,㗎,喇,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-haau3,mou5,lei5,keoi5,#,sam1-nam2,#,ngo5,m4,taam1-sam1,gaa3,#,ngo5,zing6-hai6,jau5,fung1-sin3,dou1,hou2,hoi1-sam1,gaa3,laa3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-hau,not,to care about,she,#,to think,#,I,not,greedy,(particle),#,I,only,have,electric fan,also,very,happy,(particle),already,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿怡,畀,咗,杯,凍,飲,阿孝,，,阿孝,諗,：,如果,我,屋企,都,有,雪櫃,，,我,咪,可以,成日,飲,到,凍,嘢,囉,？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-ji4,bei2,zo2,bui1,dung3,jam2,aa3-haau3,#,aa3-haau3,nam2,#,jyu4-gwo2,ngo5,uk1-kei2,dou1,jau5,syut3-gwai6,#,ngo5,mai6,ho2-ji5,sing4-jat6,jam2,dou2,dung3,je5,lo1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-yi,to give,-en,cup,cold,drink,Ah-hau,#,Ah-hau,to think,#,if,I,home,also,have,refrigerator,#,I,then,can,always,to drink,able,cold,thing,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第二,日,佢,返,學校,問,老師,：,「,點解,我,屋企,冇,電視,、,雪櫃,同,風扇,嘅,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dai6-ji6,jat6,keoi5,faan1,hok6-haau6,man6,lou5-si1,#,#,dim2-gaai2,ngo5,uk1-kei2,mou5,din6-si6,#,syut3-gwai6,tung4,fung1-sin3,ge2,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
second,day,he,to go back,school,to ask,teacher,#,#,why,I,home,don't have,television,#,refrigerator,and,electric fan,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
老師,摸下,阿孝,個,頭,：,「,阿孝,，,電視,嗰啲,都,要,用,電,，,而,你,住,森林,嗰,間,屋,依家,仲,未,有,電纜,，,未,有,電,就,裝,唔到,電器,住,喇,。,」,,,,,,,,,,,,,,,,,,
lou5-si1,mo2-haa5,aa3-haau3,go3,tau4,#,#,aa3-haau3,#,din6-si6,go2-di1,dou1,jiu3,jung6,din6,#,ji4,nei5,zyu6,sam1-lam4,go2,gaan1,uk1,ji1-gaa1,zung6,mei6,jau5,din6-laam6,#,mei6,jau5,din6,zau6,zong1,m4-dou2,din6-hei3,zyu6,laa3,#,#,,,,,,,,,,,,,,,,,,
teacher,to feel,Ah-hau,(measure),head,#,#,Ah-hau,#,television,those,all,need,to use,electricity,#,and,you,to live,forest,that,(measure),house,now,still,not yet,have,power cable,#,not yet,have,electricity,then,install,cannot,electric appliance,now,(particle),#,#,,,,,,,,,,,,,,,,,,
[Line 27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿孝,點點頭,：,「,哦,......,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-haau3,dim2-dim2-tau4,#,#,ngo4,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-hau,to nod,#,#,Oh!,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
講講下,都,夜晚,七,點鐘,，,阿孝,要,返屋企,喇,。,夜晚,森林,好,黑,，,又,冇,街燈,，,阿孝,拎,住,盞,油燈,,嚟,照明,，,仲,要,行,快,幾,步,——,如果,盞,燈,冇,晒,油,，,佢,就,要,摸,黑,返屋企,㗎,喇,！,,,,,,
gong2-gong2-haa5,dou1,je6-maan5,cat1,dim2-zung1,#,aa3-haau3,jiu3,faan1-uk1-kei2,laa3,#,je6-maan5,sam1-lam4,hou2,hak1,#,jau6,mou5,gaai1-dang1,#,aa3-haau3,ling1,zyu6,zaan2,jau4-dang1,,lai4,ziu3-ming4,#,zung6,jiu3,haang4,faai3,gei2,bou6,#,jyu4-gwo2,zaan2,dang1,mou5,saai3,jau4,#,keoi5,zau6,jiu3,mo2,hak1,faan1-uk1-kei2,gaa3,laa3,#,,,,,,
talking and talking,also,night,seven,o'clock,#,Ah-hau,need to,to go home,(particle),#,night,forest,very,dark,#,and,don't have,street lamp,#,Ah-hau,hold,-ing,(measure),oil lamp,,to ,illuminate,#,still,need,to walk,fast,several,step,#,if,(measure),lamp,don't have,all,oil,#,he,then,need to,to feel,dark,to go home,(particle),(particle),#,,,,,,
[11],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
就嚟,返,到,屋企,嗰陣,，,阿孝,老,遠,見到,屋企,前面,有,光,。,佢,收起,油燈,跑,過去,，,見到,今朝,啲,工人,叔叔,喺度,講,咩,「,搞掂,喇,」,……,,,,,,,,,,,,,,,,,,,,,,,,
zau6-lai4,faan1,dou3,uk1-kei2,go2-zan6,#,aa3-haau3,lou5,jyun5,gin3-dou2,uk1-kei2,cin4-min6,jau5,gwong1,#,keoi5,sau1-hei2,jau4-dang1,paau2,gwo3-heoi3,#,gin3-dou2,gam1-ziu1,di1,gung1-jan4,suk1-suk1,hai2-dou6,gong2,me1,#,gaau2-dim6,laa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,
almost,to return,to,home,that time,#,Ah-hau,very,far,to see,home,front,have,light,#,he,pack up,oil lamp,to run,to there,#,to see,this morning,the,worker,uncle,right here,to say,what,#,done,already,#,#,,,,,,,,,,,,,,,,,,,,,,,,
[12],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
媽媽,拉,住,阿孝,去,到,燈,掣,前面,，,話,：,「,呢個,掣,就,交,俾,你,撳,喇,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maa4-maa1,laai1,zyu6,aa3-haau3,heoi3,dou3,dang1,zai3,cin4-min6,#,waa6,#,#,ni1-go3,zai3,zau6,gaau1,bei2,nei5,gam6,laa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mother,to pull,-ing,Ah-hau,to go,to,lamp,button,front,#,to say,#,#,this one,button,then,hand in,to give,you,to press,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Line 34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿孝,一,撳,，,屋企,即刻,光,晒,！,佢,開心,到,跳,起,：,「,着,燈,喇,！,電,呀,！,我哋,屋企,有,電,喇,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-haau3,jat1,gam6,#,uk1-kei2,zik1-hak1,gwong1,saai3,#,keoi5,hoi1-sam1,dou3,tiu3,hei2,#,#,zoek3,dang1,laa3,#,din6,aa3,#,ngo5-dei6,uk1-kei2,jau5,din6,laa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-hau,once,to press,#,home,immediately,light,all,#,he,happy,to,to jump,up,#,#,turn on,lamp,already,#,electricity,(particle),#,we,home,have,electricity,already,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,我,終於,可以,夜晚,開,燈,做,功課,，,熱,嗰陣,有,風扇,歎,、,有,凍,水,飲,，,仲有,電視,睇,，,唔,怕,悶,！,我,好,幸福,呀,！,」,,,,,,,,,,,,,,,,,,,,,,,
#,ngo5,zung1-jyu1,ho2-ji5,je6-maan5,hoi1,dang1,zou6,gung1-fo3,#,jit6,go2-zan6,jau5,fung1-sin3,taan3,#,jau5,dung3,seoi2,jam2,#,zung6-jau5,din6-si6,tai2,#,m4,paa3,mun6,#,ngo5,hou2,hang6-fuk1,aa3,#,#,,,,,,,,,,,,,,,,,,,,,,,
#,I,finally,can,night,to open,lamp,to do,homework,#,hot,that time,have,electric fan,to enjoy,#,have,cold,water,to drink,#,still have,television,to look,#,not,to fear,bored,#,I,very,happy,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,
[14],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有時,幸福,好,簡單,，,就,好似,半,杯,水,嘅,道理,，,唔好,淨係,睇到,自己,冇,嗰啲,，,而,係,多啲,睇,自己,有,嗰啲,——,有時,你,有,嘅,嘢,仲,多,過,其他,人,！,,,,,,,,,,,,,,,,,,,
jau5-si4,hang6-fuk1,hou2,gaan2-daan1,#,zau6,hou2-ci5,bun3,bui1,seoi2,ge3,dou6-lei5,#,m4-hou2,zing6-hai6,tai2-dou2,zi6-gei2,mou5,go2-di1,#,ji4,hai6,do1-di1,tai2,zi6-gei2,jau5,go2-di1,#,jau5-si4,nei5,jau5,ge3,je5,zung6,do1,gwo3,kei4-taa1,jan4,#,,,,,,,,,,,,,,,,,,,
sometimes,happiness,very,simple,#,as a result,seems,half,cup,water,(linker),principle,#,do not,only,to see,oneself,don't have,those,#,and,is,more,to look,oneself,have,those,#,sometimes,you,have,(linker),thing,still,more,than,other,people,#,,,,,,,,,,,,,,,,,,,
[Line 39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,簡簡單單,已,是,福,，,平平淡淡,已,心,足,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,gaan2-gaan2-daan1-daan1,ji5,si6,fuk1,#,ping4-ping4-daam6-daam6,ji5,sam1,zuk1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,simple,already,is,happiness,#,ordinary,already,heart,satisfied,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
