gaa1-ze1,zik1-hak1,zi2-zyu6,go3,kau4,mong5,waa6,#,#,ni1-ci3,dou3-ngo5,wan2-dou2,laa3,#,ji6,bei2,jat1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,
elder sister,at once,point at,(measure),ball,web,say,#,#,this time,my turn,find,already,#,two,to,one,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,唓,！,呢次,你,好彩,啫,……,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ce1,#,ni1-ci3,nei5,hou2-coi2,ze1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Duh,#,this time,you,lucky,only,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿佑,心諗,：,下次,一定,係,我,先,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa3-jau6,sam1-nam2,#,haa6-ci3,jat1-ding6,hai6,ngo5,sin1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-Yau,think,#,next time,sure,is,me,first,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玩,咗,半日,，,太陽,開始,落山,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waan2,zo2,bun3-jat6,#,taai3-joeng4,hoi1-ci2,lok6-saan1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play,-en,half day,#,sun,begin,to descend below the horizon,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家姐,望住,鐘樓,想,知,依家,幾點,，,突然,發現,啲,嘢,，,就,指住,個,鐘,，,笑,住,同,阿佑,講,：,「,我,又,揾到,喇,！,依家,六,點,十五,分,，,啱啱好,一,個,直角,！,二,比,二,喇,。
gaa1-ze1,mong6-zyu6,zung1-lau4,soeng2,zi1,ji1-gaa1,gei2-dim2,#,dat6-jin4,faat3-jin6,di1,je5,#,zau6,zi2-zyu6,go3,zung1,#,siu3,zyu6,tung4,Aa3-jau6,gong2,#,#,ngo5,jau6,wan2-dou2,laa3,#,ji1-gaa1,luk6,dim2,sap6-ng5,fan1,#,ngaam1-ngaam1-hou2,jat1,go3,zik6-gok3,#,ji6,bei2,ji6,laa3,#
elder sister,stare at,clock tower,want,to know,now,what time,#,suddenly,find out,some,thing,#,as a result,point at,(measure),clock,#,laugh,-ing,with,Ah-Yau,say,#,#,I,again,find,already,#,now,six,o'clock,fifteem,minute,#,just right,one,(measure),right angle,#,two,to,two,already,#
[8c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿佑,望住,個,鐘,，,兩,眼,發光,話,：,「,係,喎,，,頭先,六,點,嗰陣,仲,未,係,直角,，,依家,就,變,咗,直角,，,好,神奇,！,」,,,,,,,,,,,,,
Aa3-jau6,mong6-zyu6,go3,zung1,#,loeng5,ngaan5,faat3-gwong1,waa6,#,#,hai6,wo3,#,tau4-sin1,luk6,dim2,go2-zan6,zung6,mei6,hai6,zik6-gok3,#,ji1-gaa1,zau6,bin3,zo2,zik6-gok3,#,hou2,san4-kei4,#,#,,,,,,,,,,,,,
Ah-Yau,stare at,(measure),clock,#,two,eye,shining,say,#,#,yes,(particle),#,just before,six,o'clock,that time,still,not yet,is,right angle,#,now,then,change,-en,right angle,#,very,miraculous,#,#,,,,,,,,,,,,,
[8d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿佑,心諗,：,原來,唔同,時間,，,啲,嘢,都會,出現,唔同,角度,㗎喎,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa3-jau6,sam1-nam2,#,jyun4-loi4,m4-tung4,si4-gaan3,#,di1,je5,dou1-wui6,ceot1-jin6,m4-tung4,gok3-dou6,gaa3-wo3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-Yau,think,#,it turns out,different,time,#,some,thing,also will,appear,different,angle,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
返,到,屋企,，,兩,個,人,拎,咗,啲,切,好,嘅,蛋糕,出嚟,食,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faan1,dou3,uk1-kei2,#,loeng5,go3,jan4,ling1,zo2,di1,cit3,hou2,ge3,daan6-gou1,ceot1-lai4,sik6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
return,to,home,#,two,(measure),people,take,-en,some,cut,well,(linker),cake,out,to eat,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿佑,一,見到,就,好,興奮,：,「,家姐,，,連,啲,蛋糕,都,有,直角,呀,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa3-jau6,jat1,gin3-dou2,zau6,hou2,hing1-fan5,#,#,gaa1-ze1,#,lin4,di1,daan6-gou1,dou1,jau5,zik6-gok3,aa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah-Yau,once,see,then,very,excited,#,#,elder sister,#,even,this,cake,"all, also",have,right angle,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,係,喎,！,」,家姐,邊,食,邊,講,：,「,睇嚟,你,真係,好,想,贏,場,比賽,噉,喎,……,」,,,,,,,,,,,,,,,,,,,,,,
#,hai6,wo3,#,#,gaa1-ze1,bin1,sik6,bin1,gong2,#,#,tai2-lai4,nei5,zan1-hai6,hou2,soeng2,jeng4,coeng4,bei2-coi3,gam2,wo3,#,#,,,,,,,,,,,,,,,,,,,,,,
#,yes,(particle),#,#,elder sister,while,eat,while,say,#,#,seems,you,really,very,want,to win,(measure),competition,in this way,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,
[10a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,家姐,，,我,食,完,喇,！,我,去,做,數學,功課,先,！,」,阿佑,講,完,就,跑,咗,入,房,。,,,,,,,,,,,,,,,,,,,,,
#,gaa1-ze1,#,ngo5,sik6,jyun4,laa3,#,ngo5,heoi3,zou6,sou3-hok6,gung1-fo3,sin1,#,#,Aa3-jau6,gong2,jyun4,zau6,paau2,zo2,jap6,fong2,#,,,,,,,,,,,,,,,,,,,,,
#,elder sister,#,I,eat,finish,already,#,I,go,to do,mathematics,homework,first,#,#,Ah-Yau,to say,finish,as a result,to run,-en,to enter,room,#,,,,,,,,,,,,,,,,,,,,,
[10b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
望住,阿佑,嘅,背影,，,家姐,忍唔住,笑,咗,……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mong6-zyu6,Aa3-jau6,ge3,bui3-jing2,#,gaa1-ze1,jan2-m4-zyu6,siu3,zo2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stare,Ah-Yau,’s,figure viewed from behind,#,elder sister,cannot resist,to laugh,-en,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唔知,你,今日,又,揾到,幾多,個,直角,呢,？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4-zi1,nei5,gam1-jat6,jau6,wan2-dou2,gei2-do1,go3,zik6-gok3,ne1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don't know,you,today,again,find,how many,(measure),right angle,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
