maa4-maa1,siu3,zyu6,gong2,#,#,hou2-laa1,#,pui3,laa1,#,zan1-hai6,mou5-nei5-baan6-faat3,#,#,,,,,,,,,,,,
mother,smile,-ing,say,#,#,OK then,#,duplicate,(particle),#,really,can't do anything with you,#,#,,,,,,,,,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,,,,
心怡,好,開心,噉,同,叔叔,講,：,「,叔叔,，,我,想,配,一,條,鎖匙,，,要,黃色,嘅,。,」,,,,
Sam1-ji4,hou2,hoi1-sam1,gam2,tung4,suk1-suk1,gong2,#,#,suk1-suk1,#,ngo5,soeng2,pui3,jat1,tiu4,so2-si4,#,jiu3,wong4-sik1,ge3,#,#,,,,
Sammy,very,happy,in this way,with,uncle,say,#,#,uncle,#,I,want to,duplicate,one,(measure),key,#,want,yellow,-,#,#,,,,
[3b],,,,,,,,,,,,,,,,,,,,,,,,,,
叔叔,心諗,：,其實,我,啱啱,先,二十,歲,，,應該,叫,我,哥哥,先,啱,……,,,,,,,,,,
suk1-suk1,sam1-nam2,#,kei4-sat6,ngo5,ngaam1-ngaam1,sin1,ji6-sap6,seoi3,#,jing1-goi1,giu3,ngo5,go4-go1,sin1,ngaam1,#,,,,,,,,,,
uncle,think,#,actually,I,just now,just,twenty,years old,#,should,call,me,elder brother,then,correct,#,,,,,,,,,,
[3c],,,,,,,,,,,,,,,,,,,,,,,,,,
不過,唔緊要,啦,，,都,唔係,第一,次,畀,人,噉,叫,我,……,,,,,,,,,,,,,
bat1-gwo3,m4-gan2-jiu3,laa1,#,dou1,m4-hai6,dai6-jat1,ci3,bei2,jan4,gam2,giu3,ngo5,#,,,,,,,,,,,,,
only,doesn't matter,(particle),#,also,is not,the first,time,(passive),people,in this way,call,me,#,,,,,,,,,,,,,
[3d],,,,,,,,,,,,,,,,,,,,,,,,,,
之後,佢,答,：,「,冇,問題,，,一陣,就,搞掂,。,你,睇下,呢,條,啱唔啱,你,？,」,,,,,,,
zi1-hau6,keoi5,daap3,#,#,mou5,man6-tai4,#,jat1-zan6,zau6,gaau2-dim6,#,nei5,tai2-haa5,nei1,tiu4,ngaam1-m4-ngaam1,nei5,#,#,,,,,,,
after,he,reply,#,#,no,problem,#,after a while,as a result,done,#,you,take a look,this,(measure),suit or not suit,you,#,#,,,,,,,
[3e],,,,,,,,,,,,,,,,,,,,,,,,,,
心怡,即刻,答,：,「,啱,呀,啱,呀,，,黃色,好,靚,呀,！,」,,,,,,,,,,,
Sam1-ji4,zik1-hak1,daap3,#,#,ngaam1,aa3,ngaam1,aa3,#,wong4-sik1,hou2,leng3,aa3,#,#,,,,,,,,,,,
Sammy,at once,reply,#,#,suit,(particle),suit,(particle),#,yellow,very,good-looking,(particle),#,#,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,,,,,,,
喺,叔叔,整,緊,鎖匙,嘅,時候,，,佢,部,收音機,播,出,一,單,新聞,：,,,,,,,,,,
hai2,suk1-suk1,zing2,gan2,so2-si4,ge3,si4-hau6,#,keoi5,bou6,sau1-jam1-gei1,bo3,ceot1,jat1,daan1,san1-man4,#,,,,,,,,,,
at,uncle,make,-ing,key,-,time,#,he,(measure),radio,broadcast,out,one,(measure),news,#,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,,,,,,,
「,本港,近日,發生,一,宗,網上,騙案,，,有,位,先生,畀,人,呃,咗,好多,錢,……,」,,,,,,,
#,bun2-gong2,gan6-jat6,faat3-sang1,jat1,zung1,mong5-soeng6,pin3-on3,#,jau5,wai2,sin1-saang1,bei2,jan4,aak3,zo2,hou2-do1,cin2,#,#,,,,,,,
#,Hong Kong,recently,happen,one,(measure),online,scam,#,have,(measure),Mr.,(passive),people,deceive,-ed,many,money,#,#,,,,,,,
[4c],,,,,,,,,,,,,,,,,,,,,,,,,,
過,咗,十,分鐘,，,心怡,終於,拎,到,新,鎖匙,返,屋企,喇,！,,,,,,,,,,,,
gwo3,zo2,sap6,fan1-zung1,#,Sam1-ji4,zung1-jyu1,ling1,dou2,san1,so2-si4,faan1,uk1-kei2,laa3,#,,,,,,,,,,,,
pass,-ed,ten,minutes,#,Sammy,at last,take,can,new,key,to go,home,(particle),#,,,,,,,,,,,,
[4d],,,,,,,,,,,,,,,,,,,,,,,,,,
佢哋,行到,屋企,門口,，,先,發現,原來,大門,冇,閂到,！,,,,,,,,,,,,,,,
keoi5-dei6,haang4-dou3,uk1-kei2,mun4-hau2,#,sin1,faat3-jin6,jyun4-loi4,daai6-mun4,mou5,saan1-dou3,#,,,,,,,,,,,,,,,
they,walked to,home,door,#,then,find out,it turns out,main entrance,haven't,closed,#,,,,,,,,,,,,,,,
[4e],,,,,,,,,,,,,,,,,,,,,,,,,,
佢哋,即刻,入,屋,睇睇,，,好彩,冇,唔見,嘢,。,,,,,,,,,,,,,,,,
keoi5-dei6,zik1-hak1,jap6,uk1,tai2-tai2,#,hou2-coi2,mou5,m4-gin3,je5,#,,,,,,,,,,,,,,,,
they,at once,enter,house,take a look,#,lucky,haven't,lost,thing,#,,,,,,,,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,,,,,,,
媽媽,坐,低,慢慢,同,心怡,講,：,,,,,,,,,,,,,,,,,,,
maa4-maa1,co5,dai1,maan6-maan2,tung4,Sam1-ji4,gong2,#,,,,,,,,,,,,,,,,,,,
mother,sit,down,slowly,with,Sammy,say,#,,,,,,,,,,,,,,,,,,,
[5b],,,,,,,,,,,,,,,,,,,,,,,,,,
「,鎖,好,門,好,緊要,㗎,，,條,屋企,鎖匙,你,都,要,小心,收,好,，,唔好,畀,其他,人,呀,！,」,,
#,so2,hou2,mun4,hou2,gan2-jiu3,gaa3,#,tiu4,uk1-kei2,so2-si4,nei5,dou1,jiu3,siu2-sam1,sau1,hou2,#,m4-hou2,bei2,kei4-taa1,jan4,aa3,#,#,,
#,lock,well,door,very,important,(particle),#,(measure),home,key,you,also,need to,careful,put back,well,#,do not,give,other,people,(particle),#,#,,
[5c],,,,,,,,,,,,,,,,,,,,,,,,,,
心怡,答,：,「,知道,喇,，,我,會,好好,收,好,佢,㗎,喇,。,」,,,,,,,,,,
Sam1-ji4,daap3,#,#,zi1-dou3,laa3,#,ngo5,wui5,hou2-hou2,sau1,hou2,keoi5,gaa3,laa3,#,#,,,,,,,,,,
Sammy,reply,#,#,know,(particle),#,I,will,well,put back,well,it,(particle),(particle),#,#,,,,,,,,,,
[5d],,,,,,,,,,,,,,,,,,,,,,,,,,
媽媽,繼續,講,：,「,除咗,屋企,鎖匙,，,仲,有,好多,私人,嘢,你,都,要,收,好,呀,，,,,,,,
maa4-maa1,gai3-zuk6,gong2,#,#,ceoi4-zo2,uk1-kei2,so2-si4,#,zung6,jau5,hou2-do1,si1-jan4,je5,nei5,dou1,jiu3,sau1,hou2,aa3,#,,,,,,
mother,continue,to say,#,#,except,home,key,#,also,have,many,private,things,you,also,need to,put back,well,(particle),#,,,,,,
[5e],,,,,,,,,,,,,,,,,,,,,,,,,,
好似,錢,、,日記,，,仲有,電子,密碼,……,」,,,,,,,,,,,,,,,,,
hou2-ci5,cin2,#,jat6-gei3,#,zung6-jau5,din6-zi2,mat6-maa5,#,#,,,,,,,,,,,,,,,,,
such as,money,#,diary,#,also,electron,password,#,#,,,,,,,,,,,,,,,,,
[5f],,,,,,,,,,,,,,,,,,,,,,,,,,
心怡,笑,住,講,：,「,媽媽,，,我,大個,女,㗎,喇,，,我,先,冇,咁,唔小心,，,我,會,保管,好,佢哋,。,」
Sam1-ji4,siu3,zyu6,gong2,#,#,maa4-maa1,#,ngo5,daai6-go3,neoi2,gaa3,laa3,#,ngo5,sin1,mou5,gam3,m4-siu2-sam1,#,ngo5,wui5,bou2-gun2,hou2,keoi5-dei6,#,#
Sammy,smile,-ing,say,#,#,mother,#,I,grown up,girl,(particle),(particle),#,I,then,haven't,so,careless,#,I,will,take care of,well,they,#,#
[6a],,,,,,,,,,,,,,,,,,,,,,,,,,
媽媽,開,咗,屋企,部,電腦,，,問,：,「,真係,咁,叻,？,噉,你,講下,你,係,點,保管,啲,密碼,嘅,？,」,
maa4-maa1,hoi1,zo2,uk1-kei2,bou6,din6-nou5,#,man6,#,#,zan1-hai6,gam3,lek1,#,gam2,nei5,gong2-haa5,nei5,hai6,dim2,bou2-gun2,di1,mat6-maa5,ge3,#,#,
mother,open,-ed,home,(measure),computer,#,ask,#,#,really,so,brilliant,#,then,you,tell,you,are,how to,take care of,those,passwords,(particle),#,#,
[6b],,,,,,,,,,,,,,,,,,,,,,,,,,
心怡,開始,講,：,「,簡單,啦,，,上堂,老師,有,講,過,，,,,,,,,,,,,,,
Sam1-ji4,hoi1-ci2,gong2,#,#,gaan2-daan1,laa1,#,soeng5-tong4,lou5-si1,jau5,gong2,gwo3,#,,,,,,,,,,,,,
Sammy,begin,to say,#,#,simple,(particle),#,attend class,teacher,have,said,(suffix),#,,,,,,,,,,,,,
[6c],,,,,,,,,,,,,,,,,,,,,,,,,,
我哋,用,電腦,嗰陣,，,有,好多,嘢,要,注意,……,」,,,,,,,,,,,,,,,
ngo5-dei6,jung6,din6-nou5,go2-zan6,#,jau5,hou2-do1,je5,jiu3,zyu3-ji3,#,#,,,,,,,,,,,,,,,
we,use,computer,that time,#,have,many,things,need to,pay attention to,#,#,,,,,,,,,,,,,,,
[7],,,,,,,,,,,,,,,,,,,,,,,,,,
「,好似,入,密碼,嗰陣,，,要,睇下,隔籬,有冇,人,，,唔好,畀,人,見到,。,」,,,,,,,,,
#,hou2-ci5,jap6,mat6-maa5,go2-zan6,#,jiu3,tai2-haa5,gaak3-lei4,jau5-mou5,jan4,#,m4-hou2,bei2,jan4,gin3-dou2,#,#,,,,,,,,,
#,such as,enter,password,that time,#,need to,take a look,next to,have or don't have,people,#,do not,by,people,saw,#,#,,,,,,,,,
[8a],,,,,,,,,,,,,,,,,,,,,,,,,,
「,仲有,account number,，,如果,我,依家,想,用,電話,寄,電郵,畀,我,個,朋友,，,,,,,,,,,,
#,zung6-jau5,#,#,jyu4-gwo2,ngo5,ji1-gaa1,soeng2,jung6,din6-waa2,gei3,din6-jau4,bei2,ngo5,go3,pang4-jau5,#,,,,,,,,,,
#,moreover,#,#,if,I,now,want to,use,telephone,send,e-mail,to,I,(measure),friend,#,,,,,,,,,,
[8b],,,,,,,,,,,,,,,,,,,,,,,,,,
我,都,會,用,返,自己,部,電話,，,唔會,用,其他,人,電話,。,」,,,,,,,,,,,
ngo5,dou1,wui5,jung6,faan1,zi6-gei2,bou6,din6-waa2,#,m4-wui5,jung6,kei4-taa1,jan4,din6-waa2,#,#,,,,,,,,,,,
I,also,will,use,back,oneself,(measure),telephone,#,will not,use,other,people,telephone,#,#,,,,,,,,,,,
[9],,,,,,,,,,,,,,,,,,,,,,,,,,
「,而且,我,部,電話,仲,有,設定到,鎖,機,密碼,，,我,係咪,好,叻,呀,？,」,,,,,,,,
#,ji4-ce2,ngo5,bou6,din6-waa2,zung6,jau5,cit3-ding6-dou3,so2,gei1,mat6-maa5,#,ngo5,hai6-mai6,hou2,lek1,aa3,#,#,,,,,,,,
#,and,I,(measure),telephone,also,have,set,lock,machine,password,#,I,am or am not,very,brilliant,(particle),#,#,,,,,,,,
[10a],,,,,,,,,,,,,,,,,,,,,,,,,,
「,係,喇,係,喇,，,最,叻,係,你,喇,。,最,緊要,記得,：,唔好,亂,畀,個,密碼,其他,人,，,,,
#,hai6,laa3,hai6,laa3,#,zeoi3,lek1,hai6,nei5,laa3,#,zeoi3,gan2-jiu3,gei3-dak1,#,m4-hou2,lyun6,bei2,go3,mat6-maa5,kei4-taa1,jan4,#,,,
#,yes,(particle),yes,(particle),#,the most,brilliant,is,you,(particle),#,the most,important,to remember,#,do not,thoughtlessly,give,(measure),password,other,people,#,,,
[10b],,,,,,,,,,,,,,,,,,,,,,,,,,
因為,你,唔知,佢哋,會,用,嚟,做,咩,壞事,。,」,媽媽,語重心長,噉,講,。,,,,,,,,,,
jan1-wai6,nei5,m4-zi1,keoi5-dei6,wui5,jung6,lai4,zou6,me1,waai6-si6,#,#,maa4-maa1,jyu5-zung6-sam1-coeng4,gam2,gong2,#,,,,,,,,,,
because,you,don't know,they,will,use,for,do,what,wrongdoing,#,#,mother,sincerely and earnestly,in this way,say,#,,,,,,,,,,
[10c],,,,,,,,,,,,,,,,,,,,,,,,,,
心怡,話,：,「,我,知道,喇,，,媽媽,！,」,,,,,,,,,,,,,,,,
Sam1-ji4,waa6,#,#,ngo5,zi1-dou3,laa3,#,maa4-maa1,#,#,,,,,,,,,,,,,,,,
Sammy,say,#,#,I,know,(particle),#,mother,#,#,,,,,,,,,,,,,,,,
[11a],,,,,,,,,,,,,,,,,,,,,,,,,,
媽媽,問,：,「,你,今日,好似,好,聽話,噉,噃,？,」,,,,,,,,,,,,,,
maa4-maa1,man6,#,#,nei5,gam1-jat6,hou2-ci5,hou2,ting1-waa6,gam2,bo3,#,#,,,,,,,,,,,,,,
mother,ask,#,#,you,today,seems,very,obedient,seems,(particle),#,#,,,,,,,,,,,,,,
[11b],,,,,,,,,,,,,,,,,,,,,,,,,,
心怡,有啲,唔開心,噉,講,：,「,冇,，,因為,前,幾,日,我,個,好,朋友,阿細,打機,嗰陣,，,,,,,,
Sam1-ji4,jau5-di1,m4-hoi1-sam1,gam2,gong2,#,#,mou5,#,jan1-wai6,cin4,gei2,jat6,ngo5,go3,hou2,pang4-jau5,aa3-sai3,daa2-gei1,go2-zan6,#,,,,,,
Sammy,a bit,unhappy,in this way,say,#,#,nothing,#,because,before,few,days,I,(measure),good,friend,Asher,to play computer games,that time,#,,,,,,
[11c],,,,,,,,,,,,,,,,,,,,,,,,,,
佢,畀,咗,個,遊戲,帳號,密碼,人,，,跟住,就,畀,人,偷,咗,個,帳號,喇,……,,,,,,,,
keoi5,bei2,zo2,go3,jau4-hei3,zoeng3-hou6,mat6-maa5,jan4,#,gan1-zyu6,zau6,bei2,jan4,tau1,zo2,go3,zoeng3-hou6,laa3,#,,,,,,,,
he,give,-ed,(measure),game,account number,password,people,#,and then,as a result,(passive),people,steal,-ed,(measure),account number,(particle),#,,,,,,,,
[11d],,,,,,,,,,,,,,,,,,,,,,,,,,
我,聽,完,之後,都,好,驚,，,我,以後,會,小心,保管,自己,嘅,嘢,㗎,喇,！,」,,,,,,,
ngo5,teng1,jyun4,zi1-hau6,dou1,hou2,geng1,#,ngo5,ji5-hau6,wui5,siu2-sam1,bou2-gun2,zi6-gei2,ge3,je5,gaa3,laa3,#,#,,,,,,,
I,hear,finished,after,also,very,afraid,#,I,afterwards,will,careful,take care of,oneself, 's,thing,(particle),(particle),#,#,,,,,,,
[12],,,,,,,,,,,,,,,,,,,,,,,,,,
唔知,你,部,電腦,同,手機,有,幾多,個,密碼,？,你哋,又,有冇,好好,管理,佢哋,呢,？,,,,,,,,
m4-zi1,nei5,bou6,din6-nou5,tung4,sau2-gei1,jau5,gei2-do1,go3,mat6-maa5,#,nei5-dei6,jau6,jau5-mou5,hou2-hou2,gun2-lei5,keoi5-dei6,ne1,#,,,,,,,,
don't know,you,(measure),computer,and,mobile phone,have,how many,(measure),password,#,you,again,have or haven't,well,manage,them,(particle),#,,,,,,,,
