#,Peter,#,you,look,a bit,#,outside,have,many,star,(particle),#,#,Winnie,on one hand,say,#,on one hand,energetic and spirited,-ly,pull,-ing,Peter,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,雲妮,，,我哋,而家,喺,邊,呀,？,」,彼德,問,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,wan4-nei4,#,ngo5-dei6,ji4-gaa1,hai2,bin1,aa3,#,#,bei2-dak1,man6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Winnie,#,we,now,at,where,(particle),#,#,Peter,ask,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,你,唔記得,咗,喇,？,我哋,要,飛,去,第二,個,星球,生活,，,呢,架,係,最後,一,班,船,呀,。,」,卡文,答,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,nei5,m4-gei3-dak1,zo2,laa4,#,ngo5-dei6,jiu3,fei1,heoi3,dai6-ji6,go3,sing1-kau4,sang1-wut6,#,ni1,gaa3,hai6,zeoi3-hau6,jat1,baan1,syun4,aa3,#,#,kaa1-man4,daap3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,you,forget,-en,(particle),#,we,have to,fly,to,second,(measure),planet,to live,#,this,(measure),is,last,one,class,ship,(particle),#,#,Carmen,reply,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可能,因為,喺,冷凍,倉,瞓,得,太,耐,，,彼德,有啲,不知所云,，,佢,諗,咗,諗,，,先,醒起,係,佢,屋企人,幫,佢,安排,呢次,太空,移民,。,呢個,時候,，,彼德,再,仔細,眺望,離,佢,越嚟越遠,嘅,地球,，,地球,變到,好似,只有,一個,網球,咁,細,嘅,size,。,一,種,難以,忍受,嘅,感覺,衝擊,彼德,嘅,淚腺,，,佢,終於,忍唔住,默默,落淚,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ho2-nang4,jan1-wai6,hai2,laang5-dung3,cong1,fan3,dak1,taai3,noi6,#,bei2-dak1,jau5-di1,bat1-zi1-so2-wan4,#,keoi5,nam2,zo2,nam2,#,sin1,sing2-hei2,hai6,keoi5,uk1-kei2-jan4,bong1,keoi5,on1-paai4,nei1-ci3,taai3-hung1,ji4-man4,#,nei1-go3,si4-hau6,#,bei2-dak1,zoi3,zi2-sai3,tiu3-mong6,lei4,keoi5,jyut6-lai4-jyut6-jyun5,ge3,dei6-kau4,#,dei6-kau4,bin3-dou3,hou2-ci5,zi2-jau5,jat1-go3,mong5-kau4,gam3,sai3,ge3,saai1-si2,#,jat1,zung2,naan4-ji5,jan2-sau6,ge3,gam2-gok3,cung1-gik1,bei2-dak1,ge3,leoi6-sin3,#,keoi5,zung1-jyu1,jan2-m4-zyu6,mak6-mak6,lok6-leoi6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
possible,because,at,freezer,cabinet,sleep,(suffix),too,long time,#,Peter,a bit,sick and confused,#,he,think,-en,think,#,then,realise,is,he,family,help,he,arrange,this time,outer space,migration,#,this (measure),time,#,Peter,again,carefully,look from a high place,away from,he,further and further,(linker),Earth,#,Earth,turn into,seems,have...only,one (measure),tennis ball,so,small,(linker),size,#,one,kind of,hard to,withstand,(linker),feeling,impact,Peter,(linker),tear gland,#,he,finally,cannot resist,silently,start crying,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,你,做咩事,呀,？,」,雲妮,問,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,nei5,zou6-me1-si6,aa3,#,#,wan4-nei4,man6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,you,what happen,(particle),#,#,Winnie,ask,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,我,……,我,唔捨得,呀,……,」,彼德,喊住口,噉,講,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ngo5,#,ngo5,m4-se2-dak1,aa3,#,#,bei2-dak1,haam3-zyu6-hau2,gam2,gong2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,I,#,I,unwilling to part with sth,(particle),#,#,Peter,sobbing,-ly,say,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1i],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,有,咩,唔捨得,？,你,諗,下,，,新,嘅,星球,一定,更加,多姿多彩,！,」,卡文,安慰,彼德,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,jau5,me1,m4-se2-dak1,#,nei5,nam2,haa5,#,san1,ge3,sing1-kau4,jat1-ding6,gang3-gaa1,do1-zi1-do1-coi2,#,#,kaa1-man4,on1-wai3,bei2-dak1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,have,what,unwilling to part with sth,#,you,think,a bit,#,new,(linker),planet,surely,more,varied and colourful,#,#,Carmen,comfort,Peter,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1j],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,但係,我,好,驚,呀,，,你,望,下,前面,，,一片,黑暗,，,我哋,連,去,緊,邊,都,唔知,。,」,眼前,嘅,未知,令,彼德,非常,焦慮,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,daan6-hai6,ngo5,hou2,geng1,aa3,#,nei5,mong6,haa5,cin4-min6,#,jat1-pin3,hak1-am3,#,ngo5-dei6,lin4,heoi3,gan2,bin1,dou1,m4-zi1,#,#,ngaan5-cin4,ge3,mei6-zi1,ling6,bei2-dak1,fei1-soeng4,ziu1-leoi6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,but,I,very,afraid,(particle),#,you,look,a bit,front,#,one (measure),darkness,#,we,even,go,-ing,where,"all, also",don't know,#,#,before one's eyes,(linker),unknown,make,Peter,very,anxious,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,你,唔好,咁,擔心,啦,彼德,，,離開,一個,地方,的確,需要,好,大,勇氣,，,但,相信,我,，,之後,一定,會,好,㗎,！,」,雲妮,都,幫手,安慰,佢,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,nei5,m4-hou2,gam3,daam1-sam1,laa1,bei2-dak1,#,lei4-hoi1,jat1-go3,dei6-fong1,dik1-kok3,seoi1-jiu3,hou2,daai6,jung5-hei3,#,daan6,soeng1-seon3,ngo5,#,zi1-hau6,jat1-ding6,wui5,hou2,gaa3,#,#,wan4-nei4,dou1,bong1-sau2,on1-wai3,keoi5,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,you,do not,so,worried,(particle),Peter,#,leave,one (measure),place,indeed,need,very,big,courage,#,but,believe,I,#,after,surely,will,good,(particle),#,#,Winnie,"all, also",help,comfort,he,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
由,地球,去,新,星球,嘅,路,好,漫長,，,佢哋,好,快,又,要,返,入,冷凍,倉,休息,。,不過,，,就,喺,雲妮,同,卡文,都,休息,緊,嗰陣,，,彼德,偷偷哋,起身,，,出去,撳,咗,回程,個,掣,。,但,正,因為,噉,，,不幸,嘅,事,發生,喇,，,太空船,出現,劇烈,嘅,搖晃,，,仲,整,醒,咗,雲妮,同,卡文,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jau4,dei6-kau4,heoi3,san1,sing1-kau4,ge3,lou6,hou2,maan6-coeng4,#,keoi5-dei6,hou2,faai3,jau6,jiu3,faan1,jap6,laang5-dung3,cong1,jau1-sik1,#,bat1-gwo3,#,zau6,hai2,wan4-nei4,tung4,kaa1-man4,dou1,jau1-sik1,gan2,go2-zan6,#,bei2-dak1,tau1-tau1-dei2,hei2-san1,#,ceot1-heoi3,gam6,zo2,wui4-cing4,go3,zai3,#,daan6,zing3,jan1-wai6,gam2,#,bat1-hang6,ge3,si6,faat3-saang1,laa3,#,taai3-hung1-syun4,ceot1-jin6,kek6-lit6,ge3,jiu4-fong2,#,zung6,zing2,seng2,zo2,wan4-nei4,tung4,kaa1-man4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
from,Earth,go to,new,planet,(linker),way,very,prolonged,#,they,very,soon,again,have to,return,enter,freezer,cabinet,take a break,#,however,#,then,at,Winnie,and,Carmen,"all, also",take a break,-ing,that time,#,Peter,secretly,get up,#,go out,to press,-en,return trip,(measure),button,#,but,exactly,because,this way,#,unforunate,(linker),matter,happen,(particle),#,spaceship,appear,violent,(linker),sway,#,even,make,awake,-en,Winnie,and,Carmen,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,發生,咩事,呀,？,」,雲妮,同,卡文,衝,出嚟,異口同聲,問,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,faat3-sang1,me1-si6,aa3,#,#,wan4-nei4,tung4,kaa1-man4,cung1,ceot1-lai4,ji6-hau2-tung4-sing1,man6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,happen,what matter,(particle),#,#,Winnie,and,Carmen,rush,come out,saying the same thing,ask,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,對唔住,呀,……,我,諗住,撳掣,返,地球,，,點知,……,」,彼德,支支吾吾,噉,答,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,deoi3-m4-zyu6,aa3,#,ngo5,nam2-zyu6,gam6-zai3,faan1,dei6-kau4,#,dim2-zi1,#,#,bei2-dak1,zi1-zi1-ng4-ng4,gam2,daap3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Sorry!,(particle),#,I,thinking about,press button,return,Earth,#,unexpectedly,#,#,Peter,stuttering,-ly,reply,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雲妮,同,卡文,都,冇,時間,責怪,彼德,，,太空船,已經,衝,咗,入,黑洞,，,黑洞,裏面,一片,漆黑,，,連,一,粒,星星,都,冇,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wan4-nei4,tung4,kaa1-man4,dou1,mou5,si4-gaan3,zaak3-gwaai3,bei2-dak1,#,taai3-hung1-syun4,ji5-ging1,cung1,zo2,jap6,hak1-dung6,#,haak1-dung6,leoi5-min6,jat1-pin3,cat1-hak1,#,lin4,jat1,nap1,sing1-sing1,dou1,mou5,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winnie,and,Carmen,"all, also",don't have,time,blame,Peter,#,spaceship,already,rush,-en,into,black hole,#,black hole,inside,one (measure),pitch-black,#,even,one,(measure),star,"all, also",don't have,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,點算,呀,？,我,冇,諗,過,會,搞,成,噉,！,」,彼德,忍唔住,喊,咗,出嚟,。,呢個,時候,，,太空船,又,傳,嚟,一陣,強烈,嘅,震動,，,佢哋,三,個,一個,不穩,，,一齊,撞,咗,埋,牆,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,dim2-syun3,aa3,#,ngo5,mou5,nam2,gwo3,wui5,gaau2,sing4,gam2,#,#,bei2-dak1,jan2-m4-zyu6,haam3,zo2,ceot1-lai4,#,nei1-go3,si4-hau6,#,taai3-hung1-syun4,jau6,cyun4,lai4,jat1-zan6,koeng4-lit6,ge3,zan3-dung6,#,keoi5-dei6,saam1,go3,jat1-go3,bat1-wan2,#,jat1-cai4,zong6,zo2,maai4,coeng4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,what to do,(particle),#,I,don't have,think,-ed,will,make,become,this way,#,#,Peter,cannot resist,cry,-en,out,#,this (measure),time,#,spaceship,again,pass,come,one (measure),strong,(linker),shake,#,they,three,(measure),one (measure),unsteadiness,#,together,hit,-en,towards,wall,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,彼德,！,控制桿,！,拉,實,呀,！,」,雲妮,大叫,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,bei2-dak1,#,hung3-zai3-gon1,#,laai1,sat6,aa3,#,#,wan4-nei4,daai6-giu3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Peter,#,control stick,#,pull,firmly,(particle),#,#,Winnie,shout,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,唔得,呀,！,我,做,唔到,呀,！,」,彼德,回答,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,m4-dak1,aa3,#,ngo5,zou6,m4-dou2,aa3,#,#,bei2-dak1,wui4-daap3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,not okay,(particle),#,I,do,cannot,(particle),#,#,Peter,answer,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,唔,試過,點知,唔得,呀,？,你,睇,下,我哋,，,我哋,而家,已經,踏出,咗,離開,地球,呢,一,步,，,冇得,返轉頭,㗎喇,！,可以,做,嘅,係,靠,自己,！,呢度,最近,控制桿,嗰個,係,你,呀,，,彼德,！,」,卡文,好,激動,噉,講,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,m4,si3-gwo3,dim2-zi1,m4-dak1,aa3,#,nei5,tai2,haa5,ngo5-dei6,#,ngo5-dei6,ji4-gaa1,ji5-ging1,daap6-ceot1,zo2,lei4-hoi1,dei6-kau4,nei1,jat1,bou6,#,mou5-dak1,faan1-zyun3-tau4,gaa3-laa3,#,ho2-ji5,zou6,ge3,hai6,kaau3,zi6-gei2,#,nei1-dou6,zeoi3-kan5,hung3-zai3-gon1,go2-go3,hai6,nei5,aa3,#,bei2-dak1,#,#,kaa1-man4,hou2,gik1-dung6,gam2,gong2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,not,tried,how to know,not okay,(particle),#,you,look,a bit,we,#,we,now,already,step out,-en,leave,Earth,this,one,step,#,don't get to,return,(particle),#,can,do,(linker),is,depend on,oneself,#,here,closest,control stick,that (measure),is,you,(particle),#,Peter,#,#,Carmen,very,emotional,-ly,say,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
