[2a],,,,,,,,,,,,,,,,,,,,
dat6-jin4-gaan1,#,Siu-hak1,jau6,paau2,jau6,tiu3,#,zung6,hai2-dou6,daai6-giu3,#,,,,,,,,,
suddenly,#,Blackjack,also,run,also,jump,#,even,right here,shout,#,,,,,,,,,
[7b],,,,,,,,,,,,,,,,,,,,
佢,個,樣,好,開心,。,,,,,,,,,,,,,,,
keoi5,go3,joeng2,hou2,hoi1-sam1,#,,,,,,,,,,,,,,,
it,(measure),face,very,happy,#,,,,,,,,,,,,,,,
[7c],,,,,,,,,,,,,,,,,,,,
我,跟住,佢,跑,，,睇下,有,咩,事,。,,,,,,,,,,,
ngo5,gan1-zyu6,keoi5,paau2,#,tai2-haa5,jau5,me1,si6,#,,,,,,,,,,,
I,follow,it,to run,#,take a look,have,what,matter,#,,,,,,,,,,,
[8a],,,,,,,,,,,,,,,,,,,,
小黑,聞到,啲,薯仔,喺,邊,。,佢,個,鼻,真係,好,犀利,。,,,,,,,
Siu-hak1,man4-dou2,di1,syu4-zai2,hai2,bin1,#,keoi5,go3,bei6,zan1-hai6,hou2,sai1-lei6,#,,,,,,,
Blackjack,smell,those,potatoes,at,where,#,it,(measure),nose,really,very,terrific,#,,,,,,,
[8b],,,,,,,,,,,,,,,,,,,,
「,你,真係,好,叻,啊,！,係,你,先,揾,到,咋,！,」,我,摸摸,佢,個,頭,。
#,nei5,zan1-hai6,hou2,lek1,aa3,#,hai6,nei5,sin1,wan2,dou2,zaa3,#,#,ngo5,mo2-mo2,keoi5,go3,tau4,#
#,you,really,very,brilliant,(particle),#,are,you,only,find,can,only,#,#,I,pet,it,(measure),head,#
[8c],,,,,,,,,,,,,,,,,,,,
原來,啲,薯仔,生,喺,泥,下面,，,唔似,矮瓜,噉,畀,人,見到,㗎,。,,,,,
jyun4-loi4,di1,syu4-zai2,saang1,hai2,nai4,haa6-min6,#,m4-ci5,ai2-gwaa1,gam2,bei2,Jan4,gin3-dou2,gaa3,#,,,,,
it turns out,those,potatoes,grow,at,soil,below,#,unlike,eggplants,in this way,by ,people,to see,(particle),#,,,,,
