I,at,one,(measure),newspaper office,do,#,and,I,(measure),department,responsible for,reporting,international,news,#,company,has been,want to,hire,(measure),Putonghua,fluent,(linker),person,to,help,deal with,international,news,#,cannot guess,they,finally,will,at,Singapore,transfer,people,come over,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,大家好,，,多多指教,，,大家,可以,嗌,我,做,阿文,，,或者,叫,返,我,英文,名,Vincent,，,因為,我,同,香港人,一樣,咁,興,用,英文,名,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,daai6-gaa1-hou2,#,do1-do1-zi2-gaau3,#,daai6-gaa1,ho2-ji5,aai3,ngo5,zou6,aa3-man4,#,waak6-ze2,giu3,faan1,ngo5,jing1-man4,meng2,Vincent,#,jan1-wai6,ngo5,tung4,hoeng1-gong2-jan4,jat1-joeng6,gam3,hing1,jung6,jing1-man4,meng2,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Hi everyone,#,Please do teach me how to work and behave around here,#,everyone,can,call,I,to be,Ah-Man,#,or,call,back,I,English,name,Vincent,#,because,I,and,Hongkonger,the same,so,inclined,to use,English,name,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,聽,完,之後,呆,咗,，,坐,我,側邊,嘅,Carmen,更加,忍唔住,講,咗,句,：,「,你,啲,廣東話,…,好好,啊,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,teng1,jyun4,zi1-hau6,ngoi4,zo2,#,co5,ngo5,zak1-bin1,ge3,Carmen,gang3-gaa1,jan2-m4-zyu6,gong2,zo2,geoi3,#,#,nei5,di1,gwong2-dung1-waa2,#,hou2-hou2,aa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,hear,finish,after,become stunned,-en,#,sit,I,beside,(linker),Carmen,more,cannot help,to say,-en,sentence,#,#,you,’s,Cantonese,#,very good,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,哈哈,，,普普通通,啦,。,」,阿文,摸,摸,個,頭,，,少少,怕醜,噉,笑,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,haa1-haa1,#,pou2-pou2-tung1-tung1,laa1,#,#,aa3-man4,mo2,mo2,go3,tau4,#,siu2-siu2,paa3-cau2,gam2,siu3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,haha,#,so-so,(particle),#,#,Vincent,touch,touch,(measure),head,#,a bit,shy,-ly,smile,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
呢個,時候,阿頭,仲要,加把口,：,「,就係,因為,阿文,廣東話,好,，,公司,先,會,調,佢,嚟,幫手,啊,！,我,而家,就,去,book,樓下,間,酒樓,，,等陣,我哋,食晏,就,飲,住,茶,歡迎,阿文,加入,，,我,請,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nei1-go3,si4-hau6,aa3-tau2,zung6-jiu3,gaa1-baa2-hau2,#,#,zau6-hai6,jan1-wai6,aa3-man4,gwong2-dung1-waa2,hou2,#,gung1-si1,sin1,wui5,diu6,keoi5,lai4,bong1-sau2,aa3,#,ngo5,ji4-gaa1,zau6,heoi3,buk1,lau4-haa6,gaan1,zau2-lau4,#,dang2-zan6,ngo5-dei6,sik6-aan3,zau6,jam2,zyu6,caa4,fun1-jing4,aa3-man4,gaa1-jap6,#,ngo5,ceng2,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,time,leader,even,join in,#,#,which is,because,Vincent,Cantonese,good,#,company,then,will,transfer,he,to come,to help,(particle),#,I,now,then,go to,book,downstairs,(measure),restaurant,#,later on,we,have lunch,then,drink,-ing,tea,to welcome,Vincent,join us,#,I,treat,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,吓,？,唔使,嘅,，,邊,好意思,啊,！,」,阿頭,拍,拍,阿文,膊頭,，,講笑,噉,話,：,「,公司,規矩,，,新人,就,要,畀人,請,飲茶,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,haa2,#,m4-sai2,ge3,#,bin1,hou2-ji3-si1,aa3,#,#,aa3-tau2,paak3,paak3,aa3-man4,bok3-tau4,#,gong2-siu3,gam2,waa6,#,#,gung1-si1,kwai1-geoi2,#,san1-jan4,zau6,jiu3,bei2-jan4,ceng2,jam2-caa4,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,what?,#,no need,(linker),#,how,not ashamed for owing people,(particle),#,#,boss,pat,pat,Vincent,shoulder,#,joking,-ly,say,#,#,company,rule,#,new comer,then,need to,by someone,treat,tea,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿頭,安排,阿文,坐,Carmen,隔籬,，,我哋,三,個,坐,同,一,行,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-tau2,on1-paai4,aa3-man4,co5,Carmen,gaak3-lei4,#,ngo5-dei6,saam1,go3,co5,tung4,jat1,hong4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boss,arrange,Vincent,sit,Carmen,next to,#,we,three,(measure),sit,same,one,row,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,Hello,阿文,，,我,都係,叫,阿文,啊,，,不過,係,『,卡文,』,，,中文,名,係,嘉敏,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Hello,aa3-man4,#,ngo5,dou1-hai6,giu3,aa3-man4,aa3,#,bat1-gwo3,hai6,#,kaa1-man4,#,#,zung1-man4,meng2,hai6,gaa1-man5,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Hello,Vincent,#,I,also is,called,Ah Man,(particle),#,however,is,#,Carmen,#,#,Chinese,name,is,Ka Man,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,你好,啊,Carmen,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,nei5-hou2,aa3,Carmen,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,how are you,(particle),Carmen,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,你,啲,廣東話,真係,好好,喎,，,點,學,返嚟,㗎,？,」,Carmen,係,成,個,部門,最,八卦,、,最,多口,嘅,人,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,nei5,di1,gwong2-dung1-waa2,zan1-hai6,hou2-hou2,wo3,#,dim2,hok6,faan1-lai4,gaa3,#,#,Carmen,hai6,sing4,go3,bou6-mun4,zeoi3,baat3-gwaa3,#,zeoi3,do1-hau2,ge3,jan4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,you,’s,Cantonese,really,very good,(particle),#,how,to learn,back,(particle),#,#,Carmen,is,whole,(measure),department,most,gossipy,#,most,mouthy,(linker),person,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,我,啲,廣東話,一般,㗎咋,。,而,我,點解,識,講,，,有,三,個,原因,嘅,：,一,係,大學,嗰陣,我,嚟,過,香港,交換,半,年,；,二,係,我,鄉下,其實,係,廣州,，,爺爺,嫲嫲,都,有,教,我,講,下,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ngo5,di1,gwong2-dung1-waa2,jat1-bun1,gaa3-zaa3,#,ji4,ngo5,dim2-gaai2,sik1,gong2,#,jau5,saam1,go3,jyun4-jan1,ge2,#,jat1,hai6,daai6-hok6,go2-zan6,ngo5,lai4,gwo3,hoeng1-gong2,gaau1-wun6,bun3,nin4,#,ji6,hai6,ngo5,hoeng1-haa2,kei4-sat6,hai6,gwong2-zau1,#,je4-je4,maa4-maa4,dou1,jau5,gaau3,ngo5,gong2,haa5,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,I,’s,Cantonese,ordinary,(particle),#,and,I,why,know,to speak,#,have,three,(measure),reason,(particle),#,one,is,university,that time,I,come,-ed,Hong Kong,exchange,half,year,#,two,is,I,hometown,actually,is,Guangzhou,#,grandfather,grandmother,"all, also",have,teach,I,speak,a bit,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,哦,，,唔怪得之,啦,。,噉,第三,個,原因,呢,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,o2,#,m4-gwaai3-dak1-zi1,laa1,#,gam2,dai6-saam1,go3,jyun4-jan1,ne1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Oh!,#,No wonder,(particle),#,then,third,(measure),reason,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,三,就係,我,好,鍾意,周星馳,嘅,戲,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,saam1,zau6-hai6,ngo5,hou2,zung1-ji3,zau1-sing1-ci4,ge3,hei3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,three,which is,I,very,like,Stephen Chow,’s,film,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,我,都係,喎,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ngo5,dou1-hai6,wo3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,I,too,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,『,乜,咁啱,啊,』,！,周星馳,喺,海外,好,紅,㗎,：,《,食神,》,啊,、,《,九品芝麻官,》,啊,、,《,唐伯虎,》,啊,，,呢啲,戲,嘅,台詞,，,我,個個,朋友,都,識,背,咁滯,。,我,估,有,唔少,人,學,廣東話,都,真係,因為,佢,，,至少,我,女朋友,係,其中,之一,。,」,,,,,,,,,,,,,,,,,,,,,,,,,
#,#,mat1,gam3-ngaam1,aa3,#,#,zau1-sing1-ci4,hai2,hoi2-ngoi6,hou2,hung4,gaa3,#,#,sik6-san4,#,aa3,#,#,gau1-ban1-zi1-maa4-gun1,#,aa3,#,#,tong4-baak3-fu2,#,aa3,#,nei1-di1,hei3,ge3,toi4-ci4,#,ngo5,go3-go3,pang4-jau5,dou1,sik1,bui3,gam3-zai6,#,ngo5,gu2,jau5,m4-siu2,jan4,hok6,gwong2-dung1-waa2,dou1,zan1-hai6,jan1-wai6,keoi5,#,zi3-siu2,ngo5,neoi5-pang4-jau5,hai6,kei4-zung1,zi1-jat1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,
#,#,what,incidentally,(particle),#,#,Stephen Chow,at,abroad,very,famous,(particle),#,#,The God of Cookery,#,(particle),#,#,Hail the Judge,#,(particle),#,#,Flirting Scholar,#,(particle),#,these,film,(linker),lines,#,I,everyone,friend,"all, also",know,recite,almost,#,I,guess,have,not few,people,learn,Cantonese,"all, also",really,because of,he,#,at least,I,girlfriend,is,among,one of,#,#,,,,,,,,,,,,,,,,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,吓,…,乜,你,有,女朋友,㗎,嗱,…,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,haa2,#,mat1,nei5,jau5,neoi5-pang4-jau5,gaa3,naa4,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,what?,#,what,you,have,girlfriend,(particle),(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,係,啊,，,只係,冇,同,我,一齊,過嚟,香港,。,」,我,喺,側邊,聽到,都,覺得,尷尬,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,hai6,aa3,#,zi2-hai6,mou5,tung4,ngo5,jat1-cai4,gwo3-lei4,hoeng1-gong2,#,#,ngo5,hai2,zak1-bin1,teng1-dou2,dou1,gok3-dak1,gaam3-gaai3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,is,(particle),#,just only,don't have,with,I,together,come over,Hong Kong,#,#,I,at,beside,heard,"all, also",feel,embarrassed,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最初,知,公司,會,請,個,講,普通話,嘅,新,同事,嗰陣,，,其實,我,真係,好,擔心,，,因為,我,啲,普通話,講,得,真係,好,差,好,差,，,我,好,驚,日日,都,要,講,。,我,不停,記起,中學,畢業,旅行,同,一,班,朋友,去,上海,玩,，,我,開,親,口,講,普通話,，,啲人,好似,都,聽,唔明,我,講,咩,噉樣,…,不過,見到,阿文,嘅,廣東話,咁,叻,，,總算,鬆一口氣,，,一,天,都,光,晒,！
zeoi3-co1,zi1,gung1-si1,wui5,cing2,go3,gong2,pou2-tung1-waa2,ge3,san1,tung4-si6,go2-zan2,#,kei4-sat6,ngo5,zan1-hai6,hou2,daam1-sam1,#,jan1-wai6,ngo5,di1,pou2-tung1-waa2,gong2,dak1,zan1-hai6,hou2,caa1,hou2,caa1,#,ngo5,hou2,geng1,jat6-jat6,dou1,jiu3,gong2,#,ngo5,bat1-ting4,gei3-hei2,zung1-hok6,bat1-jip6,leoi5-hang4,tung4,jat1,baan1,pang4-jau5,heoi3,soeng6-hoi2,waan2,#,ngo5,hoi1,can1,hau2,gong2,pou2-tung1-waa2,#,di1-jan4,hou2-ci5,dou1,teng1,m4-ming4,ngo5,gong2,me1,gam2-joeng2,#,bat1-gwo3,gin3-dou2,aa3-man4,ge3,gwong2-dung1-waa2,gam3,lek1,#,zung2-syun3,sung1-jat1-hau2-hei3,#,jat1,tin1,dou1,gwong1,saai3,#
initial,know,company,will,hire,(measure),speak,Putonghua,(linker),new,colleague,that time,#,actually,I,really,very,worried,#,because,I,’s,Putonghua,speak,(suffix),really,very,bad,very,bad,#,I,very,afraid,every day,"all, also",need to,speak,#,I,without stop,recall,secondary school,graduation,trip,with,one,group of,friend,go,Shanghai,to play,#,I,open,whenever,mouth,say,Putonghua,#,those people,seems,"all, also",listen,not understand,I,speak,what,in that way,#,however,saw,Vincent,’s,Cantonese,so,brilliant,#,finally,relieved,#,whole,sky,"all, also",light,all,#
