is,train,(particle),#,,,,,,,,,,,,,
[6a],,,,,,,,,,,,,,,,
你,知唔知,呢,架,又,係,咩,嚟,？,,,,,,,,
nei5,zi1-m4-zi1,nei1,gaa3,jau6,hai6,me1,lai4,#,,,,,,,,
you,know or not know,this,(measure),again,is,what,is,#,,,,,,,,
[6b],,,,,,,,,,,,,,,,
係,巴士,啊,。,,,,,,,,,,,,,
hai6,baa1-si2,aa3,#,,,,,,,,,,,,,
is,bus,(particle),#,,,,,,,,,,,,,
[7a],,,,,,,,,,,,,,,,
呢,架,呢,？,,,,,,,,,,,,,
nei1,gaa3,ne1,#,,,,,,,,,,,,,
this,(measure),(particle),#,,,,,,,,,,,,,
[7b],,,,,,,,,,,,,,,,
係,飛機,啊,。,,,,,,,,,,,,,
hai6,fei1-gei1,aa3,#,,,,,,,,,,,,,
is,airplane,(particle),#,,,,,,,,,,,,,
[8a],,,,,,,,,,,,,,,,
細妹,你,唔鍾意,呀,？,唔緊要,！,,,,,,,,,,
sai3-mui2,nei5,m4-zung1-ji3,aa4,#,m4-gan2-jiu3,#,,,,,,,,,,
younger sister,you,don't like,(particle),#,doesn't matter,#,,,,,,,,,,
[8b],,,,,,,,,,,,,,,,
你,睇吓,，,呢,隻,係,咩,嚟,㗎,？,,,,,,,
nei5,tai2-haa5,#,nei1,zek3,hai6,me1,lai4,gaa3,#,,,,,,,
you,look,#,this,(measure),is,what,is,(particle),#,,,,,,,
[8c],,,,,,,,,,,,,,,,
啊,！,係,貓仔,啊,。,,,,,,,,,,,
aa1,#,hai6,maau1-zai2,aa3,#,,,,,,,,,,,
(particle),#,is,kitten,(particle),#,,,,,,,,,,,
[9a],,,,,,,,,,,,,,,,
呢,隻,呢,？,,,,,,,,,,,,,
nei1,zek3,ne1,#,,,,,,,,,,,,,
this,(measure),(particle),#,,,,,,,,,,,,,
[9b],,,,,,,,,,,,,,,,
係,狗仔,。,,,,,,,,,,,,,,
hai6,gau2-zai2,#,,,,,,,,,,,,,,
is,puppy,#,,,,,,,,,,,,,,
[10a],,,,,,,,,,,,,,,,
噉,呢,隻,又,係,咩,嚟,？,,,,,,,,,
gam2,nei1,zek3,jau6,hai6,me1,lai4,#,,,,,,,,,
then,this,(measure),again,is,what,is,#,,,,,,,,,
[10b],,,,,,,,,,,,,,,,
係,龜仔,啊,！,,,,,,,,,,,,,
hai6,gwai1-zai2,aa3,#,,,,,,,,,,,,,
is,little turtle,(particle),#,,,,,,,,,,,,,
[11a],,,,,,,,,,,,,,,,
呢,隻,你,又,知唔知,係,咩,嚟,？,,,,,,,,
nei1,zek3,nei5,jau6,zi1-m4-zi1,hai6,me1,lai4,#,,,,,,,,
this,(measure),you,again,know or not know,is,what,is,#,,,,,,,,
[11b],,,,,,,,,,,,,,,,
係,兔仔,啊,，,係咪,好,可愛,啊,？,,,,,,,,
hai6,tou3-zai2,aa3,#,hai6-mai6,hou2,ho2-oi3,aa3,#,,,,,,,,
is,rabbit,(particle),#,is or is not,very,cute,(particle),#,,,,,,,,
[12a],,,,,,,,,,,,,,,,
媽媽,：,「,好,喇,明仔,，,細妹,要,瞓,喇,，,,,,,
maa4-maa1,#,#,hou2,laa3,Ming4-Zai2,#,sai3-mui2,jiu3,fan3,laa3,#,,,,,
mother,#,#,okay,(particle),Ming,#,younger sister,have to,sleep,(particle),#,,,,,
[12b],,,,,,,,,,,,,,,,
之後,先,同,細妹,玩,，,好唔好,？,」,,,,,,,,
zi1-hau6,sin1,tung4,sai3-mui2,waan2,#,hou2-m4-hou2,#,#,,,,,,,,
later,then,with,younger sister,play,#,good or not good,#,#,,,,,,,,
[12c],,,,,,,,,,,,,,,,
「,哦,，,知道,。,」,,,,,,,,,,,
#,o4,#,zi1-dou3,#,#,,,,,,,,,,,
#,Oh!,#,know,#,#,,,,,,,,,,,
[12d],,,,,,,,,,,,,,,,
「,明仔,叻,，,，,媽媽,一陣,同,你,玩,。,」,,,,,
#,Ming4-Zai2,lek1,#,#,maa4-maa1,jat1-zan6,tung4,nei5,waan2,#,#,,,,,
#,Ming,brilliant,#,#,mother,later,with,you,play,#,#,,,,,
[13a],,,,,,,,,,,,,,,,
「,嗯,嗯,，,等,我,之後,大個,咗,，,我,一定,會,帶,爸爸,、,
#,m6,m6,#,dang2,ngo5,zi1-hau6,daai6-go3,zo2,#,ngo5,jat1-ding6,wui5,daai3,baa4-baa1,#,
#,um,um,#,wait,me,afterwards,grown up,-ed,#,I,sure,will,bring,father,#,
[13b],,,,,,,,,,,,,,,,
媽媽,同,細妹,一齊,搭,飛機,同,坐,火車,，,,,,,,,
maa4-maa1,tung4,sai3-mui2,jat1-cai4,daap3,fei1-gei1,tung4,co5,fo2-ce1,#,,,,,,,
mother,and,younger sister,together,take,airplane,and,sit,train,#,,,,,,,
[13c],,,,,,,,,,,,,,,,
睇,小動物,同,去,唔同,地方,玩,，,一定,好,開心,嘅,啫,！,,,
tai2,siu2-dung6-mat6,tung4,heoi3,m4-tung4,dei6-fong1,waan2,#,jat1-ding6,hou2,hoi1-sam1,ge3,ze1,#,,,
look,small animals,and,go to,different,places,to play,#,sure,very,happy,(particle),(particle),#,,,
[13d],,,,,,,,,,,,,,,,
你哋,話,係唔係,啊,？,,,,,,,,,,,,
nei5-dei6,waa6,hai6-m4-hai6,aa3,#,,,,,,,,,,,,
you,say,is or is not,(particle),#,,,,,,,,,,,,
