「,呢,首,係,林子祥,嘅,《,數字,人生,》,。,」,爸爸,答,：,「,首,歌,好多,句,歌詞,都係,由,純粹,嘅,數字,組成,，,好,得意,㗎,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,nei1,sau2,hai6,lam4-zi2-coeng4,ge3,#,sou3-zi6,jan4-sang1,#,#,#,baa4-baa1,daap3,#,#,sau2,go1,hou2-do1,geoi3,go1-ci4,dou1-hai6,jau4,seon4-seoi5,ge3,sou3-zi6,zou2-sing4,#,hou2,dak1-ji3,gaa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,this,(measure),is,George Lam,’s,#,numbers,life,#,#,#,father,reply,#,#,(measure),song,many,sentence,lyrics,also is,by,purely,(linker),numbers,constitute,#,very,interesting,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿一,爸爸,係,一,位,會計師,，,平時,做嘢,太,忙,嘅話,，,會,將,啲,嘢,帶,返,屋企,做,。,每,次,阿一,經過,爸爸,身邊,，,見到,枱,上面,一,疊,二,疊,文件,，,都會,覺得,好,頭痛,，,因為,上面,全部,都係,密密麻麻,嘅,數字,！,,,,,,,,,,,,,,,,
aa3-jat1,baa4-baa1,hai6,jat1,wai2,wui6-gai3-si1,#,ping4-si4,zou6-je5,taai3,mong4,ge3-waa2,#,wui5,zoeng1,di1,je5,daai3,faan1,uk1-kei2,zou6,#,mui5,ci3,aa3-jat1,ging1-gwo3,baa4-baa1,san1-bin1,#,gin3-dou2,toi2,soeng6-min6,jat1,daap6,ji6,daap6,man4-gin2,#,dou1-wui5,gok3-dak1,hou2,tau4-tung3,#,jan1-wai6,soeng6-min6,cyun4-bou6,dou1-hai6,mat6-mat6-maa4-maa4,ge3,sou3-zi6,#,,,,,,,,,,,,,,,,
Arial,father,is,one,(measure),accountant,#,usually,work,too,busy,if,#,will,take,some,thing,bring,back,home,to do,#,every,time,Arial,pass by,father,beside,#,see,table,above,one,pile of,two,pile of,document,#,also will,feel,very,headache,#,because,above,all,also is,close and numerous,(linker),numbers,#,,,,,,,,,,,,,,,,
[2a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿一,唔,鍾意,數字,，,返學,讀,嘅,咁多,科,入面,，,佢,最,唔,鍾意,就係,數學,。,阿一,成日,都,唔明,數學,讀,嚟,有,咩,用,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-jat1,m4,zung1-ji3,sou3-zi6,#,faan1-hok6,duk6,ge3,gam3-do1,fo1,jap6-min6,#,keoi5,zeoi3,m4,zung1-ji3,zau6-hai6,sou3-hok6,#,aa3-jat1,seng4-jat6,dou1,m4-ming4,sou3-hok6,duk6,lei4,jau5,me1,jung6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arial,not,like,numbers,#,go to school,study,(linker),so many,subject,inside,#,she,most,not,like,which is,mathematics,#,Arial,always,"all, also",not understand,mathematics,study,to,have,what,use,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,數學,好,有用,㗎,！,」,爸爸,話,：,「,爸爸,咪就係,靠,計數,養大,阿一,㗎,囉,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,sou3-hok6,hou2,jau5-jung6,gaa3,#,#,baa4-baa1,waa6,#,#,baa4-baa1,mai6-zau6-hai6,kaau3,gai3-sou3,joeng5-daai6,aa3-jat1,gaa3,lo1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,mathematics,very,useful,(particle),#,#,father,say,#,#,father,is it not,depend on,do calculation,to raise,Arial,(particle),(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
同,阿一,唔同,，,爸爸,好,鍾意,數字,，,因為,爸爸,知道,數字,可以,用嚟,解決,好多,問題,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tung4,aa3-jat1,m4-tung4,#,baa4-baa1,hou2,zung1-ji3,sou3-zi6,#,jan1-wai6,baa4-baa1,zi1-dou3,sou3-zi6,ho2-ji5,jung6-lei4,gaai2-kyut3,hou2-do1,man6-tai4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with,Arial,different,#,father,very,like,numbers,#,because,father,know,numbers,can,be used to,resolve,many,question,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有,數字,，,大家,溝通,嗰陣,先,會,一清二楚,；,對,數字,敏感,嘅話,，,買,嘢,條,數,唔,啱,，,都,可以,好,快,發現,邊度,出錯,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jau5,sou3-zi6,#,daai6-gaa1,kau1-tung1,go2-zan2,sin1,wui5,jat1-cing1-ji6-co2,#,deoi3,sou3-zi6,man5-gam2,ge3-waa2,#,maai5,je5,tiu4,sou3,m4,ngaam1,#,dou1,ho2-ji5,hou2,faai3,faat3-jin6,bin1-dou6,ceot1-co3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
have,numbers,#,everyone,communicate,that time,then,will,crystal clear,#,towards,numbers,sensitive,if,#,buy,thing,(measure),calculation,not,correct,#,"all, also",can,very,fast,find out,where,make a mistake,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爸爸,仲,話,，,整理,大量,數字,之後,，,就,可以,歸納,成,數據,。,今時今日,數據,好,重要,，,係,好多,人,都,想,要,嘅,資源,。,有,數據,就,有,機會,揾出,問題,，,改善,現況,，,有時,仲,可以,預早,計劃,未來,。,,,,,,,,,,,,,,,,,,,,
baa4-baa1,zung6,waa6,#,zing2-lei5,daai6-loeng6,sou3-zi6,zi1-hau6,#,zau6,ho2-ji5,gwai1-naap6,sing4,sou3-geoi3,#,gam1-si4-gam1-jat6,sou3-geoi3,hou2,zung6-jiu3,#,hai6,hou2-do1,jan4,dou1,soeng2,jiu3,ge3,zi1-jyun4,#,jau5,sou3-geoi3,zau6,jau5,gei1-wui6,wan2-ceot1,man6-tai4,#,goi2-sin6,jin6-fong3,#,jau5-si4,zung6,ho2-ji5,jyu6-zou2,gai3-waak6,mei6-loi4,#,,,,,,,,,,,,,,,,,,,,
father,even,say,#,set straight,large amount of,numbers,after,#,then,can,do induction,into,data,#,nowadays,data,very,important,#,is,many,people,"all, also",want to,have,(linker),resource,#,have,data,then,have,chance,find out,question,#,to improve,current condition,#,sometimes,even,can,in advance,plan,future,#,,,,,,,,,,,,,,,,,,,,
[3b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,咩,叫,揾出,問題,？,咩,係,預早,計劃,未來,？,」,阿一,好奇,噉,問,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,me1,giu3,wan2-ceot1,man6-tai4,#,me1,hai6,jyu6-zou2,gai3-waak6,mei6-loi4,#,#,aa3-jat1,hou3-kei4,gam2,man6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,what,is called,find out,question,#,what,is,in advance,plan,future,#,#,Arial,curious,-ly,ask,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,問,得,好,。,」,爸爸,微笑,，,然後,嘗試,用,阿一,身邊,熟悉,嘅,例子,嚟,做,解釋,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,man6,dak1,hou2,#,#,baa4-baa1,mei4-siu3,#,jin4-hau6,soeng4-si3,jung6,aa3-jat1,san1-bin1,suk6-sik1,ge3,lai6-zi2,lei4,zou6,gaai2-sik1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ask,(suffix),well,#,#,father,smile,#,then,attempt,to use,Arial,around sb,familiar,(linker),example,to,do,explanation,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿一,之前,試過,因為,病,咗,冇,返學,。,如果,只有,一個,小朋友,病,嘅話,，,就,只係,個別,事件,，,但,如果,同一,時間,有,幾,個,小朋友,病,咗,呢,？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-jat1,zi1-cin4,si3-gwo3,jan1-wai6,beng6,zo2,mou5,faan1-hok6,#,jyu4-gwo2,zi2-jau5,jat1-go3,siu2-pang4-jau5,beng6,ge3-waa2,#,zau6,zi2-hai6,go3-bit6,si6-gin2,#,daan6,jyu4-gwo2,tung4-jat1,si4-gaan3,jau5,gei2,go3,siu2-pang4-jau5,beng6,zo2,ne1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arial,previously,experienced,because,fall sick,-en,don't have,go to school,#,if,have...only,one (measure),child,fall sick,if,#,then,just only,individual,event,#,but,if,same,time,have,several,(measure),children,fall sick,-en,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爸爸,話,，,假設,阿一,嗰,班,除咗,阿一,之外,，,仲有,五,個,小朋友,喺,同一,日,病,咗,，,噉,校長,同,老師,就,有,責任,查出,咁,多,小朋友,同時,病,嘅,原因,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baa4-baa1,waa6,#,gaa2-cit3,aa3-jat1,go2,baan1,ceoi4-zo2,aa3-jat1,zi1-ngoi6,#,zung6-jau5,ng5,go3,siu2-pang4-jau5,hai2,tung4-jat1,jat6,beng6,zo2,#,gam2,haau6-zoeng2,tung4,lou5-si1,zau6,jau5,zaak3-jam6,caa4-ceot1,gam3,do1,siu2-pang4-jau5,tung4-si4,beng6,ge3,jyun4-jan1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
father,say,#,assume,Arial,that,class,except,Arial,except,#,still have,five,(measure),children,at,same,day,fall sick,-en,#,then,headmaster,and,teacher,then,have,responsibility,to find out,so,many,children,at the same time,fall sick,(linker),reason,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
係咪,學校,小食部,供應,嘅,食物,出,咗,問題,呢,？,定係,水機,啲,水,唔,乾淨,？,又,或者,係,有,某,個,同學,病,咗,，,然後,感染,埋,其他,同學,？,學校,可以,查,下,病,咗,嘅,小朋友,入面,，,有,幾多,個,係,食,過,同一,種,食物,、,用,過,同一,部,水機,、,大家,之間,有冇,密切,接觸,等等,。
hai6-mai6,hok6-haau6,siu2-sik6-bou6,gung1-jing3,ge3,sik6-mat6,ceot1,zo2,man6-tai4,ne1,#,ding6-hai6,seoi2-gei1,di1,seoi2,m4,gon1-zeng6,#,jau6,waak6-ze2,hai6,jau5,mau5,go3,tung4-hok6,beng6,zo2,#,jin4-hau6,gam2-jim5,maai4,kei4-taa1,tung4-hok6,#,hok6-haau6,ho2-ji5,caa4,haa5,beng6,zo2,ge3,siu2-pang4-jau5,jap6-min6,#,jau5,gei2-do1,go3,hai6,sik6,gwo3,tung4-jat1,zung2,sik6-mat6,#,jung6,gwo3,tung4-jat1,bou6,seoi2-gei1,#,daai6-gaa1,zi1-gaan1,jau5-mou5,mat6-cit3,zip3-zuk1,dang2-dang2,#
is or isn't,school,tuck shop,supply,(linker),food,have,-en,problem,(particle),#,or,water dispenser,’s,water,not,clean,#,also,or,is,have,certain,(measure),schoolmate,fall sick,-en,#,then,infect,also,other,schoolmate,#,school,can,check,a bit,fall sick,-en,(linker),children,inside,#,have,how many,(measure),is,eat,-ed,same,type,food,#,use,-ed,same,(measure),water dispenser,#,everyone,between,have or haven't,close,contact,etc.,#
[4d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
學校,知道,嘅,數據,越,多,，,就,越,有,機會,揾到,小朋友,唔舒服,嘅,原因,，,之後,就,可以,對症下藥,，,例如,加強,檢查,小食部,嘅,衛生,情況,，,多啲,清洗,飲水機,，,或者,揾出,其他,嘅,感染,源頭,。,,,,,,,,,,,,,,,,,,,,,,,,,,
hok6-haau6,zi1-dou3,ge3,sou3-geoi3,jyut6,do1,#,zau6,jyut6,jau5,gei1-wui6,wan2-dou2,siu2-pang4-jau5,m4-syu1-fuk6,ge3,jyun4-jan1,#,zi1-hau6,zau6,ho2-ji5,deoi3-zing3-haa6-joek6,#,lai6-jyu4,gaa1-koeng4,gim2-caa4,siu2-sik6-bou6,ge3,wai6-saang1,cing4-fong3,#,do1-di1,cing1-sai2,jam2-seoi2-gei1,#,waak6-ze2,wan2-ceot1,kei4-taa1,ge3,gam2-jim5,jyun4-tau4,#,,,,,,,,,,,,,,,,,,,,,,,,,,
school,know,(linker),data,the more,plentiful,#,then,the more,have,chance,find,children,not feeling well,(linker),reason,#,after,then,can,suit the remedy to the case,#,for example,reinforce,examine,tuck shop,(linker),hygiene,condition,#,more,wash,water dispenser,#,ot,find out,other,(linker),infection,source,#,,,,,,,,,,,,,,,,,,,,,,,,,,
[4e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爸爸,嘗試,舉,多,個,例子,：,阿一,好,鍾意,食,小食部,嘅,魚肉,燒賣,，,但係,有時,會,出現,一,落到去,，,就,發現,燒賣,已經,賣,晒,嘅,情況,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baa4-baa1,soeng4-si3,geoi2,do1,go3,lai6-zi2,#,aa3-jat1,hou2,zung1-ji3,sik6,siu2-sik6-bou6,ge3,jyu4-juk6,siu1-maai2,#,daan6-hai6,jau5-si4,wui5,ceot1-jin6,jat1,lok6-dou3-heoi3,#,zau6,faat3-jin6,siu1-maai2,ji5-ging1,maai6,saai3,ge3,cing4-fong3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
father,attempt to,raise,more,(measure),example,#,Arial,very,like,to eat,tuck shop,(linker),fish,Shumai,#,but,sometimes,will,appear,once,go down,#,then,find out,Shumai,already,sell,all,(linker),situation,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
如果,小食部,有,統計,學生,嘅,喜好,，,噉,每,次,訂,燒賣,嗰陣,就,可以,訂,多啲,，,而,冇,咁,受歡迎,嘅,零食,就,可以,訂,少啲,，,噉,阿一,就,有,多啲,機會,食,到,燒賣,，,同時,減少,浪費,賣,唔,晒,嘅,零食,！,,,,,,,,,,,,,,,,,,
jyu4-gwo2,siu2-sik6-bou6,jau5,tung2-gai3,hok6-saang1,ge3,hei2-hou3,#,gam2,mui5,ci3,deng6,siu1-maai2,go2-zan2,zau6,ho2-ji5,deng6,do1-di1,#,ji4,mou5,gam3,sau6-fun1-jing4,ge3,ling4-sik6,zau6,ho2-ji5,deng6,siu2-di1,#,gam2,aa3-jat1,zau6,jau5,do1-di1,gei1-wui6,sik6,dou2,siu1-maai2,#,tung4-si4,gaam2-siu2,long6-fai3,maai6,m4,saai3,ge3,ling4-sik6,#,,,,,,,,,,,,,,,,,,
if,tuck shop,have,do statistics on,pupil,(linker),preference,#,then,every,time,order,Shumai,that time,then,can,order,more,#,and,don't have,so,popular,(linker),snack,then,can,order,fewer,#,this way,Arial,then,have,more,chance,to eat,(suffix),Shumai,#,at the same time,reduce,waste,sell,not,all,(linker),snack,#,,,,,,,,,,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,０,４,３,４,,０,４,３,４,,０,２,３,２,,０,２,３,２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ling4,sei3,saam1,sei3,#,ling4,sei3,saam1,sei3,#,ling4,ji6,saam1,ji6,#,ling4,ji6,saam1,ji6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,０,４,３,４,#,０,４,３,４,#,０,２,３,２,#,０,２,３,２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
０,６,４,６,,０,６,４,６,,０,８,７,８,,０,８,７,８,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ling4,luk6,sei3,luk6,#,ling4,luk6,sei3,luk6,#,ling4,baat3,cat1,baat3,#,ling4,baat3,cat1,baat3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
０,６,４,６,#,０,６,４,６,#,０,８,７,８,#,０,８,７,８,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爸爸,部,音響,繼續,播,緊,《,數字,人生,》,。,本身,阿一,唔係,咁,鍾意,呢,首,歌,，,因為,入面,實在,有,太,多,數字,喇,。,但係,聽,完,爸爸,呢,番,説話,，,阿一,突然,覺得,呢,首,歌,入面,提,到,嗰啲,數字,，,其實,都,唔係,咁,令,人,頭痛,啫,！,,,,,,,,,
baa4-baa1,bou6,jam1-hoeng2,gai3-zuk6,bo3,gan2,#,sou3-zi6,jan4-sang1,#,#,bun2-san1,aa3-jat1,m4-hai6,gam3,zung1-ji3,nei1,sau2,go1,#,jan1-wai6,jap6-min6,sat6-zoi6,jau5,taai3,do1,sou3-zi6,laa3,#,daan6-hai6,teng1,jyun4,baa4-baa1,nei1,faan1,syut3-waa6,#,aa3-jat1,dat6-jin4,gok3-dak1,nei1,sau2,go1,jap6-min6,tai4,dou3,go2-di1,sou3-zi6,#,kei4-sat6,dou1,m4-hai6,gam3,ling6,jan4,tau4-tung3,ze1,#,,,,,,,,,
father,(measure),Hi-Fi,continue,play,-ing,#,numbers,life,#,#,initially,Arial,is not,so,like,this,(measure),song,#,because,inside,really,have,too,many,numbers,(particle),#,but,listen,finish,father,this,(measure),speaking,#,Arial,suddenly,feel,this,(measure),song,inside,mention,(suffix),those,numbers,#,actually,"all, also",is not,so,make,people,headache,(particle),#,,,,,,,,,
[5d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雖然,阿一,仲,未,話,好,鍾意,數學,，,但,佢,都,開始,意識,到,數學,嘅,重要,。,佢,決定,以後,要,畀,多啲,心機,上,數學,堂,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seoi1-jin4,aa3-jat1,zung6,mei6,waa6,hou2,zung1-ji3,sou3-hok6,#,daan6,keoi5,dou1,hoi1-ci2,ji3-sik1,dou3,sou3-hok6,ge3,zung6-jiu3,#,keoi5,kyut3-ding6,ji5-hau6,jiu3,bei2,do1-di1,sam1-gei1,soeng5,sou3-hok6,tong4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
although,Arial,still,not yet,say,very,like,mathematics,#,but,she,"all, also",begin to,realise,(suffix),mathematics,(linker),importance,#,she,decide to,afterwards,have to,pay,more,effort,to attend,mathematics,class,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿一,心諗,，,既然,數字,喺,生活,中,係,無可避免,，,噉,不如,早,啲,學習,點樣,同,數字,相處,啦,！,當然,，,能夠,同,數字,做到,朋友,就,最好,啦,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-jat1,sam1-nam2,#,gei3-jin4,sou3-zi6,hai2,sang1-wut6,zung1,hai6,mou4-ho2-bei6-min5,#,gam2,bat1-jyu4,zou2,di1,hok6-zaap6,dim2-joeng2,tung4,sou3-zi6,soeng1-cyu5,laa1,#,dong1-jin4,#,nang4-gau3,tung4,sou3-zi6,zou6-dou2,pang4-jau5,zau6,zeoi3-hou2,laa1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arial,think,#,now that,numbers,at,life,within,is,unavoidable,#,then,it seems better to,early,-er,learn,how to,with,numbers,get along,(particle),#,certainly,#,able to,with,numbers,to be,friend,then,best,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
