[title],,,,,,,,,,,,,,,,
[8],,,,,,,,,,,,,,,,
爸,：,學習,就係,學,多啲,知識,同,技能,，,你,識,嘅,嘢,多,咗,，
baa1,#,hok6-zaap6,zau6-hai6,hok6,do1-di1,zi3-sik1,tung4,gei6-nang4,#,nei5,sik1,ge3,je5,do1,zo2,#
dad,#,learn,is,study,more,knowledge,and,skills,#,you,know,-,thing,many,more/-er,#
[9],,,,,,,,,,,,,,,,
就,會,叻女,咗,，,做,到,嘅,嘢,、,幫,到,嘅,人,就,越多,！
zau6,wui5,lek1-neoi2,zo2,#,zou6,dou2,ge3,je5,#,bong1,dou2,ge3,jan4,zau6,jyut6-do1,#
as a result,will,smart girl,more/-er,#,do,can,-,thing,#,help,can,-,people,as a result,more,#
[10],,,,,,,,,,,,,,,,
爸爸,問,你,，,你,第日,大個,想,做,啲,咩,？,,,,,
baa4-baa1,man6,nei5,#,nei5,dai6-jat6,daai6-go3,soeng2,zou6,di1,me1,#,,,,,
father,ask,you,#,you,in the future,grow up,want,do,(plural),what,#,,,,,
[11],,,,,,,,,,,,,,,,
女,：,我,想,揸,巴士,！,,,,,,,,,,
neoi2,#,ngo5,soeng2,zaa1,baa1-si2,#,,,,,,,,,,
daughter,#,I,want to,drive,bus,#,,,,,,,,,,
[12],,,,,,,,,,,,,,,,
爸,：,哈哈,，,但,要,做,個,好,嘅,巴士,司機,，,你,要,識,好多
baa1,#,haa1-haa1,#,daan6,jiu3,zou6,go3,hou2,ge3,baa1-si2,si1-gei1,#,nei5,jiu3,sik1,hou2-do1
dad,#,haha,#,but,want to,be,(measure),good,-,bus,driver,#,you,have to,know,many
[13],,,,,,,,,,,,,,,,
技能,！,你,要,知道,啲,掣,嘅,操作,、,交通,規則,,,,,
gei6-nang4,#,nei5,jiu3,zi1-dou3,di1,zai3,ge3,cou1-zok3,#,gaau1-tung1,kwai1-zak1,,,,,
skill,#,you,have to,know,some,button,-,control,#,traffic,rule,,,,,
[14],,,,,,,,,,,,,,,,
同,巴士,路線,，,如果,啲,乘客,畀,碎銀,，,又要,識,計數,，,,,
tung4,baa1-si2,lou6-sin3,#,jyu4-gwo2,di1,sing4-haak3,bei2,seoi3-ngan2,#,jau6-jiu3,sik1,gai3-sou3,#,,,
and,bus,route,#,if,some,passenger,give,coins,#,also need,know,calculate,#,,,
[15],,,,,,,,,,,,,,,,
佢哋,有,投訴,，,又要,識,溝通,。,,,,,,,,,
keoi5-dei6,jau5,tau4-sou3,#,jau6-jiu3,sik1,kau1-tung1,#,,,,,,,,,
they,have,complaint,#,also need,know,communicate,#,,,,,,,,,
[16],,,,,,,,,,,,,,,,
女,：,好似,好,難,……,,,,,,,,,,,
neoi2,#,hou2-ci5,hou2,naan4,,,,,,,,,,,,
daughter,#,seems,very,difficult,#,,,,,,,,,,,
[17],,,,,,,,,,,,,,,,
媽,：,有心,唔,怕,難,。,而且,就算,唔係,為,做嘢,，,學習,對,你,嘅
maa1,#,jau5-sam1,m4,paa3,naan4,#,ji4-ce2,zau6-syun3,m4-hai6,wai6,zou6-je5,#,hok6-zaap6,deoi3,nei5,ge3
ma,#,with heart,not,to fear,difficult,#,also,even if,not,for,work,#,learn,for,you,('s)
[18],,,,,,,,,,,,,,,,
成長,都好,重要,。,學到,咁上下,，,你,就,會,揾,到,,,,,
sing4-zoeng2,dou1-hou2,zung6-jiu3,#,hok6-dou3,gam3-soeng6-haa2,#,nei5,zau6,wui5,wan2,dou2,,,,,
grow up,also very,important,#,learnt,approximately,#,you,as a result,will,find,can,,,,,
[19],,,,,,,,,,,,,,,,
自己,嘅,興趣,，,學習,就,會,變成,一,件,開心,嘅,事,！,,,
zi6-gei2,ge3,hing3-ceoi3,#,hok6-zaap6,zau6,wui5,bin3-sing4,jat1,gin6,hoi1-sam1,ge3,si6,#,,,
yourself,('s),interest,#,learn,as a result,will,become,a,piece of,happy,-,thing,#,,,
[20],,,,,,,,,,,,,,,,
女,：,我,知,！,我嘅,興趣,係,跳舞,！,,,,,,,
neoi2,#,ngo5,zi1,#,ngo5-ge3,hing3-ceoi3,hai6,tiu3-mou5,#,,,,,,,
daughter,#,I,know,#,my,interest,is,dance,#,,,,,,,
[21],,,,,,,,,,,,,,,,
媽,：,但,你,都係,學,咗,幾,個月,跳舞,之後,，,至,知道,自己,,
maa1,#,daan6,nei5,dou1-hai6,hok6,zo2,gei2,go3-jyut6,tiu3-mou5,zi1-hau6,#,zi3,zi1-dou3,zi6-gei2,,
mom,#,but,you,only,study,-ed,few,month,dance,after,#,then,know,yourself,,
[22],,,,,,,,,,,,,,,,
鍾意,跳舞,，,係咪,？,,,,,,,,,,,,
zung1-ji3,tiu3-mou5,#,hai6-mai6,#,,,,,,,,,,,,
like,dance,#,am i right,#,,,,,,,,,,,,
[23],,,,,,,,,,,,,,,,
女,：,都係,……,噉,爸爸,可唔可以,教,我,揸,巴士,啊,？,,,,
neoi2,#,dou1-hai6,,gam2,baa4-baa1,ho2-m4-ho2-ji5,gaau3,ngo5,zaa1,baa1-si2,aa3,#,,,,
daughter,#,you are right,#,then,father,can or cannot,teach,me,drive,bus,(particle),#,,,,
[24],,,,,,,,,,,,,,,,
爸,：,首先,你,要,揾,幼稚園,老師,教,你,好多,基本,嘅,知識,，,,
baa1,#,sau2-sin1,nei5,jiu3,wan2,jau3-zi6-jyun2,lou5-si1,gaau3,nei5,hou2-do1,gei1-bun2,ge3,zi3-sik1,#,,
dad,#,first of all,you,have to,ask,kindergarten,teacher,teach,you,many,basic,-,knowledge,#,,
[25],,,,,,,,,,,,,,,,
然後,大個,就,可以,揾,啲,識,揸,巴士,嘅,人,教,你,。,,,
jin4-hau6,daai6-go3,zau6,ho2-ji5,wan2,di1,sik1,zaa1,baa1-si2,ge3,jan4,gaau3,nei5,#,,,
then,grow up,as a result,can,ask,some,know,drive,bus,-,people,teach,you,#,,,
[26],,,,,,,,,,,,,,,,
女,：,爸爸,教,我,基本,知識,咪,可以,囉,？,,,,,,
neoi2,#,baa4-baa1,gaau3,ngo5,gei1-bun2,zi3-sik1,mai6,ho2-ji5,lo1,#,,,,,,
daughter,#,father,teach,me,basic,knowledge,then,okay,(particle),#,,,,,,
[27],,,,,,,,,,,,,,,,
爸,：,爸爸,媽媽,好多時,要,返工,教,唔到,你,，,而且,我哋,識,嘅,嘢,
baa1,#,baa4-baa1,maa4-maa1,hou2-do1-si4,jiu3,faan1-gung1,gaau3,m4-dou2,nei5,#,ji4-ce2,ngo5-dei6,sik1,ge3,je5,
dad,#,father,mother,most of the time,have to,go to work,teach,cannot,you,#,also,we,know,-,thing,
[28],,,,,,,,,,,,,,,,
又,同,幼稚園,老師,唔同,，,所以,你,要,去,幼稚園,學,啊,,,,
jau6,tung4,jau3-zi6-jyun2,lou5-si1,m4-tung4,#,so2-ji5,nei5,jiu3,heoi3,jau3-zi6-jyun2,hok6,aa3,,,,
also,with,kindergarten,teacher,different,#,so,you,have to,go,kindergarten,study,(particle),,,,
[29],,,,,,,,,,,,,,,,
女,：,有,咩,唔同,？,,,,,,,,,,,
neoi2,#,jau5,me1,m4-tung4,#,,,,,,,,,,,
daughter,#,there is,what,different,#,,,,,,,,,,,
[30],,,,,,,,,,,,,,,,
媽,：,幼稚園,老師,知道,點樣,教,你,可以,令,你,學,得,,,,
maa1,#,jau3-zi6-jyun2,lou5-si1,zi1-dou3,dim2-joeng2,gaau3,nei5,ho2-ji5,ling6,nei5,hok6,dak1,,,,
ma,#,kindergarten,teacher,know,how to,teach,you,can,make,you,study,(suffix),,,,
[31],,,,,,,,,,,,,,,,
快啲,啊,。,不如,等我哋,返屋企,再講,多啲,你,聽,？,,,,,,
faai3-di1,aa3,#,bat1-jyu4,dang2-ngo5-dei6,faan1-uk1-kei2,zoi3-gong2,do1-di1,nei5,teng1,#,,,,,,
faster,(particle),#,how about,let us,go home,say again,more,you,listen,#,,,,,,
[32],,,,,,,,,,,,,,,,
女,：,好,！,,,,,,,,,,,,,
neoi2,#,hou2,#,,,,,,,,,,,,,
daughter,#,sure,#,,,,,,,,,,,,,
