say,-ing,what,good,#,he,like,not,like,I,say,so much,thing,#,,,,,
[9b],,,,,,,,,,,,,,,,,,
心,入面,諗,咗,好多,，,好似,海浪,噉,，,冇,停,過,。,,,,,
sam1,jap6-min6,nam2,zo2,hou2-do1,#,hou2-ci5,hoi2-long6,gam2,#,mou5,ting4,gwo3,#,,,,,
heart,inside,think,-ed,many,#,seems,wave,in this way,#,don't have,stop,-ed,#,,,,,
[9c],,,,,,,,,,,,,,,,,,
我係,咪,諗,多,咗,？,,,,,,,,,,,,,
ngo5-hai6,mai6,nam2,do1,zo2,#,,,,,,,,,,,,,
I am,just,think,more,-ed,#,,,,,,,,,,,,,
[10a],,,,,,,,,,,,,,,,,,
佢,睇,一,睇,隻,錶,，,開,咗,聲,先,：,,,,,,,
keoi5,tai2,jat1,tai2,zek3,biu1,#,hoi1,zo2,seng1,sin1,#,,,,,,,
he,look,one,look,(measure),watch,#,open,-ed,sound,first,#,,,,,,,
[10b],,,,,,,,,,,,,,,,,,
「,真係,啱啱好,。,」,,,,,,,,,,,,,,
#,zan1-hai6,ngaam1-ngaam1-hou2,#,#,,,,,,,,,,,,,,
#,really,just right,#,#,,,,,,,,,,,,,,
[10c],,,,,,,,,,,,,,,,,,
「,係,啊,。,你,又,會,知,嘅,？,」,,,,,,,,
#,hai6,aa3,#,nei5,jau6,wui5,zi1,ge3,#,#,,,,,,,,
#,is,(particle),#,you,again,will,know,('s),#,#,,,,,,,,
[11a],,,,,,,,,,,,,,,,,,
「,撞啱,㗎咋,，,咁啱,場,雨,好,快,完,。,」,,,,,,,
#,zong6-ngaam1,gaa3-zaa3,#,gam3-ngaam1,coeng4,jyu5,hou2,faai3,jyun4,#,#,,,,,,,
#,just happen to,only,#,incidentally,the,rain,very,fast,finished,#,#,,,,,,,
[11b],,,,,,,,,,,,,,,,,,
又,咁啱,我哋,喺度,。,,,,,,,,,,,,,,
jau6,gam3-ngaam1,ngo5-dei6,hai2-dou6,#,,,,,,,,,,,,,,
again,incidentally,we,right here,#,,,,,,,,,,,,,,
