[0],,,,,,,,,,,,,,,,,,
阿大,唔,食,早餐,，,佢,食,晒,佢,嗰,份,，,佢,話,唔好,浪費,食物,。,」
aa3-daai6,m4,sik6,zou2-caan1,#,keoi5,sik6,saai3,keoi5,go2,fan6,#,keoi5,waa6,m4-hou2,long6-fai3,sik6-mat6,#,#
Aa Big,not,eat,breakfast,#,he,eat,all,he,that,portion,#,he,say,do not,waste,food,#,#
[7a],,,,,,,,,,,,,,,,,,
「,到,我,講,下,自己,喇,！,我,好,細個,，,去,唔到,學校,，,,,
#,dou3,ngo5,gong2,haa5,zi6-gei2,laa3,#,ngo5,hou2,sai3-go3,#,heoi3,m4-dou2,hok6-haau6,#,,,
#,till,I,say,(suffix),myself,already,#,I,very,young,#,go,cannot,school,#,,,
[7b],,,,,,,,,,,,,,,,,,
我自己,出,咗,去,公園,玩,啊,！,,,,,,,,,,,
ngo5-zi6-gei2,ceot1,zo2,heoi3,gung1-jyun2,waan2,aa3,#,,,,,,,,,,,
myself,go out,-ed,go,park,to play,(particle),#,,,,,,,,,,,
[7c],,,,,,,,,,,,,,,,,,
佢哋,兩個,幾點,返屋企,啊,？,好想,佢哋,陪,我,玩,啊,！,」,,,,,
keoi5-dei6,loeng5-go3,gei2-dim2,faan1-uk1-kei2,aa3,#,hou2-soeng2,keoi5-dei6,pui4,ngo5,waan2,aa3,#,#,,,,,
they,two,what time,go home,(particle),#,really want,they,accompany,I,play,(particle),#,#,,,,,
