this,(measure),island,then is,so,small,#,however,for,age,still,small,(linker),Fatima,to say,#,this,island,seems,universe,so,big,#,every day,always will,have,fresh,matter,happen,#,yesterday,she,then,find out,one,(measure),complete,not yet,saw,-ed,(linker),plant,#,day time,will,open,all,the,leaf,#,night,then,to be similar,dried shrimp,in that way,roll,to be,one,(measure),#,today,she,then,at,beach,found,one (measure),very,beautiful,(linker),big,shell,#,at,sunlight,under,will,flash,out,colourful,brilliance,#,then,to be similar,have,(measure),rainbow,sneakily,hide,-en,at,inside,in that way,#,,,,,,,,
[2c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不過,要,講,到,Fatima,最,鍾意,嘅,，,一定,係,月光,下,嘅,大海,。,月亮,成日,會,講,大海,嘅,故事,畀,Fatima,聽,，,可能,係,美人魚,嘅,歌聲,，,又,可能,係,成,座,山,咁,大,嘅,鯨魚,……,每,一個,故事,，,都,聽,到,Fatima,好,入神,。,大海,係,幾咁,神秘,，,入面,又,有,幾咁,多,得意,嘅,事,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bat1-gwo3,jiu3,gong2,dou3,Fatima,zeoi3,zung1-ji3,ge3,#,jat1-ding6,hai6,jyut6-gwong1,haa6,ge3,daai6-hoi2,#,jyut6-loeng6,sing4-jat6,wui5,gong2,daai6-hoi2,ge3,gu3-si6,bei2,Fatima,teng1,#,ho2-nang4,hai6,mei5-jan4-jyu4,ge3,go1-sing1,#,jau6,ho2-nang4,hai6,sing4,zo6,saan1,gam3,daai6,ge3,king4-jyu4,#,mui5,jat1-go3,gu3-si6,#,dou1,teng1,dou3,Fatima,hou2,jap6-san4,#,daai6-hoi2,hai6,gei2-gam3,san4-bei3,#,jap6-min6,jau6,jau5,gei2-gam3,do1,dak1-ji3,ge3,si6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
however,need to,say,to,Fatima,most,like,(linker),#,surely,is,moonlight,under,(linker),ocean,#,moon,always,will,say,ocean,’s,story,to,Fatima,hear,#,possible,is,mermaid,’s,singing,#,again,possible,is,whole,(measure),mountain,in this way,big,(linker),whale,#,every,one (measure),story,#,"all, also",hear,that,Fatima,very,immersed,#,ocean,is,how,mysterious,#,inside,also,have,how,many,lovely,(linker),matter,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,月亮,、,月亮,，,我,幾時,先,可以,去,大海,睇,下,呀,？,」,Fatima,成日,追問,月亮,，,因為,佢,年紀,實在,太,細,，,爸爸,媽媽,唔,畀,佢,去,游水,住,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,jyut6-loeng6,#,jyut6-loeng6,#,ngo5,gei2-si4,sin1,ho2-ji5,heoi3,daai6-hoi2,tai2,haa5,aa3,#,#,Fatima,sing4-jat6,zeoi1-man6,jyut6-loeng6,#,jan1-wai6,keoi5,nin4-gei2,sat6-zoi6,taai3,sai3,#,baa4-baa1,maa4-maa1,m4,bei2,keoi5,heoi3,jau4-seoi2,zyu6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,moon,#,moon,#,I,when,then,can,go,ocean,to look,a bit,(particle),#,#,Fatima,always,ask closely,moon,#,because,she,age,really,too,small,#,father,mother,not,allow,she,go,swimming,for now,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,等,你,大個,啲,，,明白,大海,有,好,嘅,一面,、,亦,有,衰,嘅,一面,嗰陣,。,」,月亮,每,次,都,噉,答,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,dang2,nei5,daai6-go3,di1,#,ming4-baak6,daai6-hoi2,jau5,hou2,ge3,jat1-min6,#,jik6,jau5,seoi1,ge3,jat1-min6,go2-zan6,#,#,jyut6-loeng6,mui5,ci3,dou1,gam2,daap3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,wait,you,grow up,-er,#,understand,ocean,have,good,(linker),side,#,also,have,bad,(linker),side,that time,#,#,moon,every,time,"all, also",in this way,reply,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,有時,瞓唔着,，,就,會,諗,：,「,究竟,幾時,先,係,大個,啲,呢,？,去,到,媽媽,條,腰,咁,高,？,定係,夠,力,拎,得,起,一,隻,大,螺,？,而且,大海,咁,好,，,又,點,可能,會,係,衰,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,jau5-si4,fan3-m4-zoek3,#,zau6,wui5,nam2,#,#,gau3-ging2,gei2-si4,sin1,hai6,daai6-go3,di1,ne1,#,heoi3,dou3,maa4-maa1,tiu4,jiu1,gam3,gou1,#,ding6-hai6,gau3,lik6,ling1,dak1,hei2,jat1,zek3,daai6,lo2,#,ji4-ce2,daai6-hoi2,gam3,hou2,#,jau6,dim2,ho2-nang4,wui5,hai6,seoi1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,sometimes,cannot sleep,#,then,will,think,#,#,exactly,when,then,is,grow up,-er,(particle),#,reach,to,mother,(measure),waist,so,tall,#,or,enough,strength,take,can,up,one,(measure),big,sea snail,#,and that,ocean,so,good,#,again,how,possible,will,is,bad,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
終於,，,當,Fatima,學識,整,出,全,島,最,靚,嘅,花圈,，,媽媽,就,教,佢,游水,，,仲,送,咗,個,潛水,鏡,畀,佢,。,大家,都,話,Fatima,上,世,一定,係,條,好,可愛,嘅,美人魚,，,如果,唔係,點解,一,學,就,識,游水,。,游,到,成,條,魚,噉,，,連,哥哥,都,冇,佢,游,得,咁,好,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zung1-jyu1,#,dong1,Fatima,hok6-sik1,zing2,ceot1,cyun4,dou2,zeoi3,leng3,ge3,faa1-hyun1,#,maa4-maa1,zau6,gaau3,keoi5,jau4-seoi2,#,zung6,sung3,zo2,go3,cim4-seoi2,geng3,bei2,keoi5,#,daai6-gaa1,dou1,waa6,Fatima,soeng6,sai3,jat1-ding6,hai6,tiu4,hou2,ho2-oi3,ge3,mei5-jan4-jyu4,#,jyu4-gwo2,m4-hai6,dim2-gaai2,jat1,hok6,zau6,sik1,jau4-seoi2,#,jau4,dou3,seng4,tiu4,jyu2,gam2,#,lin4,go4-go1,dou1,mou5,keoi5,jau4,dak1,gam3,hou2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at last,#,when,Fatima,learnt,make,out,whole,island,most,beautiful,(linker),wreath,#,mother,then,teach,she,swimming,#,even,give,-en,(measure),diving,goggle,to,she,#,everyone,"all, also",say,Fatima,last,reincarnation,surely,is,(measure),very,cute,(linker),mermaid,#,if,is not,why,once,learn,then,know,swimming,#,swim,to,like,(measure),fish,in that way,#,even,elder brother,"all, also",don't have,she,swim,can,so,well,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,由,日日,喺,島,邊,散步,，,變成,日日,潛入,水,底,冒險,。,佢,以前,一直,覺得,島,仔,係,全世界,最,靚,嘅,，,點知,原來,海底,世界,仲要,靚,十萬,倍,！,橙色,嘅,珊瑚,、,黑白,相間,嘅,熱帶,魚,、,奇形怪狀,嘅,石頭,、,成,個人,咁,大,嘅,海龜,……,每一樣,嘢,都,好,新奇,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,jau4,jat6-jat6,hai2,dou2,bin1,saan3-bou6,#,bin3-sing4,jat6-jat6,cim4-jap6,seoi2,dai2,mou6-him2,#,keoi5,ji5-cin4,jat1-zik6,gok3-dak1,dou2,zai2,hai6,cyun4-sai3-gaai3,zeoi3,leng3,ge3,#,dim2-zi1,jyun4-loi4,hoi2-dai2,sai3-gaai3,zung6-jiu3,leng3,sap6-maan6,pui5,#,caang2-sik1,ge3,saan1-wu4,#,hak1-baak6,soeng1-gaan3,ge3,jit6-daai3,jyu2,#,kei4-jing4-gwaai3-zong6,ge3,sek6-tau4,#,seng4,go3-jan4,gam3,daai6,ge3,hoi2-gwai1,#,mui5-jat1-joeng6,je5,dou1,hou2,san1-kei4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,from,every day,at,island,side,go for a walk,#,become,every day,dive into,water,bottom,adventure,#,she,before,keep on,think,island,little,is,the whole world,most,beautiful,(particle),#,unexpectedly,it turns out,undersea,world,even more,beautiful,a hundred thousand,times,#,orange (colour),(linker),coral,#,black and white,striped,(linker),tropical,fish,#,weird shapes,(linker),stone,#,like,a person,so,big,(linker),sea turtle,#,each,thing,also,very,exotic,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不過,Fatima,唔係,咩,時候,都,可以,去,游水,。,例如,夜晚,嗰陣,，,或者,落雨,、,大風,嘅,時候,，,爸爸,媽媽,都會,禁止,Fatima,落水,。,Fatima,唔明,，,明明,大海,睇上去,仲係,咁,平靜,，,就算,係,大風,，,都,吹,唔到,入,海底,啦,，,究竟,有,咩,咁,危險,？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bat1-gwo3,Fatima,m4-hai6,me1,si4-hau6,dou1,ho2-ji5,heoi3,jau4-seoi2,#,lai6-jyu4,je6-maan5,go2-zan6,#,waak6-ze2,lok6-jyu5,#,daai6-fung1,ge3,si4-hau6,#,baa4-baa1,maa4-maa1,dou1-wui5,gam3-zi2,Fatima,lok6-seoi2,#,Fatima,m4-ming4,#,ming4-ming4,daai6-hoi2,tai2-soeng5-heoi3,zung6-hai6,gam3,ping4-zing6,#,zau6-syun3,hai6,daai6-fung1,#,dou1,ceoi1,m4-dou2,jap6,hoi2-dai2,laa1,#,gau3-ging2,jau5,me1,gam3,ngai4-him2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
however,Fatima,is not,what,time,"all, also",can,go,swimming,#,for example,night,that time,#,or,raining,#,windy,(linker),time,#,father,mother,always will,forbid,Fatima,go down to water,#,Fatima,not understand,#,obviously,ocean,look like,still,so,calm,#,even if,is,windy,#,"all, also",blow,cannot,enter,undersea,(particle),#,exactly,have,what,so,dangerous,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有,一,晚,佢,帶,埋,防水,電筒,去,到,海邊,，,想,靜雞雞,去,游水,。,因為,佢,實在,太,想,知道,夜晚,嘅,海底,係,點,喇,！,究竟,啲,魚,係唔係,去,晒,瞓覺,？,海龜,又,會唔會,反肚,瞓,？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jau5,jat1,maan5,keoi5,daai3,maai4,fong4-seoi2,din6-tung2,heoi3,dou3,hoi2-bin1,#,soeng2,zing6-gai1-gai1,heoi3,jau4-seoi2,#,jan1-wai6,keoi5,sat6-zoi6,taai3,soeng2,zi1-dou3,je6-maan5,ge3,hoi2-dai2,hai6,dim2,laa3,#,gau3-ging2,di1,jyu2,hai6-m4-hai6,heoi3,saai3,fan3-gaau3,#,hoi2-gwai1,jau6,wui5-m4-wui5,faan2-tou5,fan3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
have,one,night,she,bring,also,water-proof,torch,to go,to,seaside,#,want go,sneakily,go,swimming,#,because,she,really,too,want to,know,night,(linker),undersea,is,how,(particle),#,exactly,the,fish,is it,go,all,to sleep,#,sea turtle,again,will or will not,float upside down,to sleep,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,Fatima,！,唔好,！,」,月亮,見到,即刻,阻止,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Fatima,#,m4-hou2,#,#,jyut6-loeng6,gin3-dou2,zik1-hak1,zo2-zi2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Fatima,#,don't,#,#,moon,saw,immediately,stop,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,我,只係,去,一陣,啫,，,唔,驚,嘅,！,」,Fatima,是但,應,咗,句,，,就,一,頭,潛,咗,入,水,底,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ngo5,zi2-hai6,heoi3,jat1-zan6,ze1,#,m4,geng1,ge3,#,#,Fatima,si6-daan6,jing3,zo2,geoi3,#,zau6,jat1,tau4,cim4,zo2,jap6,seoi2,dai2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,I,just only,go,a while,(particle),#,not,afraid,(linker),#,#,Fatima,randomly,respond,-en,sentence,#,then,one,head,dive,-en,into,water,bottom,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,喺,水,底,打開,電筒,，,原來,夜晚,嘅,海底,係,咁,安靜,，,所有,動物,都,唔見,晒,，,可能,去,晒,瞓覺,。,得,啲,植物,孤零零,噉,順,水,擺動,，,粒聲唔出,，,可能,都,已經,瞓,咗,。,Fatima,越,睇,越,着迷,，,越,游,越,遠,……,突然,，,佢,覺得,有啲,唔對路,。,佢,覺得,水流,嘅,感覺,唔同,咗,。,佢,即刻,想,游,返,上去,，,但,水流,突然,變,得,好,急,，,不斷,打,返,Fatima,落去,！,Fatima,係噉,向,上,游,，,水流,就,不斷,壓低,佢,。
Fatima,hai2,seoi2,dai2,daa2-hoi1,din6-tung2,#,jyun4-loi4,je6-maan5,ge3,hoi2-dai2,hai6,gam3,on1-zing6,#,so2-jau5,dung6-mat6,dou1,m4-gin3,saai3,#,ho2-nang4,heoi3,saai3,fan3-gaau3,#,dak1,di1,zik6-mat6,gu1-ling1-ling1,gam2,seon6,seoi2,baai2-dung6,#,nap1-seng1-m4-ceot1,#,ho2-nang4,dou1,ji5-ging1,fan3,zo2,#,Fatima,jyut6,tai2,jyut6,zoek6-mai4,#,jyut6,jau4,jyut6,jyun5,#,dat6-jin4,#,keoi5,gok3-dak1,jau5-di1,m4-deoi3-lou6,#,keoi5,gok3-dak1,seoi2-lau4,ge3,gam2-gok3,m4-tung4,zo2,#,keoi5,zik1-hak1,soeng2,jau4,faan1,soeng5-heoi3,#,daan6,seoi2-lau4,dat6-jin4,bin3,dak1,hou2,gap1,#,bat1-dyun6,daa2,faan1,Fatima,lok6-heoi3,#,Fatima,hai6-gam2,hoeng3,soeng6,jau4,#,seoi2-lau4,zau6,bat1-dyun6,aat3-dai1,keoi5,#
Fatima,at,water,bottom,turn on,torch,#,it turns out,night,(linker),undersea,is,so,quiet,#,all,animal,"all, also",lose,all,#,possible,go,all,to sleep,#,only have,some,plant,lonely,in that way,follow,water,to swing,#,not making a sound,#,possible,"all, also",already,sleep,-en,#,Fatima,more,look,more,to be fascinated,#,more,swim,more,far,#,suddenly,#,she,feel,a bit,not right,#,she,feel,water current,(linker),feeling,different,-en,#,she,immediately,want to,swim,back,go up,#,but,water current,suddenly,change,(suffix),very,urgent,#,continuously,hit,back,Fatima,to go down,#,Fatima,keep doing,towards,up,swim,#,current,then,continuously,press down,she,#
[5b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
啊,，,Fatima,冇,力,喇,，,佢,開始,唔,夠,氧氣,，,慢慢,沉,落,水底,……,呢個,時候,，,一,度,温暖,柔和,嘅,光芒,射,落嚟,，,托,起,Fatima,，,將,佢,帶,上,海面,，,輕輕,放,喺,沙灘,上面,。,原來,出面,落,緊,大雨,，,又,吹,緊,大風,，,所以,海,入面,先,有,咁,多,暗流,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3,#,Fatima,mou5,lik6,laa3,#,keoi5,hoi1-ci2,m4,gau3,joeng5-hei3,#,maan6-maan2,cam4,lok6,seoi2-dai2,#,ni1-go3,si4-hau6,#,jat1,dou6,wan1-nyun5,jau4-wo4,ge3,gwong1-mong4,se6,lok6-lei4,#,tok3,hei2,Fatima,#,zoeng1,keoi5,daai3,soeng5,hoi2-min6,#,hing1-hing1,fong3,hai2,saa1-taan1,soeng6-min6,#,jyun4-loi4,ceot1-min6,lok6,gan2,daai6-jyu5,#,jau6,ceoi1,gan2,daai6-fung1,#,so2-ji5,hoi2,jap6-min6,sin1,jau5,gam3,do1,am3-lau4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(particle),#,Fatima,don't have,strength,(particle),#,she,begin,not,enough,oxygen,#,slowly,sink,down,water bottom,#,this,time,#,one,(measure),warm,gentle,(linker),brilliance,shoot,to come down,#,support from under,up,Fatima,#,take,she,bring,up,sea surface,#,gently,put,at,beach,on top,#,it turns out,outside,falling,-ing,heavy rain,#,also,blow,-ing,windy,#,therefore,sea,inside,then,have,so,many,rip current,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,喘,咗,陣,氣,，,又,嘔,咗,啲,海水,，,好,狼狽,噉,走,入,附近,一,間,木屋,避雨,，,之後,先,抬起,頭,去,揾,啱啱,救,起,自己,嘅,光,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
