[7a],,,,,,,,,,,,,,,,,,,,,,,
條,街,好,熱,，,昌仔,拎,住,一,袋,二,袋,，,,,,,,,,,,,
tiu4,gaai1,hou2,jit6,#,coeng1-zai2,lik1,zyu6,jat1,doi6,ji6,doi6,#,,,,,,,,,,,
(measure),street,very,hot,#,Tristan,take,-ing,one,bag,two,bag,#,,,,,,,,,,,
[7b],,,,,,,,,,,,,,,,,,,,,,,
跟住,哥哥,家姐,一齊,上,小巴,，,小巴,好,凍,。,,,,,,,,,,,,,
gan1-zyu6,go4-go1,gaa1-ze1,jat1-cai4,soeng5,siu2-baa1,#,siu2-baa1,hou2,dung3,#,,,,,,,,,,,,,
and then,elder brother,elder sister,together,get on,minibus,#,minibus,very,cold,#,,,,,,,,,,,,,
[7c],,,,,,,,,,,,,,,,,,,,,,,
條,魚,喺,個,袋,度,游嚟游去,，,佢,個,口,又,喺度,郁下,郁下,。,,,,,,,,
tiu4,jyu2,hai2,go3,doi2,dou6,jau4-lei4-jau4-heoi3,#,keoi5,go3,hau2,jau6,hai2-dou6,juk1-haa5,juk1-haa5,#,,,,,,,,
(measure),fish,at,(measure),bag,place,swimming around,#,it,(measure),mouth,again,right here,move a bit,move a bit,#,,,,,,,,
