[0],,,,,,,,,,,,,,,,,
jat1,zek3,zoeng6,wo4,#,zek3,coeng4-geng2-luk2,#,,,,,,,,,,
one#ایک#एक,(classifier),elephant#ہاتھی#हात्ती,and#اور#तथा,＿＿#＿＿#＿＿,(classifier),giraffe#زرافہ#जिराफ,##,,,,,,,,,,
[2.2b],,,,,,,,,,,,,,,,,
共,有,＿＿,隻,動物,。,,,,,,,,,,,,
gung6,jau5,#,zek3,dung6-mat6,#,,,,,,,,,,,,
in total#کل ملا کر#कुल,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),animal#جانور#जनावर,##,,,,,,,,,,,,
[2.2c],,,,,,,,,,,,,,,,,
讀作,1,加,2,等於,3,,,,,,,,,,,,
duk6-zok3,jat1,gaa1,ji6,dang2-jyu1,saam1,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,one#ایک#एक,plus#جمع#जोड्नु,two#دو#दुई,equal to#برابر ہے#बराबर,three#تین#तीन,,,,,,,,,,,,
[3.1a],,,,,,,,,,,,,,,,,
呢度,有,三,隻,好,大,嘅,動物,，,,,,,,,,,
ni1-dou6,jau5,saam1,zek3,hou2,daai6,ge3,dung6-mat6,#,,,,,,,,,
here#یہاں#यहाँ,have#ہے#छ,three#تین#तीन,(classifier),very#بہت#धेरै,big#بڑا#ठुलो,(linker)#کے#को,animal#جانور#जनावर,##,,,,,,,,,
[3.1b],,,,,,,,,,,,,,,,,
佢哋,叫,水牛,。,,,,,,,,,,,,,,
keoi5-dei6,giu3,seoi2-ngau4,#,,,,,,,,,,,,,,
they#وہ#तिनीहरू,are called#بلانا#भनिन्छ,buffalo#بھینس#भैंसी,##,,,,,,,,,,,,,,
[3.1c],,,,,,,,,,,,,,,,,
呢度,仲有,四,隻,白雪雪,嘅,雀仔,，,,,,,,,,,,
ni1-dou6,zung6-jau5,sei3,zek3,baak6-syut1-syut1,ge3,zoek3-zai2,#,,,,,,,,,,
here#یہاں#यहाँ,still have#اب بھی ہے#अझै छ,four#چار#चार,(classifier),white-as-snow#برف کی طرح سفید#हिँउ जस्तै सेतो,(linker)#کے#को,bird#پرندہ#चरा,##,,,,,,,,,,
[3.1d],,,,,,,,,,,,,,,,,
全部,都,去,緊,飲,水,。,,,,,,,,,,,
cyun4-bou6,dou1,heoi3,gan2,jam2,seoi2,#,,,,,,,,,,,
all#سب#सबै,all#سب#सबै,go#جانا#जाऊ,-ing#-ing#-ing,to drink#پینا#पिउनलाई,water#پانی#पानी,##,,,,,,,,,,,
[3.2a],,,,,,,,,,,,,,,,,
你,數,一,數,，,,,,,,,,,,,,,
nei5,sou2,jat1,sou2,#,,,,,,,,,,,,,
you#تم#तपाईं,count#گننا#गणना गर्न,one#ایک#एक,count#گننا#गणना गर्न,##,,,,,,,,,,,,,
[3.2b],,,,,,,,,,,,,,,,,
圖,中,共,有,＿＿,頭,水牛,和,＿＿,隻,小鳥,，,,,,,,
tou4,zung1,gung6,jau5,#,tau4,seoi2-ngau4,wo4,#,zek3,siu2-niu5,#,,,,,,
picture#تصویر#चित्र,inside#اندر#भित्र,in total#کل ملا کر#कुल,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),buffalo#بھینس#भैंसी,and#اور#तथा,＿＿#＿＿#＿＿,(classifier),bird#پرندہ#चरा,##,,,,,,
[3.2c],,,,,,,,,,,,,,,,,
共,有,＿＿,隻,動物,。,,,,,,,,,,,,
gung6,jau5,#,zek3,dung6-mat6,#,,,,,,,,,,,,
in total#کل ملا کر#कुल,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),animal#جانور#जनावर,##,,,,,,,,,,,,
[3.2d],,,,,,,,,,,,,,,,,
讀作,3,加,4,等於,7,,,,,,,,,,,,
duk6-zok3,saam1,gaa1,sei3,dang2-jyu1,cat1,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,three#تین#तीन,plus#جمع#जोड्नु,four#چار#चार,equal to#برابر ہے#बराबर,seven#سات#सात,,,,,,,,,,,,
[4.1a],,,,,,,,,,,,,,,,,
好多,動物,都,走,嚟,飲,水,喎,。,,,,,,,,,
hou2-do1,dung6-mat6,dou1,zau2,lai4,jam2,seoi2,wo3,#,,,,,,,,,
many#بہت#धेरै,animal#جانور#जनावर,also#بھی#पनि,walk#چلنا#हिडनु,come#آنا#आउनुहोस्,to drink#پینا#पिउनलाई,water#پانی#पानी,(particle),##,,,,,,,,,
[4.1b],,,,,,,,,,,,,,,,,
你,數,唔,數,到,有,咩,？,,,,,,,,,,
nei5,sou2,m4,sou2,dou2,jau5,me1,#,,,,,,,,,,
you#تم#तपाईं,count#گننا#गणना गर्न,not#نہیں#होइन,count#گننا#गणना गर्न,can#کر سکتے#सक्छौ,have#ہے#छ,what#کیا#के,##,,,,,,,,,,
[4.1c],,,,,,,,,,,,,,,,,
有,五,隻,羚羊,，,同,六,隻,野豬,啊,。,,,,,,,
jau5,ng5,zek3,ling4-joeng4,#,tung4,luk6,zek3,je5-zyu1,aa3,#,,,,,,,
have#ہے#छ,five#پانچ#पाँच,(classifier),antelope#ہرن#मृग,##,and#اور#र,six#چھ#छ,(classifier),boar#سور#सुँगुर,(particle),##,,,,,,,
[4.2a],,,,,,,,,,,,,,,,,
羚羊,有,＿＿,隻,，,野豬,有,＿＿,隻,，,,,,,,,,
ling4-joeng4,jau5,#,zek3,#,je5-zyu1,jau5,#,zek3,#,,,,,,,,
antelope#ہرن#मृग,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),##,boar#سور#सुँगुर,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,
[4.2b],,,,,,,,,,,,,,,,,
羚羊,和,野豬,共,有,＿＿,隻,。,,,,,,,,,,
ling4-joeng4,wo4,je5-zyu1,gung6,jau5,#,zek3,#,,,,,,,,,,
antelope#ہرن#मृग,and#اور#तथा,boar#سور#सुँगुर,in total#کل ملا کر#कुल,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,
[4.2c],,,,,,,,,,,,,,,,,
讀作,5,加,6,等於,11,,,,,,,,,,,,
duk6-zok3,ng5,gaa1,luk6,dang2-jyu1,sap6-jat1,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,five#پانچ#पाँच,plus#جمع#जोड्नु,six#چھ#छ,equal to#برابر ہے#बराबर,eleven#گیارہ#एघार,,,,,,,,,,,,
[5.1a],,,,,,,,,,,,,,,,,
好多,斑馬,跑,過嚟,飲,水,，,,,,,,,,,,,
hou2-do1,baan1-maa5,paau2,gwo3-lai4,jam2,seoi2,#,,,,,,,,,,,
many#متعدد#धेरै,zebra#زیبرا#जेब्रा,run#بھاگنا#दगुर्नु,come over#ادھر آو#आउ,to drink#پینا#पिउनलाई,water#پانی#पानी,##,,,,,,,,,,,
[5.1b],,,,,,,,,,,,,,,,,
有,七,隻,咁,多,啊,！,,,,,,,,,,,
jau5,cat1,zek3,gam3,do1,aa3,#,,,,,,,,,,,
have#ہے#छ,seven#سات#सात,(classifier),so#تو#त्यसैले,many#متعدد#धेरै,(particle),##,,,,,,,,,,,
[5.1c],,,,,,,,,,,,,,,,,
斑馬,跑,得,好,快,，,,,,,,,,,,,,
baan1-maa5,paau2,dak1,hou2,faai3,#,,,,,,,,,,,,
zebra#زیبرا#जेब्रा,run#بھاگنا#दगुर्नु,-,very#بہت#धेरै,fast#تیز#छिटो,##,,,,,,,,,,,,
[5.1d],,,,,,,,,,,,,,,,,
踢,到,啲,沙,都,飛,起,晒,。,,,,,,,,,
tek3,dou3,di1,saa1,dou1,fei1,hei2,saai3,#,,,,,,,,,
kick#لات#लात,to#کو#लाई,some#کچھ#केहि,sand#ریت#बालुवा,all#سب#सबै,fly#اڑنا#उड्नु,up#اوپر#माथि,all#سب#सबै,##,,,,,,,,,
[5.2a],,,,,,,,,,,,,,,,,
數,一,數,水邊,的,羚羊,和,斑馬,，,,,,,,,,,
sou2,jat1,sou2,seoi2-bin1,dik1,ling4-joeng4,wo4,baan1-maa5,#,,,,,,,,,
count#گننا#गणना गर्न,one#ایک#एक,count#گننا#गणना गर्न,waterside#پانی کے کنارے#पानीको किनारा,(linker)#کے#को,antelope#ہرن#मृग,and#اور#तथा,zebra#زیبرا#जेब्रा,##,,,,,,,,,
[5.2b],,,,,,,,,,,,,,,,,
羚羊,和,斑馬,共,有,＿＿,隻,。,,,,,,,,,,
ling4-joeng4,wo4,baan1-maa5,gung6,jau5,#,zek3,#,,,,,,,,,,
antelope#ہرن#मृग,and#اور#तथा,zebra#زیبرا#जेब्रा,in total#کل ملا کر#कुल,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,
[5.2c],,,,,,,,,,,,,,,,,
讀作,5,加,7,等於,12,,,,,,,,,,,,
duk6-zok3,ng5,gaa1,cat1,dang2-jyu1,sap6-ji6,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,five#پانچ#पाँच,plus#جمع#जोड्नु,seven#سات#सात,equal to#برابر ہے#बराबर,twelve#بارہ#बाह्र,,,,,,,,,,,,
[5.3a],,,,,,,,,,,,,,,,,
＿＿,比,＿＿,多,＿＿,隻,，,,,,,,,,,,,
#,bei2,#,do1,#,zek3,#,,,,,,,,,,,
＿＿#＿＿#＿＿,compared to#اس کے مقابلے#तुलनामा,＿＿#＿＿#＿＿,more#زیادہ#धेरै,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,,
[5.3b],,,,,,,,,,,,,,,,,
＿＿,比,＿＿,少,＿＿,隻,。,,,,,,,,,,,
#,bei2,#,siu2,#,zek3,#,,,,,,,,,,,
＿＿#＿＿#＿＿,compared to#اس کے مقابلے#तुलनामा,＿＿#＿＿#＿＿,less#کم#थोरै,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,,
[5.3c],,,,,,,,,,,,,,,,,
兩,種,動物,相差,＿＿,隻,。,,,,,,,,,,,
loeng5,zung2,dung6-mat6,soeng1-caa1,#,zek3,#,,,,,,,,,,,
two#دو#दुई,type#قسم#प्रकार,animal#جانور#जनावर,differ by#فرق#ले फरक,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,,
[5.3d],,,,,,,,,,,,,,,,,
讀作,7,減,5,等於,2,,,,,,,,,,,,
duk6-zok3,cat1,gaam2,ng5,dang2-jyu1,ji6,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,seven#سات#सात,minus#تفریق#घटाउ,five#پانچ#पाँच,equal to#برابر ہے#बराबर,two#دو#दुई,,,,,,,,,,,,
[5.4a],,,,,,,,,,,,,,,,,
數,一,數,水邊,的,野豬,和,斑馬,，,,,,,,,,,
sou2,jat1,sou2,seoi2-bin1,dik1,je5-zyu1,wo4,baan1-maa5,#,,,,,,,,,
count#گننا#गणना गर्न,one#ایک#एक,count#گننا#गणना गर्न,waterside#پانی کے کنارے#पानीको किनारा,(linker)#کے#को,boar#سور#सुँगुर,and#اور#तथा,zebra#زیبرا#जेब्रा,##,,,,,,,,,
[5.4b],,,,,,,,,,,,,,,,,
野豬,和,斑馬,共,有,＿＿,隻,。,,,,,,,,,,
je5-zyu1,wo4,baan1-maa5,gung6,jau5,#,zek3,#,,,,,,,,,,
boar#سور#सुँगुर,and#اور#तथा,zebra#زیبرا#जेब्रा,in total#کل ملا کر#कुल,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,
[5.4c],,,,,,,,,,,,,,,,,
讀作,6,加,7,等於,13,,,,,,,,,,,,
duk6-zok3,luk6,gaa1,cat1,dang2-jyu1,sap6-saam1,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,six#چھ#छ,plus#جمع#जोड्नु,seven#سات#सात,equal to#برابر ہے#बराबर,thirteen#تیرہ#तेह्र,,,,,,,,,,,,
[5.5a],,,,,,,,,,,,,,,,,
＿＿,比,＿＿,多,＿＿,隻,，,,,,,,,,,,,
#,bei2,#,do1,#,zek3,#,,,,,,,,,,,
＿＿#＿＿#＿＿,compared to#اس کے مقابلے#तुलनामा,＿＿#＿＿#＿＿,more#زیادہ#धेरै,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,,
[5.5b],,,,,,,,,,,,,,,,,
＿＿,比,＿＿,少,＿＿,隻,。,,,,,,,,,,,
#,bei2,#,siu2,#,zek3,#,,,,,,,,,,,
＿＿#＿＿#＿＿,compared to#اس کے مقابلے#तुलनामा,＿＿#＿＿#＿＿,less#کم#थोरै,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,,
[5.5c],,,,,,,,,,,,,,,,,
兩,種,動物,相差,＿＿,隻,。,,,,,,,,,,,
loeng5,zung2,dung6-mat6,soeng1-caa1,#,zek3,#,,,,,,,,,,,
two#دو#दुई,type#قسم#प्रकार,animal#جانور#जनावर,differ by#فرق#ले फरक,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,,
[5.5d],,,,,,,,,,,,,,,,,
讀作,7,減,6,等於,1,,,,,,,,,,,,
duk6-zok3,cat1,gaam2,luk6,dang2-jyu1,jat1,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,seven#سات#सात,minus#تفریق#घटाउ,six#چھ#छ,equal to#برابر ہے#बराबर,one#ایک#एक,,,,,,,,,,,,
[5.6a],,,,,,,,,,,,,,,,,
走,到,水邊,喝,水,的,羚羊,、,野豬,和,斑馬,共,有,＿＿,隻,。,,
zau2,dou3,seoi2-bin1,hot3,seoi2,dik1,ling4-joeng4,#,je5-zyu1,wo4,baan1-maa5,gung6,jau5,#,zek3,#,,
walk#چلنا#हिडनु,to#کو#सेवा,waterside#پانی کے کنارے#पानीको किनारा,to drink#پینا#पिउनलाई,water#پانی#पानी,(linker)#کے#को,antelope#ہرن#मृग,##,boar#سور#सुँगुर,and#اور#तथा,zebra#زیبرا#जेब्रा,in total#کل ملا کر#कुल,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),##,,
[5.6b],,,,,,,,,,,,,,,,,
讀作,5,加,6,加,7,等於,18,,,,,,,,,,
duk6-zok3,ng5,gaa1,luk6,gaa1,cat1,dang2-jyu1,sap6-baat3,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,five#پانچ#पाँच,plus#جمع#जोड्नु,six#چھ#छ,plus#جمع#जोड्नु,seven#سات#सात,equal to#برابر ہے#बराबर,eighteen#اٹھارہ#अठार,,,,,,,,,,
[6.1a],,,,,,,,,,,,,,,,,
有啲,動物,會,住,喺,水,入面,㗎,。,,,,,,,,,
jau5-di1,dung6-mat6,wui5,zyu6,hai2,seoi2,jap6-min6,gaa3,#,,,,,,,,,
some#کچھ#केही,animal#جانور#जनावर,will#کریں گے#गर्नेछु,live#رہنا#बाँच्नु,at#پر#मा,water#پانی#पानी,inside#اندر#भित्र,(particle),##,,,,,,,,,
[6.1b],,,,,,,,,,,,,,,,,
睇下,，,而家,就,有,八,隻,青蛙,同,九,條,魚,喺度,。,,,,
tai2-haa5,#,ji4-gaa1,zau6,jau5,baat3,zek3,cing1-waa1,tung4,gau2,tiu4,jyu2,hai2-dou6,#,,,,
Look#دیکھو#हेर,##,now#ابھی#अब,as a result#نتیجے میں#फलस्वरूप,have#ہے#छ,eight#آٹھ#आठ,(classifier),frog#مینڈک#भ्यागुतो,and#اور#र,nine#نو#नौ,(classifier),fish#مچھلی#माछा,right here#یہیں#यँही,##,,,,
[6.2a],,,,,,,,,,,,,,,,,
水中,的,動物,共,有,＿＿,隻,。,,,,,,,,,,
seoi2-zung1,dik1,dung6-mat6,gung6,jau5,#,zek3,#,,,,,,,,,,
in water#پانی میں#पानी मा,(linker)#کے#को,animal#جانور#जनावर,in total#کل ملا کر#कुल,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,
[6.2b],,,,,,,,,,,,,,,,,
讀作,8,加,9,等於,17,,,,,,,,,,,,
duk6-zok3,baat3,gaa1,gau2,dang2-jyu1,sap6-cat1,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,eight#آٹھ#आठ,plus#جمع#जोड्नु,nine#نو#नौ,equal to#برابر ہے#बराबर,seventeen#سترہ#सत्र,,,,,,,,,,,,
[6.2c],,,,,,,,,,,,,,,,,
地上,的,斑馬,共,有,＿＿,隻,。,,,,,,,,,,
dei6-soeng6,dik1,baan1-maa5,gung6,jau5,#,zek3,#,,,,,,,,,,
on the ground#زمین پر#जमीनमा,(linker)#کے#को,zebra#زیبرا#जेब्रा,in total#کل ملا کر#कुल,have#ہے#छ,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,
[6.2d],,,,,,,,,,,,,,,,,
水中,的,動物,和,地上,的,斑馬,相差,＿＿,隻,。,,,,,,,
seoi2-zung1,dik1,dung6-mat6,wo4,dei6-soeng6,dik1,baan1-maa5,soeng1-caa1,#,zek3,#,,,,,,,
in water#پانی میں#पानी मा,(linker)#کے#को,animal#جانور#जनावर,and#اور#तथा,on the ground#زمین پر#जमीनमा,(linker)#کے#को,zebra#زیبرا#जेब्रा,differ by#فرق#ले फरक,＿＿#＿＿#＿＿,(classifier),##,,,,,,,
[6.2e],,,,,,,,,,,,,,,,,
讀作,17,減,7,等於,10,,,,,,,,,,,,
duk6-zok3,sap6-cat1,gaam2,cat1,dang2-jyu1,sap6,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,seventeen#سترہ#सत्र,minus#تفریق#घटाउ,seven#سات#सात,equal to#برابر ہے#बराबर,ten#دس#दस,,,,,,,,,,,,
[7a],,,,,,,,,,,,,,,,,
有,隻,獅子,喺度,大叫,。,佢,都,好,想,飲,水,。,,,,,
jau5,zek3,si1-zi2,hai2-dou6,daai6-giu3,#,keoi5,dou1,hou2,soeng2,jam2,seoi2,#,,,,,
have#ہے#छ,(classifier),lion#شیر#सिंह,right here#یہیں#यँही,shout#چیخنا#कराउनु,##,it#یہ#त्यो,also#بھی#पनि,very#بہت#धेरै,want#چاہنا#सोच्नु,to drink#پینا#पिउनलाई,water#پانی#पानी,##,,,,,
[7b],,,,,,,,,,,,,,,,,
你,知,唔,知道,邊啲,動物,會,驚,獅子,？,,,,,,,,
nei5,zi1,m4,zi1-dou3,bin1-di1,dung6-mat6,wui5,geng1,si1-zi2,#,,,,,,,,
you#تم#तपाईं,know#جاننا#थाहा,not#نہیں#होइन,know#جاننا#थाहा,which ones#کونسا#कुन चाँही,animal#جانور#जनावर,will#کریں گے#गर्नेछु,afraid#خوفزدہ#डराए,lion#شیر#सिंह,##,,,,,,,,
[7c],,,,,,,,,,,,,,,,,
原來,長頸鹿,、,水牛,、,羚羊,、,野豬,、,斑馬,都,驚,獅子,㗎,！,,,
jyun4-loi4,coeng4-geng2-luk2,#,seoi2-ngau4,#,ling4-joeng4,#,je5-zyu1,#,baan1-maa5,dou1,geng1,si1-zi2,gaa3,#,,,
it turns out#یہ ثابت ہوتا ہے#यो पत्ता लागेको,giraffe#زرافہ#जिराफ,##,buffalo#بھینس#भैंसी,##,antelope#ہرن#मृग,##,boar#سور#सुँगुर,##,zebra#زیبرا#जेब्रा,also#بھی#पनि,afraid#خوفزدہ#डराए,lion#شیر#सिंह,(particle),##,,,
[8.1a],,,,,,,,,,,,,,,,,
驚,獅子,嘅,動物,都,走,晒,喇,，,,,,,,,,,
geng1,si1-zi2,ge3,dung6-mat6,dou1,zau2,saai3,laa3,#,,,,,,,,,
afraid#خوفزدہ#डराए,lion#شیر#सिंह,(linker)#کے#को,animal#جانور#जनावर,all#سب#सबै,leave#چلے جانا#छोड्नु,all#سب#सबै,already#پہلے سے#पहिले नै,##,,,,,,,,,
[8.1b],,,,,,,,,,,,,,,,,
得返,大笨象,同,雀仔,留低,。,,,,,,,,,,,,
dak1-faan1,daai6-ban6-zoeng6,tung4,zoek3-zai2,lau4-dai1,#,,,,,,,,,,,,
have...only#صرف#.... मात्र हुनु,elephant#ہاتھی#हात्ती,and#اور#र,bird#پرندہ#चरा,stay behind#پیچھے رہو#पछाडी बस्नुस,##,,,,,,,,,,,,
[8.1c],,,,,,,,,,,,,,,,,
獅子,話,：,「,唔使,驚,㗎,，,我哋,一齊,飲,水,，,一齊,玩,吖,！,」
si1-zi2,waa6,#,#,m4-sai2,geng1,gaa3,#,ngo5-dei6,jat1-cai4,jam2,seoi2,#,jat1-cai4,waan2,aa1,#,#
lion#شیر#सिंह,say#کہنا#भन्‍नुहोस्,##,##,no need#کوئی ضرورت نہیں#जरुरी छैन,afraid#خوفزدہ#डराए,(particle),##,we#ہم#हामी,together#ایک ساتھ#एकसाथ,drink#پینا#पिउनु,water#پانی#पानी,##,together#ایک ساتھ#एकसाथ,play#کھیلنا#खेल्नु,(particle),##,##
[8.1d],,,,,,,,,,,,,,,,,
青蛙,同,魚,就,繼續,喺,水,入面,。,,,,,,,,,
cing1-waa1,tung4,jyu2,zau6,gai3-zuk6,hai2,seoi2,jap6-min6,#,,,,,,,,,
frog#مینڈک#भ्यागुतो,and#اور#र,fish#مچھلی#माछा,as a result#نتیجے میں#फलस्वरूप,continue#جاری رکھنا#जारी राख्नु,at#پر#मा,water#پانی#पानी,inside#اندر#भित्र,##,,,,,,,,,
[8.1e],,,,,,,,,,,,,,,,,
小朋友,，,不如,數,下,而家,有,幾多,隻,動物,吖,！,,,,,,
siu2-pang4-jau5,#,bat1-jyu4,sou2,haa5,ji4-gaa1,jau5,gei2-do1,zek3,dung6-mat6,aa1,#,,,,,,
child#بچہ#बच्चा,##,how about#کیوں نہ#कस्तो होला,count#گننا#गणना गर्न,once#ایک بار#एक पटक,now#ابھی#अब,have#ہے#छ,how many#کتنے#कति वटा,(classifier),animal#جانور#जनावर,(particle),##,,,,,,
[8.2a],,,,,,,,,,,,,,,,,
只有,大笨象,和,小鳥,留下,陪,獅子,，,,,,,,,,,,
zi2-jau5,daai6-ban6-zoeng6,wo4,siu2-niu5,lau4-haa6,pui4,si1-zi2,#,,,,,,,,,,
have...only#صرف#.... मात्र हुनु,elephant#ہاتھی#हात्ती,and#اور#तथा,bird#پرندہ#चरा,stay behind#پیچھے رہو#पछाडी रहनु,accompany#ساتھ#साथ,lion#شیر#सिंह,##,,,,,,,,,,
[8.2b],,,,,,,,,,,,,,,,,
現在,地上,剩下,＿＿,隻,動物,。,,,,,,,,,,,
jin6-zoi6,dei6-soeng6,sing6-haa6,#,zek3,dung6-mat6,#,,,,,,,,,,,
now#ابھی#अहिले,on the ground#زمین پر#जमीनमा,remain#باقی#बाँकी,＿＿#＿＿#＿＿,(classifier),animal#جانور#जनावर,##,,,,,,,,,,,
[8.2c],,,,,,,,,,,,,,,,,
斑馬,原有,＿＿,隻,，,但,牠們,全部,都,跑,走,了,，,,,,,
baan1-maa5,jyun4-jau5,#,zek3,#,daan6,taa1-mun4,cyun4-bou6,dou1,paau2,zau2,liu5,#,,,,,
zebra#زیبرا#जेब्रा,originally had#اصل میں تھا#मूल रूपमा थियो,＿＿#＿＿#＿＿,(classifier),##,but#لیکن#तर,they (animal)#وہ#तिनीहरू,all#سب#सबै,all#سب#सबै,run#بھاگنا#दगुर्नु,leave#چلے جانا#छोड्नु,already#پہلے سے#पहिले नै,##,,,,,
[8.2d],,,,,,,,,,,,,,,,,
現在,剩下,斑馬,＿＿,隻,。,,,,,,,,,,,,
jin6-zoi6,sing6-haa6,baan1-maa5,#,zek3,#,,,,,,,,,,,,
now#ابھی#अहिले,remain#باقی#बाँकी,zebra#زیبرا#जेब्रा,＿＿#＿＿#＿＿,(classifier),##,,,,,,,,,,,,
[8.2e],,,,,,,,,,,,,,,,,
讀作,7,減,7,等於,0,,,,,,,,,,,,
duk6-zok3,cat1,gaam2,cat1,dang2-jyu1,ling4,,,,,,,,,,,,
#यस्तो रूपमा पढ्नुहोस्#اس طرح سے پڑھیں#read as,seven#سات#सात,minus#تفریق#घटाउ,seven#سات#सात,equal to#برابر ہے#बराबर,zero#صفر#शून्य,,,,,,,,,,,,
[animal 2],,,,,,,,,,,,,,,,,
蜜蜂,鳥兒,青蛙,貓,狗,兔子,豬,,,,,,,,,,,
mat6-fung1,niu5-ji4,cing1-waa1,maau1,gau2,tou3-zi2,zyu1,,,,,,,,,,,
bee#مکھی#मौरी,bird#پرندہ#चरा,frog#مینڈک#भ्यागुतो,cat#بلّی#बिरालो,dog#کتا#कुकुर,rabbit#خرگوش#खरायो,boar#خنزیر#सुँगुरहरु,,,,,,,,,,,
