佢,就,打電話,畀,阿明,，,「,阿明,，,幫幫手,，,剪,個,頭,，,同,上年,一樣,就,得,㗎,喇,！,」
keoi5,zau6,daa2-din6-waa2,bei2,Aa3-ming4,#,#,Aa3-ming4,#,bong1-bong1-sau2,#,zin2,go3,tau4,#,tung4,soeng6-nin2,jat1-joeng6,zau6,dak1,gaa3,laa3,#,#
he,then,call,to,Ah Ming,#,#,Ah Ming,#,help,#,cut,(measure),hairstyle,#,with,last year,the same,then,okay,(particle),(particle),#,#
[8],,,,,,,,,,,,,,,,,,,,,,,
阿明,細細聲,噉,講,：,「,老友,，,唔係,唔想,幫,你,，,依家,疫情,咁,得人驚,。,」,,,,,
Aa3-ming4,sai3-sai3-seng1,gam2,gong2,#,#,lou5-jau5,#,m4-hai6,m4-soeng2,bong1,nei5,#,ji1-gaa1,jik6-cing4,gam3,dak1-jan4-geng1,#,#,,,,,
Ah Ming,low voice,in this way,say,#,#,buddy,#,is not,don't want to,help,you,#,now,pandemic,so,scary,#,#,,,,,
[9],,,,,,,,,,,,,,,,,,,,,,,
就連,老虎,阿東,都,中,咗,COVID-19,。,,,,,,,,,,,,,,,,
zau6-lin4,lou5-fu2,Aa3-dung1,dou1,zung3,zo2,COVID-19,#,,,,,,,,,,,,,,,,
even,tiger,Ah Tung,also,hit,-ed,COVID-19,#,,,,,,,,,,,,,,,,
[10],,,,,,,,,,,,,,,,,,,,,,,
妹妹,就,同,爸爸,講,：,「,不如,，,等,我哋,幫,你,剪,喇,！,」,,,,,,,
mui4-mui2,zau6,tung4,baa4-baa1,gong2,#,#,bat1-jyu4,#,dang2,ngo5-dei6,bong1,nei5,zin2,laa1,#,#,,,,,,,
younger sister,then,with,father,say,#,#,how about,#,let,us,help,you,to cut,(particle),#,#,,,,,,,
[11a],,,,,,,,,,,,,,,,,,,,,,,
阿達,諗一諗,，,都,好,，,畀,佢哋,試吓,都,好,。,,,,,,,,,,,,
Aa3-daat6,nam2-jat1-nam2,#,dou1,hou2,#,bei2,keoi5-dei6,si3-haa5,dou1,hou2,#,,,,,,,,,,,,
Ah Tat,think,#,also,good,#,let,them,try,also,good,#,,,,,,,,,,,,
[11b],,,,,,,,,,,,,,,,,,,,,,,
好耐,都,冇,試過,假期,一家大細,喺,屋企,一齊,過,喇,。,,,,,,,,,,,,
hou2-noi6,dou1,mou5,si3-gwo3,gaa3-kei4,jat1-gaa1-daai6-sai3,hai2,uk1-kei2,jat1-cai4,gwo3,laa3,#,,,,,,,,,,,,
long time,also,haven't,tried,holiday,the whole family,at,home,together,spend time,(particle),#,,,,,,,,,,,,
[12],,,,,,,,,,,,,,,,,,,,,,,
佢哋,幫,阿達,設計,咗,幾,個,髮型,，,問,佢,鍾意,邊,個,。,,,,,,,,,
keoi5-dei6,bong1,Aa3-daat6,cit3-gai3,zo2,gei2,go3,faat3-jing4,#,man6,keoi5,zung1-ji3,bin1,go3,#,,,,,,,,,
they,help,Ah Tat,design,-ed  ,a few,(measure),hairstyles,#,ask,him,like,which,(measure),#,,,,,,,,,
[13a],,,,,,,,,,,,,,,,,,,,,,,
最後,連,佢,老婆,都,幫埋手,，,,,,,,,,,,,,,,,,,
zeoi3-hau6,lin4,keoi5,lou5-po4,dou1,bong1-maai4-sau2,#,,,,,,,,,,,,,,,,,
at the end,even,he,wife,also,also give a hand,#,,,,,,,,,,,,,,,,,
[13b],,,,,,,,,,,,,,,,,,,,,,,
佢,老婆,剪,緊,嗰陣,一路,喺度,諗,一陣,要,去,買,風扇,，,,,,,,,,,,
keoi5,lou5-po4,zin2,gan2,go2-zan6,jat1-lou6,hai2-dou6,nam2,jat1-zan6,jiu3,heoi3,maai5,fung1-sin3,#,,,,,,,,,,
he,wife,cut,-ing,that time,while,right here,think,later,need to,go to,buy,electric fan,#,,,,,,,,,,
[13c],,,,,,,,,,,,,,,,,,,,,,,
唔小心,幫,佢,剪,咗,一,個,風扇,頭,。,,,,,,,,,,,,,,
m4-siu2-sam1,bong1,keoi5,zin2,zo2,jat1,go3,fung1-sin3,tau4,#,,,,,,,,,,,,,,
not careful,help,him,cut,-ed  ,one,(measure),electric fan,hairstyle,#,,,,,,,,,,,,,,
[14],,,,,,,,,,,,,,,,,,,,,,,
阿達,突然,大叫,一,聲,，,佢,好似,諗到,一,樣,嘢,。,,,,,,,,,,,
Aa3-daat6,dat6-jin4,daai6-giu3,jat1,seng1,#,keoi5,hou2-ci5,nam2-dou2,jat1,joeng6,je5,#,,,,,,,,,,,
Ah Tat,suddenly,shout,one,sound,#,he,seems,came up with,one,kind of,thing,#,,,,,,,,,,,
[15a],,,,,,,,,,,,,,,,,,,,,,,
佢,跑,咗,出,門口,，,伯伯,見到,佢,都,驚,咗,一下,，,,,,,,,,,,
keoi5,paau2,zo2,ceot1,mun4-hau2,#,baak3-baak3,gin3-dou2,keoi5,dou1,geng1,zo2,jat1-haa5,#,,,,,,,,,,
he,run,-ed,to go out,door,#,elderly man,saw,him,also,afraid,-ed,a bit,#,,,,,,,,,,
[15b],,,,,,,,,,,,,,,,,,,,,,,
佢,仲,記得,要,保持,一定,嘅,社交,距離,先,係,啱,，,所以,停,咗,喺度,，,,,,,,
keoi5,zung6,gei3-dak1,jiu3,bou2-ci4,jat1-ding6,ge3,se5-gaau1,keoi5-lei4,sin1,hai6,ngaam1,#,so2-ji5,ting4,zo2,hai2-dou6,#,,,,,,
he,still,remember,need to,keep,certain,-,social  ,distance,then,is,correct,#,therefore,stop,-ed,right here,#,,,,,,
[15c],,,,,,,,,,,,,,,,,,,,,,,
唔行,咁,前,。,而,阿達,醒起,自己,冇,戴,口罩,，,又,跑,返,屋企,拎,口罩,。,,,,,
m4-haang4,gam3,cin4,#,ji4,Aa3-daat6,sing2-hei2,zi6-gei2,mou5,daai3,hau2-zaau3,#,jau6,paau2,faan1,uk1-kei2,ling1,hau2-zaau3,#,,,,,
don't walk,so,front,#,and,Ah Tat,realised,oneself,haven't,put on,face mask,#,again,run,back,home,to take,mask,#,,,,,
[16],,,,,,,,,,,,,,,,,,,,,,,
全部,人,都,望,住,阿達,，,睇下,發生,咩,事,。,,,,,,,,,,,,
cyun4-bou6,jan4,dou1,mong6,zyu6,Aa3-daat6,#,tai2-haa5,faat3-sang1,me1,si6,#,,,,,,,,,,,,
all,people,all,stare at,-ing,Ah Tat,#,look,happen,what,matter,#,,,,,,,,,,,,
[17],,,,,,,,,,,,,,,,,,,,,,,
阿達,大聲,噉,講,：,「,大家,聽住,喇,，,我,有,件,事,想,同,大家,講,！,」,,,,
Aa3-daat6,daai6-seng1,gam2,gong2,#,#,daai6-gaa1,teng1-zyu6,laa3,#,ngo5,jau5,gin6,si6,soeng2,tung4,daai6-gaa1,gong2,#,#,,,,
Ah Tat,loud voice,in this way,say,#,#,everyone,hear,(particle),#,I,have,(measure),matter,want to,with,everyone,say,#,#,,,,
[18a],,,,,,,,,,,,,,,,,,,,,,,
「,依家,疫情,咁,嚴重,，,我哋,唔應該,咁,自私,，,唔可以,只係,諗,自己,，,,,,,,,,
#,ji1-gaa1,jik6-cing4,gam3,jim4-zung6,#,ngo5-dei6,m4-jing1-goi1,gam3,zi6-si1,#,m4-ho2-ji5,zi2-hai6,nam2,zi6-gei2,#,,,,,,,,
#,now,pandemic,so,serious,#,we,should not,so,selfish,#,cannot,only,think,oneself,#,,,,,,,,
[18b],,,,,,,,,,,,,,,,,,,,,,,
為咗,你,自己,同,身邊,嘅,人,，,出街,記得,戴,口罩,，,,,,,,,,,,,
wai6-zo2,nei5,zi6-gei2,tung4,san1-bin1,ge3,jan4,#,ceot1-gaai1,gei3-dak1,daai3,hau2-zaau3,#,,,,,,,,,,,
for the sake of,you,oneself,and,surrounding,-,people,#,go out,remember,to put on,face mask,#,,,,,,,,,,,
[18c],,,,,,,,,,,,,,,,,,,,,,,
大家,要,保持,一,米,嘅,社交,距離,。,」,,,,,,,,,,,,,,
daai6-gaa1,jiu3,bou2-ci4,jat1,mai5,ge3,se5-gaau1,keoi5-lei4,#,#,,,,,,,,,,,,,,
everyone,need to ,keep,one,meter,-,social,distance,#,#,,,,,,,,,,,,,,
[19a],,,,,,,,,,,,,,,,,,,,,,,
阿達,繼續,講,「,因為,疫情,好多,人,都,冇,咗,工作,，,生活,上,都,出現,困難,，,,,,,
Aa3-daat6,gai3-zuk6,gong2,#,jan1-wai6,jik6-cing4,hou2-do1,jan4,dou1,mou5,zo2,gung1-zok3,#,sang1-wut6,soeng6,dou1,ceot1-jin6,kwan3-naan4,#,,,,,
Ah Tat,continue,to say,#,because of,pandemic,many,people,also,lose,-ed,job,#,life ,on,also,appear ,difficulty,#,,,,,
[19b],,,,,,,,,,,,,,,,,,,,,,,
所以,我,身為,社會,一分子,，,我,自願,捐出,我,一半,身家,，,幫助,一啲,有,需要,嘅,人,。,」,,,
so2-ji5,ngo5,san1-wai4,se5-wui2,jat1-fan6-zi2,#,ngo5,zi6-jyun6,gyun1-ceot1,ngo5,jat1-bun3,san1-gaa1,#,bong1-zo6,jat1-di1,jau5,seoi1-jiu3,ge3,jan4,#,#,,,
therefore,I,as,society,member,#,I,voluntary,donate,I,half,fortune,#,help,those,have,need,-,people,#,#,,,
[20a],,,,,,,,,,,,,,,,,,,,,,,
當,阿達,講,完,之後,，,好多,人,都,舉,起,手,大叫,：,,,,,,,,,,
dong1,aa3-daat6,gong2,jyun4,zi1-hau6,#,hou2-do1,jan4,dou1,geoi2,hei2,sau2,daai6-giu3,#,,,,,,,,,,
when,Ah Tat,say,finished,after,#,many,people,also,raise,up,hands,shout,#,,,,,,,,,,
[20b],,,,,,,,,,,,,,,,,,,,,,,
「,太,好,喇,！,終於,有,人,嚟,幫,我哋,喇,！,」,，,有啲,仲,喊,咗,出嚟,。,,,
#,taai3,hou2,laa3,#,zung1-jyu1,jau5,jan4,lai4,bong1,ngo5-dei6,laa3,#,#,#,jau5-di1,zung6,haam3,zo2,ceot1-lai4,#,,,
#,too,good,(particle),#,finally,there are,people,come,to help,us,(particle),#,#,#,some,even,cry,-ed ,out,#,,,
[21a],,,,,,,,,,,,,,,,,,,,,,,
大家,都,開心,到,又,唱歌,，,又,跳舞,。,但係,一,位,唱歌,嘅,伯伯,好似,太,開心,喇,，,,,
daai6-gaa1,dou1,hoi1-sam1,dou3,jau6,coeng3-go1,#,jau6,tiu3-mou5,#,daan6-hai6,jat1,wai2,coeng3-go1,ge3,baak3-baak3,hou2-ci5,taai3,hoi1-sam1,laa3,#,,,
everyone,all,happy,to a point,also,sing song,#,also,dance,#,but,one,(measure),sing song ,-,elderly man,seems,too,happy,(particle),#,,,
[21b],,,,,,,,,,,,,,,,,,,,,,,
唔記得,戴,口罩,。,因為,病毒,會,經,空氣,傳播,，,所以,屋企,嘅,小朋友,記得,唔可以,學,呀,！,,,,
m4-gei3-dak1,daai3,hau2-zaau3,#,jan1-wai6,beng6-duk6,wui5,ging1,hung1-hei3,cyun4-bo3,#,so2-ji5,uk1-kei2,ge3,siu2-pang4-jau5,gei3-dak1,m4-ho2-ji5,hok6,aa3,#,,,,
forget,to put on,face mask,#,because,virus,will,through,air,spread,#,therefore,home,-,children,remember,cannot,learn,(particle),#,,,,
[22a],,,,,,,,,,,,,,,,,,,,,,,
阿達,做,嘅,事,傳播,咗,出去,，,好多,傳媒,都,開始,關注,佢,，,,,,,,,,,
Aa3-daat6,zou6,ge3,si6,cyun4-bo3,zo2,ceot1-heoi3,#,hou2-do1,cyun4-mui4,dou1,hoi1-ci2,gwaan1-zyu3,keoi5,#,,,,,,,,,
Ah Tat,do,-,matter,spread,-ed  ,out,#,many,media,also,start,to follow ,him,#,,,,,,,,,
[22b],,,,,,,,,,,,,,,,,,,,,,,
同,走,嚟,睇下,發生,咩,事,，,令到,更多,人,都,開始,關注,疫情,。,,,,,,,,
tung4,zau2,lai4,tai2-haa5,faat3-sang1,me1,si6,#,ling6-dou3,gang3-do1,jan4,dou1,hoi1-ci2,gwaan1-zyu3,jik6-cing4,#,,,,,,,,
and,walk,to come,to look,happen,what,matter,#,cause,more,people,also,start,to pay attention to,pandemic,#,,,,,,,,
[23],,,,,,,,,,,,,,,,,,,,,,,
阿達,不停,噉,送,啲,防,疫,用品,畀,有,需要,嘅,人,，,都,有,好多,市民,自願,幫手,。,,,
Aa3-daat6,bat1-ting4,gam2,sung3,di1,fong4,jik6,jung6-ban2,bei2,jau5,seoi1-jiu3,ge3,jan4,#,dou1,jau5,hou2-do1,si5-man4,zi6-jyun6,bong1-sau2,#,,,
Ah Tat,non-stop,in this way,send,those,prevent,pandemic,products,to,have,needs,-,people,#,also,have,many,citizens,voluntary,help,#,,,
[24],,,,,,,,,,,,,,,,,,,,,,,
阿達,老婆,日日,都,希望,可以,疫情,快啲,好返,。,,,,,,,,,,,,,,
Aa3-daat6,lou5-po4,jat6-jat6,dou1,hei1-mong6,ho2-ji5,jik6-cing4,faai3-di1,hou2-faan1,#,,,,,,,,,,,,,,
Ah Tat,wife,every day,all,hope,can,pandemic,faster,get well,#,,,,,,,,,,,,,,
[25a],,,,,,,,,,,,,,,,,,,,,,,
而,阿達,為咗,令,自己,記得,身為,社會,一分子,嘅,責任,，,,,,,,,,,,,,
ji4,Aa3-daat6,wai6-zo2,ling6,zi6-gei2,gei3-dak1,san1-wai4,se5-wui2,jat1-fan6-zi2,ge3,zaak3-jam6,#,,,,,,,,,,,,
and,Ah Tat,in order to,cause,oneself,remember,as,society,member,-,responsibility,#,,,,,,,,,,,,
[25b],,,,,,,,,,,,,,,,,,,,,,,
所以,佢,決定,疫情,唔好返,，,就,唔剪,頭髮,。,,,,,,,,,,,,,,
so2-ji5,keoi5,kyut3-ding6,jik6-cing4,m4-hou2-faan1,#,zau6,m4-zin2,tau4-faat3,#,,,,,,,,,,,,,,
therefore,he,decide,pandemic,don't get well,#,then,don't cut,hair,#,,,,,,,,,,,,,,
