therefore,#,every,time,observatory,say,soon,have,typhoon,(linker),time,#,everyone,"all, also",very,jumping for joy,#,hope,(measure),wind/typhoon,can,hit,(suffix),hard,-er,long time,-er,#,to achieve,typhoon signal No.8,then,can,take day off,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
於是,，,每當,颱風,吹,到,嚟,嘅,時候,，,大家,都,好,關心,佢,嘅,級別,。,由,最初,掛,起,一號風球,開始,，,大家,就,不斷,許願,，,希望,佢,變成,三號風球,，,再,變成,八號風球,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jyu1-si6,#,mui5-dong1,toi4-fung1,ceoi1,dou3,lai4,ge3,si4-hau6,#,daai6-gaa1,dou1,hou2,gwaan1-sam1,keoi5,ge3,kap1-bit6,#,jau4,zeoi3-co1,gwaa3,hei2,jat1-hou6-fung1-kau4,hoi1-ci2,#,daai6-gaa1,zau6,bat1-dyun6,heoi2-jyun6,#,hei1-mong6,keoi5,bin3-sing4,saam1-hou6-fung1-kau4,#,zoi3,bin3-sing4,baat3-hou6-fung1-kau4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so,#,every time,typhoon,blow,to,come,(linker),time,#,everyone,"all, also",very,concerned about,it,(linker),level,#,from,initial,hang,up,typhoon signal No.1,begin,#,everyone,then,without stop,make wish,#,hope,it,become,typhoon signal No.3,#,then,become,typhoon signal No.8,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不過,，,香港,有,一個,人人,都,聽過,嘅,都市傳說,——,李氏力場,。,呢,道,力場,可以,阻擋,颱風,，,保護,香港人,嘅,安危,。,奇怪,嘅,係,，,呢,道,力場,往往,喺,大家,需要,返工,返學,嘅,日子,先,會,出現,，,當,大家,放工,放學,或,放假,，,力場,就,會,離奇,消失,。,,,,,,,,,,,,,,,,,,,,,,,,
bat1-gwo3,#,hoeng1-gong2,jau5,jat1-go3,jan4-jan4,dou1,teng1-gwo3,ge3,dou1-si5-cyun4-syut3,#,lei5-si6-lik6-coeng4,#,nei1,dou6,lik6-coeng4,ho2-ji5,zo2-dong2,toi4-fung1,#,bou2-wu6,hoeng1-gong2-jan4,ge3,on1-ngai4,#,kei4-gwaai3,ge3,hai6,#,nei1,dou6,lik6-coeng4,wong5-wong5,hai2,daai6-gaa1,seoi1-jiu3,faan1-gung1,faan1-hok6,ge3,jat6-zi2,sin1,wui5,ceot1-jin6,#,dong1,daai6-gaa1,fong3-gung1,fong3-hok6,waak6,fong3-gaa3,#,lik6-coeng4,zau6,wui5,lei4-kei4,siu1-sat1,#,,,,,,,,,,,,,,,,,,,,,,,,
however,#,Hong Kong,have,one (measure),everyone,"all, also",heard before,(linker),urban legend,#,Li's Force Field,#,this,(measure),force field,can,block,typhoon,#,protect,Hongkongers,(linker),safety,#,strange,(linker),is,#,this,(measure),force field,tend to,at,everyone,need to,go to work,go to school,(linker),days,then,will,appear,#,as,everyone,off work,after school,or,holiday,#,force field,then,will,mysteriously,disappear,#,,,,,,,,,,,,,,,,,,,,,,,,
[1f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
所以,，,通常,掛,親,八號,都,係,大家,唔使,返工,返學,嘅,時間,。,有,人,仲,話,天文台,同,啲,商人,、,老闆,互相,合作,，,令,大家,繼續,返工,。,所以,，,呢,道,力場,就,以,香港,首富,李家誠,命名,，,就,叫,李氏力場,。,如果,大家,想,放,到,打風,假,，,首先,就,要,令,李氏力場,消失,。,但,可惜,嘅,係,，,一直,都,冇人,知道,，,點樣,先,可以,令,佢,消失,。
so2-ji5,#,tung1-soeng4,gwaa3,can1,baat3-hou6,dou1,hai6,daai6-gaa1,m4-sai2,faan1-gung1,faan1-hok6,ge3,si4-gaan3,#,jau5,jan4,zung6,waa6,tin1-man4-toi4,tung4,di1,soeng1-jan4,#,lou5-baan2,wu6-soeng1,hap6-zok3,#,ling6,daai6-gaa1,gai3-zuk6,faan1-gung1,#,so2-ji5,#,nei1,dou6,lik6-coeng4,zau6,ji5,hoeng1-gong2,sau2-fu3,lei2-gaa1-sing4,ming6-ming4,#,zau6,giu3,lei5-si6-lik6-coeng4,#,jyu4-gwo2,daai6-gaa1,soeng2,fong3,dou2,daa2-fung1,gaa3,#,sau2-sin1,zau6,jiu3,ling6,lei5-si6-lik6-coeng4,siu1-sat1,#,daan6,ho2-sik1,ge3,hai6,#,jat1-zik6,dou1,mou5-jan4,zi1-dou3,#,dim2-joeng2,sin1,ho2-ji5,ling6,keoi5,siu1-sat1,#
therefore,#,usually,hang,whenever,No. 8,also,is,everyone,no need to,go to work,go to school,(linker),time,#,have,people,even,say,observatory,and,those,businessmen,#,boss,each other,cooperate,#,cause,everyone,continue,to go to work,#,therefore,#,this,(measure),force field,then,take,Hong Kong,tycoon,Li Ka Shing,to name,#,then,is called,Li's Force Field,#,if,everyone,want to,take,(suffix),typhoon,day off,#,first of all,then,have to,make,Li's Force Field,disappear,#,but,pity,(linker),is,#,since forever,"all, also",no one,know,#,what to do,then,can,make,it,disappear,#
[2a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正正,因為,噉,，,所以,大家,一邊,想,颱風,升級,嘅,同時,，,又,唔想,佢,咁,快,就,升,到,八號風球,。,因為,如果,個,風,咁,早,喺,放工,放學,或,公眾假期,升,到,八號,，,噉,到,咗,真正,返工,返學,嘅,時候,，,佢,就,已經,減弱,返,做,三號,甚至,一號風球,。,,,,,,,,,,,,,,,,,,,,,,,,
zing3-zing3,jan1-wai6,gam2,#,so2-ji6,daai6-gaa1,jat1-bin1,soeng2,toi4-fung1,sing1-kap1,ge3,tung4-si4,#,jau6,m4-soeng2,keoi5,gam3,faai3,zau6,sing1,dou3,baat3-hou6-fung1-kau4,#,jan1-wai6,jyu4-gwo2,go3,fung1,gam3,zou2,hai2,fong3-gung1,fong3-hok6,waak6,gung1-zung3-gaa3-kei4,sing1,dou3,baat3-hou6,#,gam2,dou3,zo2,zan1-zing3,faan1-gung1,faan1-hok6,ge3,si4-hau6,#,keoi5,zau6,ji5-ging1,gaam2-joek6,faan1,zou6,saam1-hou6,sam6-zi3,jat1-hou6-fung1-kau4,#,,,,,,,,,,,,,,,,,,,,,,,,
exactly,because,this,#,therefore,everyone,on one hand,want,typhoon,level up,(linker),at the same time,#,also,don't want,it,so,fast,then,rise,to,typhoon No.8,#,because,if,(measure),wind/typhoon,so,early,at,off work,after school,or,public holiday,rise,to,No. 8,#,then,arrive,-en,true,go to work,go to school,(linker),time,#,it,then,already,weaken,back,to,No. 3,or even,typhoon signal No.1,#,,,,,,,,,,,,,,,,,,,,,,,,
[2b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
記得,有,一,晚,，,媽媽,見到,打,緊,八號,，,一心,諗住,個,風,會,打,到,聽朝,，,可以,放,多,一日,假,，,就,約,埋,一,班,朋友,打,通宵,牌,。,點知,佢哋,打,到,朝早,六,點,，,佢,望,一,望,電視,，,先,發現,原來,個,風,已經,變,返,三號,！,,,,,,,,,,,,,,,,,,,,,
gei3-dak1,jau5,jat1,maan5,#,maa4-maa1,gin3-dou2,daa2,gan2,baat3-hou6,#,jat1-sam1,nam2-zyu6,go3,fung1,wui5,daa2,dou3,ting1-ziu1,#,ho2-ji5,fong3,do1,jat1-jat6,gaa3,#,zau6,joek3,maai4,jat1,baan1,pang4-jau5,daa2,tung1-siu1,paai2,#,dim2-zi1,keoi5-dei6,daa2,dou3,ziu1-zou2,luk6,dim2,#,keoi5,mong6,jat1,mong6,din6-si6,#,sin1,faat3-jin6,jyun4-loi4,go3,fung1,ji5-ging1,bin3,faan1,saam1-hou6,#,,,,,,,,,,,,,,,,,,,,,
remember,have,one,night,#,Mama,saw,hit,-ing,No. 8,#,wholeheartedly,thinking about,(measure),wind/typhoon,will,hit,till,tomorrow morning,#,can,take,more,one day,day off,#,then,invite,also,one,group of,friend,to play,overnight,Mahjong,#,unexpectedly,they,play,till,morning,six,o'clock,#,she,look,one,look,television,#,then,find out,it turns out,(measure),wind/typhoon,already,change,back,No. 3,#,,,,,,,,,,,,,,,,,,,,,
[2c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冇耐,佢,仲,收到,老細,Whatsapp,：,「,記得,準時,返工,啊,！,」,結果,佢,要,頂住,一,對,大大,嘅,黑眼圈,，,行路,左搖右擺,噉,返工,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mou5-noi2,keoi5,zung6,sau1-dou2,lou5-sai3,Whatsapp,#,#,gei3-dak1,zeon2-si4,faan1-gung1,aa3,#,#,git3-gwo2,keoi5,jiu3,ding2-zyu6,jat1,deoi3,daai6-daai6,ge3,haak1-ngaan5-hyun1,#,haang4-lou6,zo2-jiu4-jau6-baai2,gam2,faan1-gung1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not long (later),she,even,received,boss,Whatsapp,#,#,remember,to be on time,to go to work,(particle),#,#,as a result,she,have to,carry,one,pair of,huge,(linker),dark circle,#,walking,shaking left and right,-ly,to go to work,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不過,，,有啲,工種,係,風雨不改,都,要,返工,嘅,，,爸爸,就,係,呢,種,。,記得,上次,打風,，,明明,已經,掛,咗,八號風球,，,爸爸,都係,要,返工,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bat1-gwo3,#,jau5-di1,gung1-zung2,hai6,fung1-jyu5-bat1-goi2,dou1,jiu3,faan1-gung1,ge3,#,baa4-baa1,zau6,hai6,nei1,zung2,#,gei3-dak1,soeng6-ci3,daa2-fung1,#,ming4-ming4,ji5-ging1,gwaa3,zo2,baat3-hou6-fung1-kau4,#,baa4-baa1,dou1-hai6,jiu3,faan1-gung1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
however,#,some,types of work,is,firmly unchanging,"all, also",have to,go to work,(particle),#,Papa,then,is,this,type,#,remember,last time,experience typhoons,#,obviously,already,hang,-en,typhoon signal No.8,#,Papa,also,have to,go to work,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嗰時,出面,橫風橫雨,，,好多,樹,同,物件,都,俾,風,吹,到,上,路面,，,令,交通,受阻,。,爸爸,由,屋企,搭,返,公司,本身,只需,半,個鐘,車程,，,但,嗰,次,竟然,搭,咗,成,兩個,鐘,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go2-si4,ceot1-min6,waang4-fung1-waang4-jyu5,#,hou2-do1,syu6,tung4,mat6-gin2,dou1,bei2,fung1,ceoi1,dou3,soeng5,lou6-min2,#,ling6,gaau1-tung1,sau6-zo2,#,baa4-baa1,jau4,uk1-kei2,daap3,faan1,gung1-si1,bun2-san1,zi2-seoi1,bun3,go3-zung1,ce1-cing4,#,daan6,go2,ci3,ging2-jin4,daap3,zo2,sing4,loeng5-go3,zung1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at that time,outside,raining sideways,#,many,tree,and,object,"all, also",by,wind,blow,to,up,road surface,#,make,traffic,become obstructed,#,Papa,from,home,travel,back,company,originally,only need,half,hour(s),journey,#,but,that,time,to one's surprise,take,-en,almost,two (measure),hours,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
到,放工,嗰陣,，,仲,因為,好多,交通工具,暫停,服務,而,返,唔到,屋企,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dou3,fong3-gung1,go2-zan6,#,zung6,jan1-wai6,hou2-do1,gaau1-tung1-gung1-geoi6,zaam6-ting4,fuk6-mou6,ji4,faan1,m4-dou2,uk1-kei2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
till,off work,that time,#,even,because,many,mode of transport,suspend,service,then,return,cannot,home,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前,幾,日,，,香港,又,打風,喇,！,為咗,可以,推遲,小測,，,我,同,媽媽,一樣,，,心,入面,不斷,希望,可以,掛,到,八號風球,。,朝早,七,點,，,我,起身,準備,返學,嗰陣,，,聽到,出面,啲,風,吹,到,呼呼,聲,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cin4,gei2,jat6,#,hoeng1-gong2,jau6,daa2-fung1,laa3,#,wai6-zo2,ho2-ji5,teoi1-ci4,siu2-cak1,#,ngo5,tung4,maa4-maa1,jat1-joeng6,#,sam1,jap6-min6,bat1-dyun6,hei1-mong6,ho2-ji5,gwaa3,dou2,baat3-hou6-fung1-kau4,#,ziu1-zou2,cat1,dim2,#,ngo5,hei2-san1,zeon2-bei6,faan1-hok6,go2-zan6,#,teng1-dou2,ceot1-min6,di1,fung1,ceoi1,dou3,fu4-fu2,seng1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prior,several,day,#,Hong Kong,again,experience a typhoon,(particle),#,in order to,be able to,delay,quiz,#,I,and,Mama,the same,#,heart,inside,endlessly,hope,can,hang,(suffix),typhoon signal No.8,#,morning,seven,o'clock,#,I,get up,to prepare,to go to school,that time,#,heard,outside,the,wind,blow,to,(sound of gales),sound,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,記起,天文台,話,今日,會,打風,，,心,入面,就,不斷,諗住,：,八號,！,八號,！,八號,！,然後,打開,電視,一,望,，,結果,只係,三號,風,。,唉,，,始終,都係,鬥,唔過,李氏力場,。,好彩,噚晚,我,冇,諗住,一定,放假,就,通宵,打機,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,gei3-hei2,tin1-man4-toi4,waa6,gam1-jat6,wui5,daa2-fung1,#,sam1,jap6-min6,zau6,bat1-dyun6,nam2-zyu6,#,baat3-hou6,#,baat3-hou6,#,baat3-hou6,#,jin4-hau6,daa2-hoi1,din6-si6,jat1,mong6,#,git3-gwo2,zi2-hai6,saam1-hou6,fung1,#,aai1,#,ci2-zung1,dou1-hai6,dau3,m4-gwo3,lei5-si6-lik6-coeng4,#,hou2-coi2,cam4-maan5,ngo5,mou5,nam2-zyu6,jat1-ding6,fong3-gaa3,zau6,tung1-siu1,daa2-gei1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,recall,observatory,say,today,will,experience a typhoon,#,heart,inside,then,endlessly,thinking about,#,No. 8,#,No. 8,#,No. 8,#,then,turn on,television,once,look,#,result,just only,No. 3,wind/typhoon,#,Sigh!,#,after all,also,fight,cannot,Li's Force Field,#,luckily,last night,I,don't have,thinking about,surely,holiday,then,overnight,play video games,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不過,媽媽,就,一,臉,失望,噉,望,住,電視機,左,上,角,嘅,三號風球,符號,——,睇嚟,佢,噚晚,又,同,朋友,通宵,打麻雀,喇,……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bat1-gwo3,maa4-maa1,zau6,jat1,lim6,sat1-mong6,gam2,mong6,zyu6,din6-si6-gei1,zo2,soeng6,gok3,ge3,saam1-hou6-fung1-kau4,fu4-hou2,#,tai2-lai4,keoi5,cam4-maan5,jau6,tung4,pang4-jau5,tung1-siu1,daa2-maa4-zoek2,laa3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
however,Mama,then,one,face,disappointment,-ly,stare,-ing,television,left,upper,corner,(linker),typhoon signal No.3,symbol,#,seems like,she,last night,again,with,friend,overnight,play Mahjong,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雖然,爸爸,「,八號,」,風球,係,冇,假,放,，,不過,幾,日,之後,，,我,發現,佢,將,希望,寄託,喺,另一,個,「,八號,」,——,佢,好,專心,噉,望,住,電視,，,對,住,一,隻,印,有,「,8,」,字,嘅,馬匹,大聲,吶喊,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seoi1-jin4,baa4-baa1,#,baat3-hou6,#,fung1-kau4,hai6,mou5,gaa3,fong3,#,bat1-gwo3,gei2,jat6,zi1-hau6,#,ngo5,faat3-jin6,keoi5,zoeng1,hei1-mong6,gei3-tok3,hai2,ling6-jat1,go3,#,baat3-hou6,#,#,keoi5,hou2,zyun1-sam1,gam2,mong6,zyu6,din6-si6,#,deoi3,zyu6,jat1,zek3,jan3,jau5,#,baat3,#,zi6,ge3,maa5-pat1,daai6-seng1,naap6-haam3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
although,Papa,#,No. 8,#,typhoon ball,is,don't have,day off,to take,#,however,several,day,later,#,I,find out,he,put,hope,entrust,at,another,(measure),#,No. 8,#,#,he,very,concentrated,-ly,stare,-ing,television,#,face,-ing,one,(measure),printed,have,#,8,#,character,(linker),horse,loudly,shout,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八號,馬,同,其他,馬,一齊,跑,，,佢哋,跑,得,越嚟越快,，,爸爸,就,叫,得,越嚟越大聲,。,原來,爸爸,同,我,一樣,咁,鍾情,於,「,八號,」,！,但,結果,「,八號,」,都係,令,我哋,大失所望,……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baat3-hou6,maa5,tung4,kei4-taa1,maa5,jat1-cai4,paau2,#,keoi5-dei6,paau2,dak1,jyut6-lai4-jyut6-faai3,#,baa4-baa1,zau6,giu3,dak1,jyut6-lai4-jyut6-daai6-seng1,#,jyun4-loi4,baa4-baa1,tung4,ngo5,jat1-joeng6,gam3,zung1-cing4,jyu1,#,baat3-hou6,#,#,daan6,git3-gwo2,#,baat3-hou6,#,dou1-hai6,ling6,ngo5-dei6,daai6-sat1-so2-mong6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. 8,horse,and,other,horse,together,run,#,they,run,(suffix),faster and faster,#,Papa,then,shout,(suffix),louder and louder,#,it turns out,Papa,and,I,equally,so,devoted,to,#,No. 8,#,#,but,in the end,#,No. 8,#,also,make,we,very disappointed,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,諗,，,大家,都係,返去,繼續,努力,做嘢,，,唔好,再,對,「,八號,」,有,咁,多,幻想,喇,……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,nam2,#,daai6-gaa1,dou1-hai6,faan1-heoi3,gai3-zuk6,nou5-lik6,zou6-je5,#,m4-hou2,zoi3,deoi3,#,baat3-hou6,#,jau5,gam3,do1,waan6-soeng2,laa3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,think,#,everyone,"all, also",go back,continue,try one's best,to work,#,do not,again,towards,#,No. 8,#,have,so,much,fantasy,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
