[1],,,,,,,,,,,,,,,,,
have or don't have,people,come,to help,me,(particle),#,#,,,,,,,,,,
[9],,,,,,,,,,,,,,,,,
爸爸,聽到,小智,喺度,喊,，,跟住,行,咗,過嚟,。,,,,,,,
baa4-baa1,teng1-dou2,Siu2-Zi3,hai2-dou6,haam3,#,gan1-zyu6,haang4,zo2,gwo3-lai2,#,,,,,,,
father,hear,Archie,right here,cry,#,then,walk,-ed,come here,#,,,,,,,
[10a],,,,,,,,,,,,,,,,,
爸爸,：,「,小智,，,你,大個,仔,喇,，,,,,,,,,
baa4-baa1,#,#,Siu2-Zi3,#,nei5,daai6-go3,zai2,laa3,#,,,,,,,,
father,#,#,Archie,#,you,grown up,boy,(particle),#,,,,,,,,
[10b],,,,,,,,,,,,,,,,,
你,可以,自己,爬,返,落嚟,㗎,。,你,做,到,㗎,！,」,,,,
nei5,ho2-ji5,zi6-gei2,paa4,faan1,lok6-lai4,gaa3,#,nei5,zou6,dou2,gaa3,#,#,,,,
you,can,yourself,climb,back,down,(particle),#,you,do,can,(particle),#,#,,,,
[10c],,,,,,,,,,,,,,,,,
小智,：,「,知道,！,我,會,試下,。,」,,,,,,,,
Siu2-Zi3,#,#,zi1-dou3,#,ngo5,wui5,si3-haa5,#,#,,,,,,,,
Archie,#,#,know,#,I,will,try,#,#,,,,,,,,
[11],,,,,,,,,,,,,,,,,
小智,好,驚,，,佢,唔會,喊,，,佢,大個,仔,。,,,,,,
Siu2-Zi3,hou2,geng1,#,keoi5,m4-wui5,haam3,#,keoi5,daai6-go3,zai2,#,,,,,,
Archie,very,afraid,#,he,will not,cry,#,he,grown up,boy,#,,,,,,
[12],,,,,,,,,,,,,,,,,
小智,慢慢,噉,爬,落嚟,。,,,,,,,,,,,,
Siu2-Zi3,maan6-maan2,gam2,paa4,lok6-lai4,#,,,,,,,,,,,,
Archie,slowly,in this way,climb,down,#,,,,,,,,,,,,
[13a],,,,,,,,,,,,,,,,,
小智,落,到,嚟,喇,！,佢,做,到,喇,！,,,,,,,
Siu2-Zi3,lok6,dou2,lai4,laa3,#,keoi5,zou6,dou2,laa3,#,,,,,,,
Archie,go down,can,come,(particle),#,he,do,can,(particle),#,,,,,,,
[13b],,,,,,,,,,,,,,,,,
小智,好,開心,噉,講,：,「,我,覺得,自己,真係,大個,仔,喇,！,」,,
Siu2-Zi3,hou2,hoi1-sam1,gam2,gong2,#,#,ngo5,gok3-dak1,zi6-gei2,zan1-hai6,daai6-go3,zai2,laa3,#,#,,
Archie,very,happy,in this way,say,#,#,I,feel,myself,really,grown up,boy,(particle),#,#,,
