[4a],,,,,,,,,,,,,,,,,,,,,,,
突然,，,喺,藍藍,面前,出現,咗,一,隻,會,講,人,話,、,,,,,,,,,,
dat6-jin4,#,hai2,laam4-laam2,min6-cin4,ceot1-jin6,zo2,jat1,zek3,wui5,gong2,jan4,waa2,#,,,,,,,,,,
all at once,#,at,Lam Lam,in front of,to appear,-ed,one,(measure),will,to say,human,language,#,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,,,,
踩,住,單車,嘅,兔仔,。,,,,,,,,,,,,,,,,,,
caai2,zyu6,daan1-ce1,ge3,tou3-zai2,#,,,,,,,,,,,,,,,,,,
step on,-ing,bicycle,-,rabbit,#,,,,,,,,,,,,,,,,,,
[4c],,,,,,,,,,,,,,,,,,,,,,,
藍藍,好,驚,噉,話,：,「,唔好意思,呀,！,我,都,唔,知,點解,自己,會,嚟,咗,呢度,！,」,,
laam4-laam2,hou2,geng1,gam2,waa6,#,#,m4-hou2-ji3-si1,aa3,#,ngo5,dou1,m4,zi1,dim2-gaai2,zi6-gei2,wui5,lai4,zo2,ni1-dou6,#,#,,
Lam Lam,very,afraid,-ly,to say,#,#,Sorry,(particle),#,I,also,not,to know,why,oneself,will,to come,-ed,here,#,#,,
[5a],,,,,,,,,,,,,,,,,,,,,,,
原來,隻,兔仔,係,呢度,嘅,國王,。,,,,,,,,,,,,,,,,
jyun4-loi4,zek3,tou3-zai2,hai6,ni1-dou6,ge3,gwok3-wong4,#,,,,,,,,,,,,,,,,
it turns out,(measure),rabbit,is,here,('s),king,#,,,,,,,,,,,,,,,,
[5b],,,,,,,,,,,,,,,,,,,,,,,
國王,話,：,「,你,係,第一,個,聽到,我,講嘢,嘅,小朋友,。,,,,,,,,,,
gwok3-wong4,waa6,#,#,nei5,hai6,dai6-jat1,go3,teng1-dou2,ngo5,gong2-je5,ge3,siu2-pang4-jau5,#,,,,,,,,,,
king,to say,#,#,you,is,first,(measure),to hear,I,speaking,-,child,#,,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,,,,,,
不如,我,帶,你,四圍,行下,啦,。,上,車,！,」,,,,,,,,,,,,
bat1-jyu4,ngo5,daai3,nei5,sei3-wai4,haang4-haa5,laa1,#,soeng5,ce1,#,#,,,,,,,,,,,,
how about,I,to bring,you,around,to walk,(particle),#,to go up,car,#,#,,,,,,,,,,,,
[6],,,,,,,,,,,,,,,,,,,,,,,
藍藍,覺得,呢度,好,靚,。,,,,,,,,,,,,,,,,,,
laam4-laam2,gok3-dak1,ni1-dou6,hou2,leng3,#,,,,,,,,,,,,,,,,,,
Lam Lam,to feel,here,very,beautiful,#,,,,,,,,,,,,,,,,,,
[7a],,,,,,,,,,,,,,,,,,,,,,,
雀仔,話,：,「,兔,國王,早晨,！,」,,,,,,,,,,,,,,,
zoek3-zai2,waa6,#,#,tou3,gwok3-wong4,zou2-san4,#,#,,,,,,,,,,,,,,,
bird,to say,#,#,rabbit,king,morning,#,#,,,,,,,,,,,,,,,
[7b],,,,,,,,,,,,,,,,,,,,,,,
國王,話,：,「,早晨,，,今日,想,唱,咩,歌,呀,？,」,,,,,,,,,,
gwok3-wong4,waa6,#,#,zou2-san4,#,gam1-jat6,soeng2,coeng3,me1,go1,aa3,#,#,,,,,,,,,,
king,to say,#,#,morning,#,today,to want,to sing,what,song,(particle),#,#,,,,,,,,,,
[7c],,,,,,,,,,,,,,,,,,,,,,,
雀仔,話,：,「,不如,唱,《,有,隻,雀仔,跌,落,水,》,？,,,,,,,,,
zoek3-zai2,waa6,#,#,bat1-jyu4,coeng3,#,jau5,zek3,zoek3-zai2,dit3,lok6,seoi2,#,#,,,,,,,,,
bird,to say,#,#,how about,to sing,#,have,(measure),bird,to fall,down,water,#,#,,,,,,,,,
[7d],,,,,,,,,,,,,,,,,,,,,,,
頭先,有,隻,雀仔,BB,學,飛,嗰陣,跌,咗,落,水,。,」,,,,,,,,,,
tau4-sin1,jau5,zek3,zoek3-zai2,#,hok6,fei1,go2-zan6,dit3,zo2,lok6,seoi2,#,#,,,,,,,,,,
just now,have,(measure),bird,baby,to study,to fly,that time,to fall,-ed,down,water,#,#,,,,,,,,,,
[7e],,,,,,,,,,,,,,,,,,,,,,,
龜仔,話,：,「,係,呀,！,不過,冇,『,被,水,沖,去,』,！,我哋,有,救,返,佢,上嚟,。,」
gwai1-zai2,waa6,#,#,hai6,aa3,#,bat1-gwo3,mou5,#,bei6,seoi2,cung1,heoi3,#,#,ngo5-dei6,jau5,gau3,faan1,keoi5,soeng5-lai4,#,#
little turtle,to say,#,#,is,(particle),#,but,don't have,#,(passive),water,rinse,to go,#,#,we,have,to save,back,it,to come up,#,#
[7f],,,,,,,,,,,,,,,,,,,,,,,
國王,話,：,「,你哋,好,叻,喎,！,」,,,,,,,,,,,,,,
gwok3-wong4,waa6,#,#,nei5-dei6,hou2,lek1,wo3,#,#,,,,,,,,,,,,,,
king,to say,#,#,you (plural),very,brilliant,(particle),#,#,,,,,,,,,,,,,,
[8a],,,,,,,,,,,,,,,,,,,,,,,
跟住,佢哋,見到,兩,隻,貓仔,喺度,打交,。,,,,,,,,,,,,,,,
gan1-zyu6,keoi5-dei6,gin3-dou2,loeng5,zek3,maau1-zai2,hai2-dou6,daa2-gaau1,#,,,,,,,,,,,,,,,
and then,they,to see,two,(measure),little cat,right here,to fight,#,,,,,,,,,,,,,,,
[8b],,,,,,,,,,,,,,,,,,,,,,,
白,貓,指住,啡,貓,話,：,「,佢,想,食,我,個,蛋糕,呀,！,」,,,,,,,
baak6,maau1,zi2-zyu6,fe1,maau1,waa6,#,#,keoi5,soeng2,sik6,ngo5,go3,daan6-gou1,aa3,#,#,,,,,,,
white,cat,to point at,brown,cat,to say,#,#,it,to want,to eat,I,(measure),cake,(particle),#,#,,,,,,,
[8c],,,,,,,,,,,,,,,,,,,,,,,
國王,話,：,「,我哋,唔,可以,冇,問,過,就,拎,人哋,啲,嘢食,，,,,,,,,,
gwok3-wong4,waa6,#,#,ngo5-dei6,m4,ho2-ji5,mou5,man6,gwo3,zau6,ling1,jan4-dei6,di1,je5-sik6,#,,,,,,,,
king,to say,#,#,we,not,can,don't have,to ask,-ed,then,take,others,some,food,#,,,,,,,,
[8d],,,,,,,,,,,,,,,,,,,,,,,
都,唔,可以,打交,，,要,做,好,朋友,呀,。,」,,,,,,,,,,,,
dou1,m4,ho2-ji5,daa2-gaau1,#,jiu3,zou6,hou2,pang4-jau5,aa3,#,#,,,,,,,,,,,,
also,not,can,to fight,#,should,to be,good,friend,(particle),#,#,,,,,,,,,,,,
[8e],,,,,,,,,,,,,,,,,,,,,,,
啡,貓,話,：,「,哦,……,噉,我哋,一,人,一半,啦,！,」,,,,,,,,,
fe1,maau1,waa6,#,#,ngo4,#,gam2,ngo5-dei6,jat1,jan4,jat1-bun3,laa1,#,#,,,,,,,,,
brown,cat,to say,#,#,Oh,#,then,we,one,person,a half,(particle),#,#,,,,,,,,,
[9a],,,,,,,,,,,,,,,,,,,,,,,
豬仔,話,：,「,國王,早晨,！,我,好,肚餓,，,,,,,,,,,,,,,
zyu1-zai2,waa6,#,#,gwok3-wong4,zou2-san4,#,ngo5,hou2,tou5-ngo6,#,,,,,,,,,,,,,
little pig,to say,#,#,king,morning,#,I,very,hungry,#,,,,,,,,,,,,,
[9b],,,,,,,,,,,,,,,,,,,,,,,
但係,我,冇,錢,買,嘢食,......,」,,,,,,,,,,,,,,,,
daan6-hai6,ngo5,mou5,cin2,maai5,je5-sik6,#,#,,,,,,,,,,,,,,,,
but,I,don't have,money,to buy,food,#,#,,,,,,,,,,,,,,,,
[10a],,,,,,,,,,,,,,,,,,,,,,,
國王,話,：,「,我,有,紅蘿蔔,，,請,你,食,吖,。,」,,,,,,,,,,
gwok3-wong4,waa6,#,#,ngo5,jau5,hung4-lo4-baak6,#,ceng2,nei5,sik6,aa1,#,#,,,,,,,,,,
king,to say,#,#,I,have,carrot,#,to treat,you,to eat,(particle),#,#,,,,,,,,,,
[10b],,,,,,,,,,,,,,,,,,,,,,,
豬仔,話,：,「,多謝,你,呀,！,」,,,,,,,,,,,,,,,
zyu1-zai2,waa6,#,#,do1-ze6,nei5,aa3,#,#,,,,,,,,,,,,,,,
little pig,to say,#,#,thank,you,(particle),#,#,,,,,,,,,,,,,,,
[10c],,,,,,,,,,,,,,,,,,,,,,,
國王,話,：,「,唔使客氣,！,」,,,,,,,,,,,,,,,,,
gwok3-wong4,waa6,#,#,m4-sai2-haak3-hei3,#,#,,,,,,,,,,,,,,,,,
king,to say,#,#,You're welcome,#,#,,,,,,,,,,,,,,,,,
[11],,,,,,,,,,,,,,,,,,,,,,,
國王,帶,藍藍,嚟,到,一個,大,箱,前,，,問,藍藍,想,唔想,飛,。,,,,,,,,
gwok3-wong4,daai3,laam4-laam2,lai4,dou3,jat1-go3,daai6,soeng1,cin4,#,man6,laam4-laam2,soeng2,m4-soeng2,fei1,#,,,,,,,,
king,to bring,Lam Lam,to come,to,one,big,box,front,#,to ask,Lam Lam,to want,don't want,to fly,#,,,,,,,,
[12a],,,,,,,,,,,,,,,,,,,,,,,
「,飛,？,」,,,,,,,,,,,,,,,,,,,,
#,fei1,#,#,,,,,,,,,,,,,,,,,,,,
#,to fly,#,#,,,,,,,,,,,,,,,,,,,,
[12b],,,,,,,,,,,,,,,,,,,,,,,
「,係,呀,，,飛,！,」,,,,,,,,,,,,,,,,,
#,hai6,aa3,#,fei1,#,#,,,,,,,,,,,,,,,,,
#,is,(particle),#,to fly,#,#,,,,,,,,,,,,,,,,,
[13a],,,,,,,,,,,,,,,,,,,,,,,
一,眨眼,，,佢哋,就,上,咗,天,喇,！,,,,,,,,,,,,,,
jat1,zaam2-ngaan5,#,keoi5-dei6,zau6,soeng5,zo2,tin1,laa3,#,,,,,,,,,,,,,,
one,blink,#,they,then,to go up,-ed,sky,already,#,,,,,,,,,,,,,,
[13b],,,,,,,,,,,,,,,,,,,,,,,
藍藍,話,：,「,原來,飛,係,咁,自由,，,咁,開心,㗎,！,多謝,你,呀,！,」,,,,,
laam4-laam2,waa6,#,#,jyun4-loi4,fei1,hai6,gam3,zi6-jau4,#,gam3,hoi1-sam1,gaa3,#,do1-ze6,nei5,aa3,#,#,,,,,
Lam Lam,to say,#,#,it turns out,to fly,is,so,free,#,so,happy,(particle),#,thank,you,(particle),#,#,,,,,
[13c],,,,,,,,,,,,,,,,,,,,,,,
國王,話,：,「,唔使客氣,！,」,,,,,,,,,,,,,,,,,
gwok3-wong4,waa6,#,#,m4-sai2-haak3-hei3,#,#,,,,,,,,,,,,,,,,,
king,to say,#,#,You're welcome,#,#,,,,,,,,,,,,,,,,,
[13d],,,,,,,,,,,,,,,,,,,,,,,
突然,一,陣,大,風,吹,埋嚟,，,吹,跌,咗,藍藍,，,,,,,,,,,,,
dat6-jin4,jat1,zan6,daai6,fung1,ceoi1,maai4-lai4,#,ceoi1,dit3,zo2,laam4-laam2,#,,,,,,,,,,,
all at once,one,(measure),big,wind,to blow,to come over,#,to blow,to fall,-ed,Lam Lam,#,,,,,,,,,,,
[13e],,,,,,,,,,,,,,,,,,,,,,,
藍藍,跌,咗,入,隧道,。,,,,,,,,,,,,,,,,,,
laam4-laam2,dit3,zo2,jap6,seoi6-dou6,#,,,,,,,,,,,,,,,,,,
Lam Lam,to fall,-ed,to enter,tunnel,#,,,,,,,,,,,,,,,,,,
[14a],,,,,,,,,,,,,,,,,,,,,,,
原來,藍藍,喺,書,檯,上,瞓着,咗,，,,,,,,,,,,,,,,,
jyun4-loi4,laam4-laam2,hai2,syu1,toi2,soeng6,fan3-zoek3,zo2,#,,,,,,,,,,,,,,,
it turns out,Lam Lam,at,book,table,top,to fall asleep ,-ed,#,,,,,,,,,,,,,,,
[14b],,,,,,,,,,,,,,,,,,,,,,,
黃色,大門,變,返,做,黃色,書包,。,,,,,,,,,,,,,,,,
wong4-sik1,daai6-mun4,bin3,faan1,zou6,wong4-sik1,syu1-baau1,#,,,,,,,,,,,,,,,,
yellow,main entrance,to change,back,to be,yellow,schoolbag,#,,,,,,,,,,,,,,,,
[14c],,,,,,,,,,,,,,,,,,,,,,,
爸爸,問,：,「,你,做,晒,啲,功課,未,呀,？,」,,,,,,,,,,,
baa4-baa1,man6,#,#,nei5,zou6,saai3,di1,gung1-fo3,mei6,aa3,#,#,,,,,,,,,,,
father,to ask,#,#,you,to do,all,some,homework,yet,(particle),#,#,,,,,,,,,,,
[14d],,,,,,,,,,,,,,,,,,,,,,,
藍藍,話,：,「,我,頭先,見到,好多,動物,，,,,,,,,,,,,,,,
laam4-laam2,waa6,#,#,ngo5,tau4-sin1,gin3-dou2,hou2-do1,dung6-mat6,#,,,,,,,,,,,,,,
Lam Lam,to say,#,#,I,just now,to see,many,animal,#,,,,,,,,,,,,,,
[14e],,,,,,,,,,,,,,,,,,,,,,,
隻,隻,都,識,講嘢,！,」,,,,,,,,,,,,,,,,,
zek3,zek3,dou1,sik1,gong2-je5,#,#,,,,,,,,,,,,,,,,,
(meas.),(meas.),all,to know,speaking,#,#,,,,,,,,,,,,,,,,,
[14f],,,,,,,,,,,,,,,,,,,,,,,
爸爸,話,：,「,你,一定,係,發,白日夢,，,快啲,做,埋,啲,功課,啦,！,」,,,,,,
baa4-baa1,waa6,#,#,nei5,jat1-ding6,hai6,faat3,baak6-jat6-mung6,#,faai3-di1,zou6,maai4,di1,gung1-fo3,laa1,#,#,,,,,,
father,to say,#,#,you,sure,is,have,daydreaming,#,faster,to do,also,some,homework,(particle),#,#,,,,,,
[15a],,,,,,,,,,,,,,,,,,,,,,,
藍藍,好,掛住,黃色,大門,入面,嘅,世界,，,,,,,,,,,,,,,,,
laam4-laam2,hou2,gwaa3-zyu6,wong4-sik1,daai6-mun4,jap6-min6,ge3,sai3-gaai3,#,,,,,,,,,,,,,,,
Lam Lam,very,to miss,yellow,main entrance,inside,('s),world,#,,,,,,,,,,,,,,,
[15b],,,,,,,,,,,,,,,,,,,,,,,
一個,和平,、,自由,、,開心,、,,,,,,,,,,,,,,,,,
jat1-go3,wo4-ping4,#,zi6-jau4,#,hoi1-sam1,#,,,,,,,,,,,,,,,,,
one,peaceful,#,free,#,happy,#,,,,,,,,,,,,,,,,,
[15c],,,,,,,,,,,,,,,,,,,,,,,
令,佢,永遠,記得,嘅,美好,世界,！,,,,,,,,,,,,,,,,
ling6,keoi5,wing5-jyun5,gei3-dak1,ge3,mei5-hou2,sai3-gaai3,#,,,,,,,,,,,,,,,,
make,her,forever,to remember,of,wonderful,world,#,,,,,,,,,,,,,,,,
