dat6-jin4,mun4-zung1,jau5,seng1,#,hai6,maa4-maa1,ge3,sai3-lou2,dou1,lai4,zo2,tung4,ngo5-dei6,jat1-cai4,sik6-faan6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suddenly,door bell,has,sound,#,is,mother, 's,younger brother,also,come,-ed,with,us,together,to have a meal,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,用,廣東話,叫,佢,「,叔叔,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,jung6,Gwong2-Dung1-Waa2,giu3,keoi5,#,suk1-suk1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,use,Cantonese,to call,him,#,paternal uncle,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佢,笑,住,話,：,「,我,唔係,叔叔,，,係,舅父,。,媽媽,嘅,細佬,係,舅父,，,爸爸,嘅,細佬,先,係,叔叔,，,記住,喇,。,」,,,,,,,,,,,,,,,,,,
keoi5,siu3,zyu6,waa6,#,#,ngo5,m4-hai6,suk1-suk1,#,hai6,kau3-fu2,#,maa4-maa1,ge3,sai3-lou2,hai6,kau3-fu2,#,baa4-baa1,ge3,sai3-lou2,sin1,hai6,suk1-suk1,#,gei3-zyu6,laa3,#,#,,,,,,,,,,,,,,,,,,
he,laugh,-ing,say,#,#,I,am not,paternal uncle,#,is,maternal uncle,#,mother, 's,younger brother,is,maternal uncle,#,father, 's,younger brother,really,is,paternal uncle,#,remember,(particle),#,#,,,,,,,,,,,,,,,,,,
[10a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,笑笑口,講,：,「,啊,！,真係,有啲,唔好意思,，,廣東話,真係,好,難,啊,，,睇嚟,我,要,講,多啲,，,學,多啲,先,喇,。,」,,,,,,,,,,,,,,,,,,,
ngo5,siu3-siu3-hau2,gong2,#,#,aa3,#,zan1-hai6,jau5-di1,m4-hou2-ji3-si3,#,Gwong2-Dung1-Waa2,zan1-hai6,hou2,naan4,aa3,#,tai2-lai4,ngo5,jiu3,gong2,do1-di1,#,hok6,do1-di1,sin1,laa3,#,#,,,,,,,,,,,,,,,,,,,
I,smiling,say,#,#,Oh,#,really,a bit,sorry,#,Cantonese,really,very,difficult,(particle),#,it seems,I,have to,speak,more,#,learn,more,first,(particle),#,#,,,,,,,,,,,,,,,,,,,
