ngo5,soeng2,hok6,baa4-baa1,ling1,zyu6,wun2,tong1,jam2,#,ngo5,dim3-haa5,go3,wun2,#,wun2,tong1,hou2,jit6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,want,to learn,father,take,-ing,bowl,soup,drink,#,I,touch,(measure),bowl,#,bowl,soup,very,hot,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,睇,一,睇,媽媽,，,媽媽,叫,我,唔好,驚,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,tai2,jat1,tai2,maa4-maa1,#,maa4-maa1,giu3,ngo5,m4-hou2,geng1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,look,one,look,mother,#,mother,ask,me,do not,afraid,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,知道,喇,！,媽媽,爸爸,都,喺度,，,我,唔使,驚,㗎,！,我,再試,多,一,次,，,我,拎,到,喇,！,好,熱,！,好,重,！,啊,——,,,,,,,,,,,,,,,
ngo5,zi1-dou3,laa3,#,maa4-maa1,baa4-baa1,dou1,hai2-dou6,#,ngo5,m4-sai2,geng1,gaa3,#,ngo5,zoi3-si3,do1,jat1,ci3,#,ngo5,ling1,dou2,laa3,#,hou2,jit6,#,hou2,cung5,#,aa3,#,,,,,,,,,,,,,,,
I,know,already,#,mother,father,also,right here,#,I,no need,afraid,(particle),#,I,try again,more,one,time,#,I,take,-ed,already,#,very,hot,#,very,heavy,#,(particle),#,,,,,,,,,,,,,,,
[7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
碗,湯,跌咗,落,地下,，,個,碗,爛咗,，,我,好,驚,叔叔,姨姨,會,鬧,我,，,驚,到,喊,咗,出嚟,。,,,,,,,,,,,,,,,,,,,,,,,
wun2,tong1,dit3-zo2,lok6,dei6-haa2,#,go3,wun2,laan6-zo2,#,ngo5,hou2,geng1,suk1-suk1,ji1-ji1,wui5,naau6,ngo5,#,geng1,dou3,haam3,zo2,ceot1-lai4,#,,,,,,,,,,,,,,,,,,,,,,,
bowl,soup,dropped,down,floor,#,(measure),bowl,broken,#,I,very,afraid,uncle,auntie,will,scold,me,#,afraid,to,cry,-ed,out,#,,,,,,,,,,,,,,,,,,,,,,,
[8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
姨姨,見到,個,碗,爛咗,，,不過,佢,冇,鬧,我,，,仲,問,我,：,「,你哋,有冇,事,啊,？,等我,清理下,先,。,唔好,喊,啦,，,冇嘢,喇,！,,,,,,,,,,,,,,,
ji1-ji1,gin3-dou2,go3,wun2,laan6-zo2,#,bat1-gwo3,keoi5,mou5,naau6,ngo5,#,zung6,man6,ngo5,#,#,nei5-dei6,jau5-mou5,si6,aa3,#,dang2-ngo5,cing1-lei5-haa5,sin1,#,m4-hou2,haam3,laa1,#,mou5-je5,laa3,#,,,,,,,,,,,,,,,
auntie,see,(measure),bowl,broken,#,however,she,doesn't,scold,me,#,and,ask,me,#,#,you,have-or-haven't,matter,(particle),#,wait for me,sort out,first,#,do not,cry,(particle),#,it is alright,already,#,,,,,,,,,,,,,,,
[9],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叔叔,叫,我哋,坐,去,第二張,枱,，,仲,拎,咗,碗,新,嘅,湯,畀我,，,呢次,媽媽,餵,我,飲,。,我,覺得,呢度,啲,湯,同,嘢食,都,好,好味,，,叔叔,同,姨姨,都,好,好人,。,,,,,,,
suk1-suk1,giu3,ngo5-dei6,co5,heoi3,dai6-ji6-zoeng1,toi2,#,zung6,ling1,zo2,wun2,san1,ge3,tong1,bei2-ngo5,#,ni1-ci3,maa4-maa1,wai3,ngo5,jam2,#,ngo5,gok3-dak1,ni1-dou6,di1,tong1,tung4,je5-sik6,dou1,hou2,hou2-mei6,#,suk1-suk1,tung4,ji1-ji1,dou1,hou2,hou2-jan4,#,,,,,,,
uncle,call,us,sit,to,next,table,#,and,take,-ed,bowl,new,s,soup,to me,#,this time,mother,feed,me,to drink,#,I,think,here,those,soup,and,food,all,very,delicious,#,uncle,and,auntie,also,very,nice person,#,,,,,,,
[10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
要,走,喇,，,我,同,姨姨,講,：,「,我,好鍾意,嚟,呢度,食飯,！,」,姨姨,答,我,：,「,多謝,你,啊,！,下次,再,嚟,吖,！,拜拜,！,」,「,好,啊,！,拜拜,！,」,下次,我,要,自己,飲,湯,！
jiu3,zau2,laa3,#,ngo5,tung4,ji1-ji1,gong2,#,#,ngo5,hou2-zung1-ji3,lai4,ni1-dou6,sik6-faan6,#,#,ji1-ji1,daap3,ngo5,#,#,do1-ze6,nei5,aa3,#,haa6-ci3,zoi3,lai4,aa1,#,baai1-baai3,#,#,#,hou2,aa3,#,baai1-baai3,#,#,haa6-ci3,ngo5,jiu3,zi6-gei2,jam2,tong1,#
have to,leave,already,#,I,with,auntie,say,#,#,I,really like,to come,here,to have a meal,#,#,auntie,reply,me,#,#,thank,you,(particle),#,next time,again,come,(particle),#,bye bye,#,#,#,okay,(particle),#,bye bye,#,#,next time,I,want,myself,drink,soup,#
