he/she,very,sure,in this way,reply,#,#,can,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Line 15],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,再,問,：,「,但係,我,係,女仔,喎,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,zoi3,man6,#,#,daan6-hai6,ngo5,hai6,neoi5-zai2,wo3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,again,ask,#,#,but,I,am,girl,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Line 16],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佢,再,答,：,「,噉又點,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keoi5,zoi3,daap3,#,#,gam2-jau6-dim2,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
he/she,again,reply,#,#,so what,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Line 17],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聽到,佢,噉,講,，,我,開始,慢慢,講,我,嘅,理想,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teng1-dou2,keoi5,gam2,gong2,#,ngo5,hoi1-ci2,maan6-maan2,gong2,ngo5,ge3,lei5-soeng2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heard,he/she,in this way,say,#,I,begin,slowly,to say,I, 's,ideal,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,見,老師,好,留心,聽,我,講,，,我,繼續,講,「,我,仲,想,整,一,個,機械人,，,佢,可以,幫,媽媽,煮,飯,，,又,可以,幫,爸爸,做嘢,，,又,可以,教,細佬,做,功課,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,gin3,lou5-si1,hou2,lau4-sam1,teng1,ngo5,gong2,#,ngo5,gai3-zuk6,gong2,#,ngo5,zung6,soeng2,zing2,jat1,go3,gei1-haai6-jan4,#,keoi5,ho2-ji5,bong1,maa4-maa1,zyu2,faan6,#,jau6,ho2-ji5,bong1,baa4-baa1,zou6-je5,#,jau6,ho2-ji5,gaau3,sai3-lou2,zou6,gung1-fo3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,see,teacher,very,attentive,listen,I,say,#,I,continue,to say,#,I,also,want to,make,one,(measure),robot,#,it,can,help,mother,cook,meal,#,again,can,help,father,work,#,also,can,teach,younger brother,to do,homework,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最好,梗係,可以,捉,到,電腦,上,嘅,壞,人,，,唔准,佢哋,偷,嘢,。,捉到,佢,之後,，,我,要,同,佢,講,，,偷,嘢,係,唔啱,㗎,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zeoi3-hou2,gang2-hai6,ho2-ji5,zuk1,dou2,din6-nou5,soeng5,ge3,waai6,jan4,#,m4-zeon2,keoi5-dei6,tau1,je5,#,zuk1-dou2,keoi5,zi1-hau6,#,ngo5,jiu3,tung4,keoi5,gong2,#,tau1,je5,hai6,m4-ngaam1,gaa3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the best,of course,can,catch,can,computer,on,-,bad,people,#,don't allow,they,to steal,things,#,caught,him/her,after,#,I,want to,with,him/her,say,#,steal,things,is,not correct,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唉,，,而家,地球,都,病,咗,，,我,都,好,想,發明,一啲,嘢,可以,救下,佢,。,因為,地球,係,我哋,嘅,屋企,，,好似,我哋,嘅,屋企人,噉,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aai1,#,ji4-gaa1,dei6-kau4,dou1,beng6,zo2,#,ngo5,dou1,hou2,soeng2,faat3-ming4,jat1-di1,je5,ho2-ji5,gau3-haa5,keoi5,#,jan1-wai6,dei6-kau4,hai6,ngo5-dei6,ge3,uk1-kei2,#,hou2-ci5,ngo5-dei6,ge3,uk1-kei2-jan4,gam2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigh!,#,now,the Earth,also,ill,-ed,#,I,also,really,want to,invent,some,things,can,save,it,#,because,the Earth,is,we, 's,home,#,like,we, 's,family,seems,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最後,，,我,好,想,可以,有,一,對,翼,，,噉,我,就,可以,每日,嚟,同,老師,打招呼,喇,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zeoi3-hau6,#,ngo5,hou2,soeng2,ho2-ji5,jau5,jat1,deoi3,jik6,#,gam2,ngo5,zau6,ho2-ji5,mui5-jat6,lai4,tung4,lou5-si1,daa2-ziu1-fu1,laa3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at the end,#,I,really,want to,can,have,one,pair of,wings,#,then,I,as a result,can,every day,come,with,teacher,to greet,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Line 26],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
老師,嗰,日,靜靜,噉,聽,我,講,我,嘅,夢想,，,都,鼓勵,我,要,加油,。,自從,嗰,日,之後,，,我,更加,認真,讀書,，,而,屋企人,都,開始,明白,我,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lou5-si1,go2,jat6,zing6-zing2,gam2,teng1,ngo5,gong2,ngo5,ge3,mung6-soeng2,#,dou1,gu2-lai6,ngo5,jiu3,gaa1-jau2,#,zi6-cung4,go2,jat6,zi1-hau6,#,ngo5,gang3-gaa1,jing6-zan1,duk6-syu1,#,ji4,uk1-kei2-jan4,dou1,hoi1-ci2,ming4-baak6,ngo5,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,that,day,quietly,in this way,listen,I,say,I, 's,dream,#,also,encourage,me,need to,keep spirits up,#,since,that,day,after,#,I,even more,serious,study,#,and,family,also,begin,to understand,me,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿樂,而家,望,住,一,本,日記,笑,住,講,：,「,而家,睇,返,之前,細個,寫,嘅,日記,都,幾,搞笑,。,我,最後,都,自我,介紹,，,我,叫,阿樂,，,我,而家,係,一,個,工程師,，,大家,有,事,都,可以,揾,我,幫手,㗎,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa3-lok6,ji4-gaa1,mong6,zyu6,jat1,bun2,jat6-gei3,siu3,zyu6,gong2,#,#,ji4-gaa1,tai2,faan1,zi1-cin4,sai3-go3,se2,ge3,jat6-gei3,dou1,gei2,gaau2-siu3,#,ngo5,zeoi3-hau6,dou1,zi6-ngo5,gaai3-siu6,#,ngo5,giu3,Aa3-lok6,#,ngo5,ji4-gaa1,hai6,jat1,go3,gung1-cing4-si1,#,daai6-gaa1,jau5,si6,dou1,ho2-ji5,wan2,ngo5,bong1-sau2,gaa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah Lok,now,stare at,-ing,one,(measure),diary,smile,-ing,to say,#,#,now,look,back,before,little,write,-,diary,also,quite,funny,#,I,at the end,also,myself,introduce,#,I,am called,Ah Lok,#,I,now,am,an,(measure),engineer,#,everyone,have,matter,also,can,find,me,help,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
