I,(measure),subdivided flat,at,one,(measure),old,building,’s,seventh,floor,#,rent,not,expensive,#,to,I,’s,economic,burden,not,really,big,#,and that,luckily,there,have,elevator,#,no need,I,walk,staircase,#,however,before dawn,alone,go home,"all, also",have,a bit,scary,#,therefore,I,throughout the journey,also will,put on,earphone,listen to music,#,tonight,I,return,to,home,also,already,three,o'clock,something,#,enter,doorway,that,time,(measure),tummy,sound,-en,one,sound,#,#,Sigh!,#,hungry,(particle),#,#,work in,TV station,(linker),people,everyone,"all, also",lack regular meals,#,I,last,one,meal,is,night,eight,o'clock,#,randomly,eat,-en,a box of,roast,duck,rice,#,,,,,,,,,,,,,,,,,,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,打開,櫥櫃,，,入面,放,咗,十,幾,包,公仔麪,，,全部,都,係,辣,味,。,我,好少,煮飯,食,，,屋企,連,電飯煲,都,冇,，,淨係,得,一個,電磁爐,同,一個,電熱水壺,。,平時,我,肚餓,都係,淥,麪,食,就算,，,但,當,我,返,完,十,幾,個,鐘頭,工,：,「,唔想,淥,麪,……,好,麻煩,。,」,於是,我,閂,返,櫃,門,，,開,另一,個,櫃桶,，,拎,咗,杯,辣,味,杯,麪,出嚟,放,上,枱,——,我,屋企,除咗,一,包,包,公仔麪,之外,，,就,淨返,一,杯,杯,杯,麪,。,我,開,住,電熱水壺,就,撻,上,牀,（,我,張,牀,就,喺,正,我,張,枱,隔籬,）,。
ngo5,daa2-hoi1,cyu4-gwai6,#,jap6-min6,fong3,zo2,sap6,gei2,baau1,gung1-zai2-min6,#,cyun4-bou6,dou1,hai6,laat6,mei6,#,ngo5,hou2-siu2,zyu2-faan6,sik6,#,uk1-kei2,lin4,din6-faan6-bou1,dou1,mou5,#,zing6-hai6,dak1,jat1-go3,din6-ci4-lou4,tung4,jat1-go3,din6-jit6-seoi2-wu2,#,ping4-si4,ngo5,tou5-ngo6,dou1-hai6,luk6,min6,sik6,zau6-syun3,#,daan6,dong1,ngo5,faan1,jyun4,sap6,gei2,go3,zung1-tau4,gung1,#,#,m4-soeng2,luk6,min6,#,hou2,maa4-faan4,#,#,jyu1-si6,ngo5,saan1,faan1,gwai6,mun4,#,hoi1,ling6-jat1,go3,gwai6-tung2,#,ling1,zo2,bui1,laat6,mei6,bui1,min6,ceot1-lai4,fong3,soeng5,toi2,#,ngo5,uk1-kei2,ceoi4-zo2,jat1,baau1,baau1,gung1-zai2-min6,zi1-ngoi6,#,zau6,zing6-faan1,jat1,bui1,bui1,bui1,min6,#,ngo5,hoi1,zyu6,din6-jit6-seoi2-wu2,zau6,daat3,soeng5,cong4,#,ngo5,zoeng1,cong4,zau6,hai2,zeng3,ngo5,zoeng1,toi2,gaak3-lei4,#,#
I,open,cupboard,#,inside,put,-en,ten,several,packet of,instant noodles,#,all,"all, also",is,spicy,flavour,#,I,very few,cook rice,to eat,#,home,even,rice cooker,"all, also",don't have,#,only,have,one (measure),induction stove,and,one (measure),electric kettle,#,usually,I,hungry,always is,boil,noodles,to eat,and call it a day,#,but,when,I,go,finish,ten,several,(measure),hour(s),work,#,#,don't want,boil,noodles,#,very,troublesome,#,#,so,I,close,back,cupboard,door,#,open,another,(measure),drawer,#,take,-en,a cup of,spicy,flavour,cup,noodles,out,put,on top of,table,#,I,home,except,one,packet of,packet of,instant noodles,except,#,then,only left,one,cup of,cup of,cup,noodles,#,I,open,-ing,electric kettle,then,throw oneself,on,bed,#,I,(measure),bed,then,at,right,I,(measure),table,next to,#,#
[3b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,叮,！,」,啲,水,一,煲,滾,，,我,就,爬,起身,坐,近,張,枱,，,搣開,杯,麪,個,蓋,，,斟,啲,滾水,落去,。,「,計時,三,分鐘,……,」,我,開着,手機,，,揾,返,我,最,鍾意,嗰,首,日文,歌,出嚟,播,，,首,歌,唱,完,啱啱好,三,分鐘,，,於是,我,再,攤,返,上,牀,聽,住,等,。,佢,第一,句,歌詞,就係,：,「,你,淥,緊,杯,麪,，,你,斟,緊,滾水,落去,……,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ding1,#,#,di1,seoi2,jat1,bou1,gwan2,#,ngo5,zau6,paa4,hei2-san1,co5,kan5,zoeng1,toi2,#,mit1-hoi1,bui1,min6,go3,goi3,#,zam1,di1,gwan2-seoi2,lok6-heoi3,#,#,gai3-si4,saam1,fan1-zung1,#,#,ngo5,hoi1-zoek6,sau2-gei1,#,wan2,faan1,ngo5,zeoi3,zung1-ji3,go2,sau2,jat6-man2,go1,ceot1-lai4,bo3,#,sau2,go1,coeng3,jyun4,ngaam1-ngaam1-hou2,saam1,fan1-zung1,#,jyu1-si6,ngo5,zoi3,taan1,faan1,soeng5,cong4,teng1,zyu6,dang2,#,keoi5,dai6-jat1,geoi3,go1-ci4,zau6-hai6,#,#,nei5,luk6,gan2,bui1,min6,#,nei5,zam1,gan2,gwan2-seoi2,lok6-heoi3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ding,#,#,those,water,once,boil,boiled,#,I,then,climb,to get up,to sit,close,(measure),table,#,tear off,cup,noodles,(measure),lid,#,pour,some,boiled water,down,#,#,set timer,three,minute,#,#,I,turn on,mobile phone,#,find,back,I,most,like,that,(measure),Japanese,song,out,to play,#,(measure),song,sing,finish,just right,three,minute,#,so,I,again,lay,back,on,bed,listen,-ing,to wait,#,it,first,sentence,lyrics,which is,#,#,you,boil,-ing,cup,noodles,#,you,pouring,-ing,boiled water,down,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,吖,！,吖,！,吖,！,」,窗口,出面,有,一,樖,好,高,嘅,樹,，,夏天,朝早,一定,有,雀仔,喺,上面,叫,，,仲要,叫,得,好,難聽,。,「,嘈,夠,未,啊,……,使唔使,朝朝,七,點,都,準時,嘈,醒,我,——,」,七,點,？,我,即時,爬,起身,，,捽,一,捽,眼,，,望,一,望,出面,——,個,天,已經,光,晒,。,「,大鑊,……,」,我,杯,杯,麪,已經,浸,咗,幾,個鐘,，,杯,身,摸落,仲有,少少,暖,，,但,啲,麪,已經,浸,到,腍,晒,，,成,擗,漿糊,噉,好,核突,……,,,,,,,,,,,,,,,,,
#,aa1,#,aa1,#,aa1,#,#,coeng1-hau2,ceot1-min6,jau5,jat1,po1,hou2,gou1,ge3,syu6,#,haa6-tin1,ziu1-zou2,jat1-ding6,jau5,zoek3-zai2,hai2,soeng6-min6,giu3,#,zung6-jiu3,giu3,dak1,hou2,naan4-teng1,#,#,cou4,gau3,mei6,aa3,#,sai2-m4-sai2,ziu1-ziu1,cat1,dim2,dou1,zeon2-si4,cou4,seng2,ngo5,#,#,cat1,dim2,#,ngo5,zik1-si4,paa4,hei2-san1,#,zeot1,jat1,zeot1,ngaan5,#,mong6,jat1,mong6,ceot1-min6,#,go3,tin1,ji5-ging1,gwong1,saai3,#,#,daai6-wok6,#,#,ngo5,bui1,bui1,min6,ji5-ging1,zam3,zo2,gei2,go3-zung1,#,bui1,san1,mo2-lok6,zung6-jau5,siu2-siu2,nyun5,#,daan6,di1,min6,ji5-ging1,zam3,dou3,nam4,saai3,#,seng4,pek6,zoeng1-wu4,gam2,hou2,wat6-dat6,#,,,,,,,,,,,,,,,,,
#,(sound),#,(sound),#,(sound),#,#,window,outside,have,one,(measure),very,tall,(linker),tree,#,summer,morning,surely,have,bird,at,above,chirp,#,even,chirp,(suffix),very,awful-sounding,#,#,noisy,enough,not yet,(particle),#,need or no need,every morning,seven,o'clock,"all, also",on time,noisy,awake,I,#,#,seven,o'clock,#,I,immediately,climb,to get up,#,rub,one,rub,eye,#,look,one,look,outside,#,(measure),sky,already,light,all,#,#,big trouble,#,#,I,cup of,cup,noodles,already,soak,-en,several,hour(s),#,cup,body,feel as,still have,a bit,warm,#,but,those,noodles,already,soak,to,soggy,all,#,whole,(measure),adhesive paste,in that way,very,disgusting,#,,,,,,,,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,……,都係,落,樓下,買,個,早餐,食,算啦,……,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,#,dou1-hai6,lok6,lau4-haa6,maai5,go3,zou2-caan1,sik6,syun3-laa1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,#,let's,go down,down stairs,buy,(measure),breakfast,to eat,thats settled ,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
