ngo5,jau5,loeng5-go3,jyut6,mou5,gin3,gwo3,gung4-gung1,po4-po2,laa3,#,gung4-gung1,tung4,po4-po2,gam1-jat6,dou1,hou2,zing1-san4,#,keoi5-dei6,nin4-gei2,hou2,daai6,gaa3-laa3,#,tau4-faat3,dou1,baak6,saai3,#,zeoi3-gan6,tin1-hei3,jau6,jit6,#,daan6-hai6,keoi5-dei6,hei2-san1,dou1-wui5,heoi3,gung1-jyun2,haang4,haa5,#,zou6-wan6-dung6,#
I,have,two,month,don't have,to meet,-ed,grandfather,grandmother,already,#,grandfather,and,grandmother,today,"all, also",very,lively,#,they,age,very,big,(particle),#,hair,"all, also",white,all,#,recently,weather,again,hot,#,but,they,to get up,will always,to go,park,to walk,a bit,#,to do exercise,#
[2b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公公,婆婆,一,見到,我,同,細妹,，,笑,得,好,開心,，,又,叫,咗,好多,嘢,俾,我哋,食,：,有,菜,、,有,飯,、,有,包,……,我,同,細妹,都,食,咗,好多,。,,,,,,,
gung4-gung1,po4-po2,jat1,gin3-dou2,ngo5,tung4,sai3-mui2,#,siu3,dak1,hou2,hoi1-sam1,#,jau6,giu3,zo2,hou2-do1,je5,bei2,ngo5-dei6,sik6,#,jau5,coi3,#,jau5,faan6,#,jau5,baau1,#,ngo5,tung4,sai3-mui2,dou1,sik6,zo2,hou2-do1,#,,,,,,,
grandfather,grandmother,once,to see,I,and,younger sister,#,to laugh,(suffix),very,happy,#,again,to order,-en,many,thing,to give,we,to eat,#,have,vegetables,#,have,rice,#,have,bun,#,I,and,younger sister,"all, also",to eat,-en,many,#,,,,,,,
[2c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公公,婆婆,話,，,佢哋,最,鍾意,見到,我哋,食,好多,嘢,，,覺得,噉樣,已經,好,幸福,。,,,,,,,,,,,,,,,,,,,,,,,,,,,
gung4-gung1,po4-po2,waa6,#,keoi5-dei6,zeoi3,zung1-ji3,gin3-dou2,ngo5-dei6,sik6,hou2-do1,je5,#,gok3-dak1,gam2-joeng2,ji5-ging1,hou2,hang6-fuk1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandfather,grandmother,to say,#,they,most,to like,to see,we,to eat,many,thing,#,to feel,then,already,very,blessed,#,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婆婆,見,我,食,得,開心,，,就,話,：,「,細佬,唔好,淨係,食,，,要,飲,啲,水,。,」,,,,,,,,,,,,,,,,,,,,,,,,
po4-po2,gin3,ngo5,sik6,dak1,hoi1-sam1,#,zau6,waa6,#,#,sai3-lou2,m4-hou2,zing6-hai6,sik6,#,jiu3,jam2,di1,seoi2,#,#,,,,,,,,,,,,,,,,,,,,,,,,
grandmother,to see,I,to eat,(suffix),happy,#,then,to say,#,#,younger brother,do not,only,to eat,#,need to,to drink,some,water,#,#,,,,,,,,,,,,,,,,,,,,,,,,
[3b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聽,完,我,真係,覺得,有啲,口渴,，,就,拎,咗,個,細,杯,飲,水,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teng1,jyun4,ngo5,zan1-hai6,gok3-dak1,jau5-di1,hau2-hot3,#,zau6,ling1,zo2,go3,sai3,bui1,jam2,seoi2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to listen,finish,I,really,to feel,a bit,thirsty,#,then,take,-en,(measure),small,cup,to drink,water,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
食,食,下,，,細妹,指住,一,碟,嘢,，,問,：,「,公公,婆婆,，,呢啲,係,咩,嚟,㗎,？,」,,,,,,,,,,,,,,,,,,,,,,,
sik6,sik6,haa5,#,sai3-mui2,zi2-zyu6,jat1,dip6,je5,#,man6,#,#,gung4-gung1,po4-po2,#,ni1-di1,hai6,me1,lai4,gaa3,#,#,,,,,,,,,,,,,,,,,,,,,,,
to eat,to eat,-ing,#,younger sister,point at,one,dish,thing,#,to ask,#,#,grandfather,grandmother,#,these,is,what,(particle),(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公公,笑,一,笑,，,答,：,「,呢啲,係,蛋糕,嚟,㗎,！,細妹,食,啲,啦,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,
gung4-gung1,siu3,jat1,siu3,#,daap3,#,#,ni1-di1,hai6,daan6-gou1,lai4,gaa3,#,sai3-mui2,sik6,di1,laa1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,
grandfather,to laugh,one,to laugh,#,to reply,#,#,these,is,cake,(particle),(particle),#,younger sister,to eat,some,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,
[4c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,望,住,呢,一,碟,我,冇,見,過,嘅,嘢,，,問,公公,：,「,呢啲,好唔好,食,㗎,？,」,,,,,,,,,,,,,,,,,,,,,,,
ngo5,mong6,zyu6,ni1,jat1,dip6,ngo5,mou5,gin3,gwo3,ge3,je5,#,man6,gung4-gung1,#,#,ni1-di1,hou2-m4-hou2,sik6,gaa3,#,#,,,,,,,,,,,,,,,,,,,,,,,
I,stare,-ing,this,one,dish,I,don't have,to see,-ed,(linker),thing,#,to ask,grandfather,#,#,these, good or not,to eat,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,
[4d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公公,話,：,「,你,婆婆,最,鍾意,食,呢啲,㗎,，,你,同,細妹,都,食,下,啦,！,」,,,,,,,,,,,,,,,,,,,,,,,,,
gung4-gung1,waa6,#,#,nei5,po4-po2,zeoi3,zung1-ji3,sik6,ni1-di1,gaa3,#,nei5,tung4,sai3-mui2,dou1,sik6,haa5,laa1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,
grandfather,to say,#,#,you,grandmother,most,to like,to eat,these,(particle),#,you,and,younger sister,"all, also",to eat,a bit,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
媽媽,拎,咗,少少,俾,我,食,，,又,真係,幾好,食,喎,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maa4-maa1,ling1,zo2,siu2-siu2,bei2,ngo5,sik6,#,jau6,zan1-hai6,gei2-hou2,sik6,wo3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mother,take,-en,a bit,to give,I,to eat,#,again,really,quite good,to eat,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,問,媽媽,：,「,呢啲,叫,咩,名,啊,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,man6,maa4-maa1,#,#,ni1-di1,giu3,me1,meng2,aa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,to ask,mother,#,#,these,to call,what,name,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
媽媽,同,我,講,：,「,呢啲,係,馬拉糕,。,婆婆,冇,牙,，,馬拉糕,易,咬,，,所以,好,啱,佢,食,㗎,！,」,,,,,,,,,,,,,,,,,,,,
maa4-maa1,tung4,ngo5,gong2,#,#,ni1-di1,hai6,maa5-laai1-gou1,#,po4-po2,mou5,ngaa4,#,maa5-laai1-gou1,ji6,ngaau5,#,so2-ji5,hou2,ngaam1,keoi5,sik6,gaa3,#,#,,,,,,,,,,,,,,,,,,,,
mother,to,I,to say,#,#,these,is,Cantonese sponge cake,#,grandmother,don't have,tooth,#,Cantonese sponge cake,easy,to bite,#,therefore,very,suitable,she,to eat,(particle),#,#,,,,,,,,,,,,,,,,,,,,
[5d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,拎,咗,一,件,畀,婆婆,，,同,佢,講,：,「,婆婆,，,噉,我,畀,你,食,啦,！,」,,,,,,,,,,,,,,,,,,,,,,,
ngo5,ling1,zo2,jat1,gin6,bei2,po4-po2,#,tung4,keoi5,gong2,#,#,po4-po2,#,gam2,ngo5,bei2,nei5,sik6,laa1,#,#,,,,,,,,,,,,,,,,,,,,,,,
I,take,-en,one,(measure),to give,grandmother,#,to,she,to say,#,#,grandmother,#,then,I,to give,you,to eat,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,
[5e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
見,婆婆,食,得,開心,，,我,都,覺得,好,開心,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gin3,po4-po2,sik6,dak1,hoi1-sam1,#,ngo5,dou1,gok3-dak1,hou2,hoi1-sam1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to see,grandmother,to eat,(suffix),happy,#,I,"all, also",to feel,very,happy,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
