#,also,say,I,tomorrow morning,made appointment,people,(particle),#,#,younger sister,want,I,tomorrow morning,ten,o'clock,turn on,complete,all,computer,#,mobile phone,#,help,she,go online,grab,Twelve,(linker),concert,ticket,#,actually,I,understand,she,think,what,(particle),#,after all,Twelve,really,very,popular,#,they,earlier,open,-en,(measure),mini,concert,#,those,scalped tickets,"all, also",speculate (asset),to,almost,four,five,thousand,dollar,one,(measure),#,this time,they,go,to,Hong Kong Coliseum,continuously,open,four,day,concert,(particle),#,tomorrow morning,sell,ticket,surely,whole,Hong Kong,fight fiercely over it,#
[2a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,你,都係,約,班,friend,去,動漫,節,睇,日本,妹,咋嘛,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,nei5,dou1-hai6,joek3,baan1,friend,heoi3,dung6-maan6,zit3,tai2,jat6-bun2,mui1,za1-maa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,you,also is,invite,group of,friend,to go,Animation-Comic-Game,fair,to see,Japanese,girl,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,都,話,人哋,係,叫,『,東京,46,』,，,係,當今,日本,最,紅,嘅,女子,組合,——,」,今年,動漫,節,竟然,請,到,佢哋,十,個,成員,嚟,表演,，,我,等,咗,佢哋,嚟,香港,好,耐,喇,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,dou1,waa6,jan4-dei6,hai6,giu3,#,dung1-ging1,sei3-sap6-luk6,#,#,hai6,dong1-gam1,jat6-bun2,zeoi3,hung4,ge3,neoi5-zi2,zou2-hap6,#,#,gam1-nin2,dung6-maan6,zit3,ging2-jin4,ceng2,dou2,keoi5-dei6,sap6,go3,sing4-jyun4,lai4,biu2-jin2,#,ngo5,dang2,zo2,keoi5-dei6,lai4,hoeng1-gong2,hou2,noi6,laa3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,"all, also",say,they,is,called,#,Tokyo,46,#,#,is,nowadays,Japan,most,popular,(linker),female,group,#,#,this year,Animation-Comic-Game,fair,to one's surprise,invite,(suffix),they,ten,(measure),member,to come,to perform,#,I,wait,-en,they,come to,Hong Kong,very,long time,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,我,二十,歲,，,班,女仔,仲,細,過,我,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ngo5,ji6-sap6,seoi3,#,baan1,neoi5-zai2,zung6,sai3,gwo3,ngo5,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,I,twenty,year-old,#,(that) group of,girl,even,young,-er than,I,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,喂,𡃁妹,，,我,廿七,歲,添,啦,，,我,幾時,嗌,過,你,隊,Twelve,做,『,𡃁仔,』,啊,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,wai3,leng1-mui1,#,ngo5,jaa6-cat1,seoi3,tim1,laa1,#,ngo5,gei2-si4,aai3,gwo3,nei5,deoi6,Twelve,zou6,#,leng1-zai2,#,aa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Hey!,young female,#,I,twenty-seven,year-old,(particle),(particle),#,I,when,call,-ed,you,team,Twelve,as,#,young male,#,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,唓,！,你,捧,你,隊,46,，,咪,同,我,捧,我,隊,Twelve,一樣,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ce1,#,nei5,bung2,nei5,deoi6,sei3-sap6-luk6,#,mai6,tung4,ngo5,bung2,ngo5,deoi6,Twelve,jat1-joeng6,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Duh,#,you,support,you,team,46,#,is or isn't,with,I,support,I,team,Twelve,the same,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,至少,我,冇,日日,對,住,你,讚,佢哋,有,幾,靚女,囉,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,zi3-siu2,ngo5,mou5,jat6-jat6,deoi3,zyu6,nei5,zaan3,keoi5-dei6,jau5,gei2,leng3-neoi2,lo1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,at least,I,don't have,every day,towards,-ing,you,praise,they,have,how,pretty,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,但係,你,日日,沖涼,都,唱,佢哋,啲,歌,呢,，,勁,難聽,囉,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,daan6-hai6,nei5,jat6-jat6,cung1-loeng4,dou1,coeng3,keoi5-dei6,di1,go1,ne1,#,ging6,naan4-teng1,lo1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,but,you,every day,take bath,"all, also",sing,they,’s,song,(particle),#,super,awful to listen ,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,哎,吖,，,畀,返,啲,面,嚟,好,喎,！,話晒,都係,你,大佬,……,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,aai1,aa1,#,bei2,faan1,di1,min2,lai4,hou2,wo3,#,waa6-saai3,dou1-hai6,nei5,daai6-lou2,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Sigh!,(particle),#,give,back,some,face,come,good,(particle),#,after all,also is,you,big bro,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2i],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,吓,？,我,先,唔,得閒,睬,你,囉,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,haa2,#,ngo5,sin1,m4,dak1-haan4,coi2,nei5,lo1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,what?,#,I,then,not ,have time to,respond to,you,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2j],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,唔,得閒,就,出返去,喇,，,唔好,企,喺度,——,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,m4,dak1-haan4,zau6,ceot1-faan1-heoi3,laa1,#,m4-hou2,kei5,hai2-dou6,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,not ,have time to,then,get out,(particle),#,do not,stand,right here,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,一係,你,借錢,畀,我,買,黃牛,嘞,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,jat1-hai6,nei5,ze3-cin2,bei2,ngo5,maai5,wong4-ngau4,laak3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,what about,you,lend money,to,I,to buy,scalped (ticket),(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,你,黐咗線,呀,？,黃牛,閒閒哋,都,炒,到,五,千,蚊,啊,！,你,幫,人,補習,賺,好多,錢,咩,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,nei5,ci1-zo2-sin3,aa4,#,wong4-ngau4,haan4-haan2-dei2,dou1,caau2,dou3,ng5,cin1,man1,aa3,#,nei5,bong1,jan4,bou2-zaap6,zaan6,hou2-do1,cin2,me1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,you,gone insane,(particle),#,scalped (ticket),at least,"all, also",speculate ,to,five,thousand,dollar,(particle),#,you,help,people,tutoring,earn,a lot,money,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,所以,咪,問,你,借,囉,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,so2-ji5,mai6,man6,nei5,ze3,lo1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,therefore,that's why,ask,you,to borrow,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,你,都,傻,嘅,！,我,做,侍應,咋,，,你,估,我,人工,好,高,呀,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,nei5,dou1,so4,ge3,#,ngo5,zou6,si6-jing3,zaa3,#,nei5,gu2,ngo5,jan4-gung1,hou2,gou1,aa4,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,you,"all, also",silly,(particle),#,I,work as,waiter,(particle),#,you,guess,I,salary,very,high,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,噉,你,又,買,部,咁,貴,嘅,電腦,？,」,阿妹,一手,指住,我,部,新,電腦,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,gam2,nei5,jau6,maai5,bou6,gam3,gwai3,ge3,din6-nou5,#,#,aa3-mui2,jat1-sau2,zi2-zyu6,ngo5,bou6,san1,din6-nou5,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,then,you,again,buy,(measure),so,expensive,(linker),computer,#,#,younger sister,one hand,point at,I,(measure),new,computer,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,喂,，,我,用,自己,錢,買,有,咩,問題,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,wai3,#,ngo5,jung6,zi6-gei2,cin2,maai5,jau5,me1,man6-tai4,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Hey!,#,I,use,my own,money,to buy,have,what,problem,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,冇,～,但係,你,用,咗,我,個,學生,優惠,呢,——,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,mou5,#,daan6-hai6,nei5,jung6,zo2,ngo5,go3,hok6-saang1,jau1-wai6,ne1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,don't have,#,but,you,use,-en,I,(measure),pupil,preferential,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿妹,隨即,又,一手,指住,我,牆,上,嘅,東京,46,海報,：,「,仲有,呢啲,海報,，,唔知,之前,係,邊個,問,我,點樣,喺,日本,網站,訂,貨,嘅,呢,嗬,？,」,阿妹,讀書,叻,過,我,好多,，,仲要,喺,大學,主修,緊,日文,，,我,每,次,有,日文,睇,唔明,都係,揾,佢,求救,……,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3-mui2,ceoi4-zik1,jau6,jat1-sau2,zi2-zyu6,ngo5,coeng4,soeng6,ge3,dung1-ging1,sei3-sap6-luk6,hoi2-bou3,#,#,zung6-jau5,nei1-di1,hoi2-bou3,#,m4-zi1,zi1-cin4,hai6,bin1-go3,man6,ngo5,dim2-joeng2,hai2,jat6-bun2,mong5-zaam6,deng3,fo3,ge3,ne1,ho2,#,#,aa3-mui2,duk6-syu1,lek1,gwo3,ngo5,hou2-do1,#,zung6-jiu3,hai2,daai6-hok6,zyu2-sau1,gan2,jat6-man2,#,ngo5,mui5,ci3,jau5,jat6-man2,tai2,m4-ming4,dou1-hai6,wan2,keoi5,kau4-gau3,#,,,,,,,,,,,,,,,,,,,,,,,,,,
younger sister,immediately,again,one hand,point at,I,wall,above,(linker),Tokyo,46,poster,#,#,also,these,poster,#,don't know,previously,is,who,ask,I,how to,at,Japan,website,order,goods,(particle),(particle),(particle),#,#,younger sister,study,brilliant,-er than,I,a lot,#,even is,at,university,major,-ing,Japanese ,#,I,every,time,have,Japanese ,read,not understand,also is,find,she,seek help,#,,,,,,,,,,,,,,,,,,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,我,記得,，,係,我,吖嘛,，,得,未,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ngo5,gei3-dak1,#,hai6,ngo5,aa1-maa3,#,dak1,mei6,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,I,remember,#,is,I,(particle),#,okay,yet,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,得,～,噉,即係,聽朝,你,幫唔幫手,啫,～,？,」,阿妹,嘅,語氣,真係,話,變,就,變,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,dak1,#,gam2,zik1-hai6,ting1-ziu1,nei5,bong1-m4-bong1-sau2,zek1,#,#,#,aa3-mui2,ge3,jyu5-hei3,zan1-hai6,waa6,bin3,zau6,bin3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,okay,#,then,that means,tomorrow morning,you,help or not,(particle),#,#,#,younger sister,’s,tone,really,say,change,then,change,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,得,喇,得,喇,，,十,點,吖嘛,？,我,同,班,friend,講,我,遲到,。,」,明明,我,內心,仲,想,駁,佢,，,有,我,幫手,都,唔,一定,搶,到,飛,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,dak1,laa3,dak1,laa3,#,sap6,dim2,aa1-maa3,#,ngo5,tung4,baan1,friend,gong2,ngo5,ci4-dou3,#,#,ming4-ming4,ngo5,noi6-sam1,zung6,soeng2,bok3,keoi5,#,jau5,ngo5,bong1-sau2,dou1,m4,jat1-ding6,coeng2,dou2,fei1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,okay,(particle),okay,(particle),#,ten,o'clock,(particle),#,I,to,group of,friend,say,I,arrive late,#,#,obviously,I,at heart,still,want to,argue back at,she,#,have,I,help,"all, also",not,surely,grab,(suffix),ticket,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
