[title],,,,,,,,,,,,,,,,,
jau5-mou5,zing2-can1,waak6-ze2,m4,hoi1-sam1,#,,,,,,,,,,,,
have-or-haven't,get hurt,or,not,happy,#,,,,,,,,,,,,
[10],,,,,,,,,,,,,,,,,
佢哋,同,我哋,一樣,會,錫,你,，,需要,時,會,幫,你,、,鼓勵,你,！,
keoi5-dei6,tung4,ngo5-dei6,jat1-joeng6,wui5,sek3,nei5,#,seoi1-jiu3,si4,wui5,bong1,nei5,#,gu2-lai6,nei5,#,
they,with,us,the same,will,love,you,#,in need,when,will,help,you,#,encourage,you,#,
[11],,,,,,,,,,,,,,,,,
女,：,同,爸爸,媽媽,一樣,？,,,,,,,,,,,
neoi2,#,tung4,baa4-baa1,maa4-maa1,jat1-joeng6,#,,,,,,,,,,,
daughter,#,with,father,mother,the same,#,,,,,,,,,,,
[12],,,,,,,,,,,,,,,,,
媽,：,係呀,！,老師,會,每日,安排,唔同,嘅,活動,畀,你哋,，,,,,
maa1,#,hai6-aa3,#,lou5-si1,wui5,mui5-jat6,on1-paai4,m4-tung4,ge3,wut6-dung6,bei2,nei5-dei6,#,,,,
mother,#,yes,#,teacher,will,every day,arrange,different,-,activities,give,you (plural),#,,,,
[13],,,,,,,,,,,,,,,,,
例如,講,故仔,、,玩遊戲,！,唔止,噉,，,佢哋,仲,會,,,,,,
lai6-jyu4,gong2,gu2-zai2,#,waan2-jau4-hei3,#,m4-zi2,gam2,#,keoi5-dei6,zung6,wui5,,,,,,
for example,tell,story,#,play games,#,not only,in this way,#,they,also,will,,,,,,
[14],,,,,,,,,,,,,,,,,
教,每個,小朋友,一樣,嘅,嘢,，,好似,唱歌,、,跳舞,、,,,,,,
gaau3,mui5-go3,siu2-pang4-jau5,jat1-joeng6,ge3,je5,#,hou2-ci5,coeng3-go1,#,tiu3-mou5,#,,,,,,
teach,every,children,the same,-,thing,#,such as,sing,#,dance,#,,,,,,
[15],,,,,,,,,,,,,,,,,
做運動,、,畫畫,、,做,勞作,……,,,,,,,,,,,
zou6-wan6-dung6,#,waak6-waa2,#,zou6,lou4-zok3,#,,,,,,,,,,,
play sports,#,draw,#,do,craft,#,,,,,,,,,,,
[16],,,,,,,,,,,,,,,,,
女,：,好,多,嘢,玩,……,,,,,,,,,,,
neoi2,#,hou2,do1,je5,waan2,#,,,,,,,,,,,
daughter,#,very,many,thing,play,#,,,,,,,,,,,
[17],,,,,,,,,,,,,,,,,
媽,：,係,啊,，,邊,玩,邊,學,！,老師,會,睇吓,你,玩,得,好唔好,、
maa1,#,hai6,aa3,#,bin1,waan2,bin1,hok6,#,lou5-si1,wui5,tai2-haa3,nei5,waan2,dak1,hou2-m4-hou2,#
mother,#,yes,(ptcl.),#,meanwhile,play,meanwhile,learn,#,teacher,will,look at,you,play,(suffix),good or not,#
[18],,,,,,,,,,,,,,,,,
學,得,好唔好,，,然後,話,返畀,我哋,知,,,,,,,,,
hok6,dak1,hou2-m4-hou2,#,jin4-hau6,waa6,faan1-bei2,ngo5-dei6,zi1,,,,,,,,,
learn,(suffix),good or not,#,then,tell,back to,us,know,,,,,,,,,
[19],,,,,,,,,,,,,,,,,
你,鍾意,做,啲,乜,，,又,會,同,我哋,講,可以,做,啲,乜,,,
nei5,zung1-ji3,zou6,di1,mat1,#,jau6,wui5,tung4,ngo5-dei6,gong2,ho2-ji5,zou6,di1,mat1,,,
you,like,do,some,what,#,also,will,with,us,tell,can,do,some,what,,,
[20],,,,,,,,,,,,,,,,,
去,幫,你,學,得,好啲,。,所以,其實,喺,你,學習,嘅,時候,，,,,
heoi3,bong1,nei5,hok6,dak1,hou2-di1,#,so2-ji5,kei4-sat6,hai2,nei5,hok6-zaap6,ge3,si4-hau6,#,,,
go,help,you,learn,(suffix),better,#,so,actually,at,you,learn,-,that time,#,,,
[21],,,,,,,,,,,,,,,,,
爸爸,媽媽,都係,同,你,一齊,㗎,。,,,,,,,,,,
baa4-baa1,maa4-maa1,dou1-hai6,tung4,nei5,jat1-cai4,gaa3,#,,,,,,,,,,
father,mother,also,with,you,together,(particle),#,,,,,,,,,,
[22],,,,,,,,,,,,,,,,,
爸,：,係,啊,。,有時,老師,仲,會,幫,你哋,分組,做,唔同,活動,。,,
baa1,#,hai6,aa3,#,jau5-si4,lou5-si1,zung6,wui5,bong1,nei5-dei6,fan1-zou2,zou6,m4-tung4,wut6-dung6,#,,
dad,#,yes,(particle),#,sometimes,teacher,still,will,help,you all,divide in groups,do,different,activities,#,,
[23],,,,,,,,,,,,,,,,,
女,：,分組,？,,,,,,,,,,,,,,
neoi2,#,fan1-zou2,#,,,,,,,,,,,,,,
daughter,#,divide in groups,#,,,,,,,,,,,,,,
[24],,,,,,,,,,,,,,,,,
爸,：,例如,老師,話,要,三,個,人,一,組,玩,，,,,,,
baa1,#,lai6-jyu4,lou5-si1,waa6,jiu3,saam1,go3,jan4,jat1,zou2,waan2,#,,,,,
dad,#,for example,teacher,say,need,three,(measure),people,one,group,play,#,,,,,
[25],,,,,,,,,,,,,,,,,
噉,你,就,要,揾,多,兩個,組,員,一齊,玩,。,,,,,,
gam2,nei5,zau6,jiu3,wan2,do1,loeng5-go3,zou2,jyun4,jat1-cai4,waan2,#,,,,,,
then,you,then,have to,find,more,two,group,member,together,play,#,,,,,,
[26],,,,,,,,,,,,,,,,,
女,：,如果,我,唔想,三,個,人,一齊,玩,呢,？,,,,,,
neoi2,#,jyu4-gwo2,ngo5,m4-soeng2,saam1,go3,jan4,jat1-cai4,waan2,ne1,#,,,,,,
daughter,#,what if,I,don't want,three,(measure),people,together,to play,(particle),#,,,,,,
[27],,,,,,,,,,,,,,,,,
爸,：,阿女,，,你,要,同,人,玩,，,至,可以,學到,,,,,
baa1,#,aa3-neoi2,#,nei5,jiu3,tung4,jan4,waan2,#,zi3,ho2-ji5,hok6-dou2,,,,,
dad,#,daughter,#,you,have to ,with,people,play,#,so that,can,learnt,,,,,
[28],,,,,,,,,,,,,,,,,
同,人,分享,同,多啲,新,玩法,，,因為,好多,遊戲,要,,,,,,
tung4,jan4,fan1-hoeng2,tung4,do1-di1,san1,waan2-faat3,#,jan1-wai6,hou2-do1,jau4-hei3,jiu3,,,,,,
with,people,share,and,more,new,playing rule,#,as,many,game,need,,,,,,
[29],,,,,,,,,,,,,,,,,
多啲,人,至,玩,到,，,又,或者,要,多啲,人,玩,至,好玩,。,,,
do1-di1,jan4,zi3,waan2,dou2,#,jau6,waak6-ze2,jiu3,do1-di1,jan4,waan2,zi3,hou2-waan2,#,,,
more,people,to,play,can,#,also,or,need,more,people,play,so that,fun,#,,,
[30],,,,,,,,,,,,,,,,,
而且,喺,幼稚園,，,你,要,聽,老師,話,，,,,,,,,,
ji4-ce2,hai2,jau3-zi6-jyun2,#,nei5,jiu3,teng1,lou5-si1,waa6,#,,,,,,,,
also,at,kindergarten,#,you,have to ,listen,teacher,say,#,,,,,,,,
[31],,,,,,,,,,,,,,,,,
老師,教,你嘅,規矩,要,遵守,，,例如,去,廁所,要,排隊,、,,,,,
lou5-si1,gaau3,nei5-ge3,kwai1-geoi2,jiu3,zeon1-sau2,#,lai6-jyu4,heoi3,ci3-so2,jiu3,paai4-deoi2,#,,,,,
teacher,teach,you,rule,have to ,follow,#,for example,go,toilet,have to ,line up,#,,,,,
[32],,,,,,,,,,,,,,,,,
老師,講嘢,要,保持,安靜,、,喺,走廊,唔好,亂,跑,……,,,,,,
lou5-si1,gong2-je5,jiu3,bou2-ci4,on1-zing6,#,hai2,zau2-long2,m4-hou2,lyun6,paau2,,,,,,,
teacher,speak,have to ,keep,quiet,#,at,aisle,do not,mess,run,#,,,,,,
[33],,,,,,,,,,,,,,,,,
女,：,點解,幼稚園,啲,規矩,同,我哋,屋企,啲,唔同,嘅,？,,,,,
neoi2,#,dim2-gaai2,jau3-zi6-jyun2,di1,kwai1-geoi2,tung4,ngo5-dei6,uk1-kei2,di1,m4-tung4,ge2,#,,,,,
daughter,#,why,kindergarten,some,rule,with,our,home,some,different,(particle),#,,,,,
[34],,,,,,,,,,,,,,,,,
媽,：,因為,出面,嘅,人,同,小朋友,比,屋企,多好,多,，,,,,,
maa1,#,jan1-wai6,ceot1-min6,ge3,jan4,tung4,siu2-pang4-jau5,bei2,uk1-kei2,do1-hou2,do1,#,,,,,
mother,#,as,outside,-,people,with,children,than,home,more,much,#,,,,,
[35],,,,,,,,,,,,,,,,,
所以,會,有多,啲,唔同,嘅,規矩,。,個個,都,守,規矩,，,,,,,
so2-ji5,wui5,jau5-do1,di1,m4-tung4,ge3,kwai1-geoi2,#,go3-go3,dou1,sau2,kwai1-geoi2,#,,,,,
so,will,have more,some,different,-,rule,#,everyone,also,follow,rule,#,,,,,
[36],,,,,,,,,,,,,,,,,
啲,小朋友,至,可以,安全,噉,玩,同,好好,學習,。,,,,,,,
di1,siu2-pang4-jau5,zi3,ho2-ji5,on1-cyun4,gam2,waan2,tung4,hou2-hou2,hok6-zaap6,#,,,,,,,
some,children,so that ,can,safe,-ly,play,and,good,study,#,,,,,,,
[37],,,,,,,,,,,,,,,,,
你,諗,吓,，,如果,老師,講,緊,一個,你,好鍾意,嘅,故仔,，,,,,
nei5,nam2,haa2,#,jyu4-gwo2,lou5-si1,gong2,gan2,jat1-go3,nei5,hou2-zung1-ji3,ge3,gu2-zai2,#,,,,
you,think,a little bit,#,if,teacher,say,-ing,one,you,like a lot,-,story,#,,,,
[38],,,,,,,,,,,,,,,,,
但,其他,小朋友,好嘈,，,你,會,點做,？,,,,,,,,,
daan6,kei4-taa1,siu2-pang4-jau5,hou2-cou4,#,nei5,wui5,dim2-zou6,#,,,,,,,,,
but,other,children,very noisy,#,you,will,what to do,#,,,,,,,,,
[39],,,,,,,,,,,,,,,,,
女,：,我,會,叫,佢哋,唔好嘈,！,,,,,,,,,,
neoi2,#,ngo5,wui5,giu3,keoi5-dei6,m4-hou2-cou4,#,,,,,,,,,,
daughter,#,I,will,ask,them,shut up,#,,,,,,,,,,
[40],,,,,,,,,,,,,,,,,
媽,：,噉,你,又,諗吓,，,如果,有啲,小朋友,係噉,跑,，,,,,,
maa1,#,gam2,nei5,jau6,nam2-haa5,#,jyu4-gwo2,jau5-di1,siu2-pang4-jau5,hai6-gam2,paau2,#,,,,,
mother,#,then,you,also,think about,#,if,some,children,keep,run,#,,,,,
[41],,,,,,,,,,,,,,,,,
撞,低,咗,你,，,你,會,點做,？,,,,,,,,,
zong6,dai1,zo2,nei5,#,nei5,wui5,dim2-zou6,#,,,,,,,,,
hit,down,-ed,you,#,you,will,what to do,#,,,,,,,,,
[42],,,,,,,,,,,,,,,,,
女,：,我,會,同,老師,講,！,,,,,,,,,,
neoi2,#,ngo5,wui5,tung4,lou5-si1,gong2,#,,,,,,,,,,
daughter,#,I,will,with,teacher,tell,#,,,,,,,,,,
[43],,,,,,,,,,,,,,,,,
媽,：,都,啱,，,整親,要,記得,同,老師,講,，,等,老師,幫,你,。,
maa1,#,dou1,aam1,#,zing2-can1,jiu3,gei3-dak1,tung4,lou5-si1,gong2,#,dang2,lou5-si1,bong1,nei5,#,
mother,#,also,correct,#,get hurt,have to ,remember,with,teacher,say,#,wait,teacher,help,you,#,
[44],,,,,,,,,,,,,,,,,
所以,為,咗,其他人,着想,，,我哋,要,守,規矩,。,,,,,,,
so2-ji5,wai6,zo2,kei4-taa1-jan4,zoek6-soeng2,#,ngo5-dei6,jiu3,sau2,kwai1-geoi2,#,,,,,,,
so,for,-ed,other people,consider,#,we,have to ,follow,rule,#,,,,,,,
[45],,,,,,,,,,,,,,,,,
女,：,哦,！,,,,,,,,,,,,,,
neoi2,#,o6,#,,,,,,,,,,,,,,
daughter,#,Oh!,#,,,,,,,,,,,,,,
[46],,,,,,,,,,,,,,,,,
爸,：,唔知道,有,咩,規矩,要,守,唔緊要,，,,,,,,,,
baa1,#,m4-zi1-dou3,jau5,me1,kwai1-geoi2,jiu3,sau2,m4-gan2-jiu3,#,,,,,,,,
dad,#,do not know,have,what,rule,need,follow,doesn't matter,#,,,,,,,,
[47],,,,,,,,,,,,,,,,,
平時,留心,聽,老師,講嘢,，,有,咩,唔明,就,舉,手,問,。,,,,
ping4-si4,lau4-sam1,teng1,lou5-si1,gong2-je5,#,jau5,me1,m4-ming4,zau6,geoi2,sau2,man6,#,,,,
usually,pay attention,listen,teacher,speak,#,have,what,not understand,as a result,raise,hand,ask,#,,,,
[48],,,,,,,,,,,,,,,,,
老師,話,要,一齊,玩,就,一齊,玩,，,,,,,,,,,
lou5-si1,waa6,jiu3,jat1-cai4,waan2,zau6,jat1-cai4,waan2,#,,,,,,,,,
teacher,say,have to,together,play,as a result,together,play,#,,,,,,,,,
[49],,,,,,,,,,,,,,,,,
一齊,玩,仲,可以,學到,合作,精神,。,,,,,,,,,,
jat1-cai4,waan2,zung6,ho2-ji5,hok6-dou2,hap6-zok3,zing1-san4,#,,,,,,,,,,
together,play,also,can,learnt,cooperate,spirit,#,,,,,,,,,,
[50],,,,,,,,,,,,,,,,,
女,：,合作,精神,？,,,,,,,,,,,,,
neoi2,#,hap6-zok3,zing1-san4,#,,,,,,,,,,,,,
daughter,#,cooperate,spirit,#,,,,,,,,,,,,,
[51],,,,,,,,,,,,,,,,,
爸,：,即係,大家,一齊,做好,一,件,事,，,,,,,,,,
baa1,#,zik1-hai6,daai6-gaa1,jat1-cai4,zou6-hou2,jat1,gin6,si6,#,,,,,,,,
dad,#,that means,everyone,together,do well,one,(measure),thing,#,,,,,,,,
[52],,,,,,,,,,,,,,,,,
例如,今晚,爸爸,幫手,整,飯,，,媽媽,整,魚,，,你呢,？,,,,,
lai6-jyu4,gam1-maan5,baa4-baa1,bong1-sau2,zing2,faan6,#,maa4-maa1,zing2,jyu2,#,nei5-ne1,#,,,,,
for example,tonight,father,help,cook,rice,#,mother,cook,fish,#,How about you,#,,,,,
[53],,,,,,,,,,,,,,,,,
女,：,我唔知,……,,,,,,,,,,,,,,
neoi2,#,ngo5-m4-zi1,,,,,,,,,,,,,,,
daughter,#,I don't know,#,,,,,,,,,,,,,,
[54],,,,,,,,,,,,,,,,,
媽,：,你,可以,幫手,洗,碗,呀,。,,,,,,,,,
maa1,#,nei5,ho2-ji5,bong1-sau2,sai2,wun2,aa3,#,,,,,,,,,
mother,#,you,can,help,wash,dish,(particle),#,,,,,,,,,
[55],,,,,,,,,,,,,,,,,
幫,人,係,一,件,開心,嘅,事,，,,,,,,,,,
bong1,jan4,hai6,jat1,gin6,hoi1-sam1,ge3,si6,#,,,,,,,,,
help,people,is,one,(measure),happy,-,thing,#,,,,,,,,,
[56],,,,,,,,,,,,,,,,,
你,幫,多,啲人,，,慢慢,就,會,明白,㗎喇,。,,,,,,,
nei5,bong1,do1,di1-jan4,#,maan6-maan2,zau6,wui5,ming4-baak6,gaa3-laa3,#,,,,,,,
you,help,more,people,#,slowly,as a result,will,understand,(particle),#,,,,,,,
[57],,,,,,,,,,,,,,,,,
女,：,好,，,我,以後,都,幫手,洗,碗,！,,,,,,,
neoi2,#,hou2,#,ngo5,ji5-hau6,dou1,bong1-sau2,sai2,wun2,#,,,,,,,
daughter,#,OK,#,I,afterwards,also,help,wash,dish,#,,,,,,,
[58],,,,,,,,,,,,,,,,,
媽,：,好,努力,噉,喎,！,,,,,,,,,,,
maa1,#,hou2,nou5-lik6,gam2,wo3,#,,,,,,,,,,,
mother,#,very,hardworking,seem,(particle),#,,,,,,,,,,,
