[1a],,,,,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,
我,又,見到,阿麗,。,阿麗,係,我,嘅,同學,。,,,,,,,,
ngo5,jau6,gin3-dou2,Aa3-lai6,#,Aa3-lai6,hai6,ngo5,ge3,tung4-hok6,#,,,,,,,,
I,also,see,Ah Lai,#,Ah Lai,is,I, 's,schoolmate,#,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,
阿麗,好,靚,，,我,好,鍾意,佢,。,,,,,,,,,,
Aa3-lai6,hou2,leng3,#,ngo5,hou2,zung1-ji3,keoi5,#,,,,,,,,,,
Ah Lai,very,beautiful,#,I,really,like,her,#,,,,,,,,,,
[5],,,,,,,,,,,,,,,,,,
我,同,阿麗,講,早晨,，,佢,冇,同,我,講,早晨,。,,,,,,
ngo5,tung4,Aa3-lai6,gong2,zou2-san4,#,keoi5,mou5,tung4,ngo5,gong2,zou2-san4,#,,,,,,
I,with,Ah Lai,say,good morning,#,she,didn't,with,me,say,good morning,#,,,,,,
[6],,,,,,,,,,,,,,,,,,
我,再,同,佢,講,早晨,，,佢,都,冇,同,我,講,早晨,。,,,,
ngo5,zoi3,tung4,keoi5,gong2,zou2-san4,#,keoi5,dou1,mou5,tung4,ngo5,gong2,zou2-san4,#,,,,
I,again,with,her,say,good morning,#,she,also,didn't,with,me,say,good morning,#,,,,
[7],,,,,,,,,,,,,,,,,,
我,有啲,唔開心,。,,,,,,,,,,,,,,,
ngo5,jau5-di1,m4-hoi1-sam1,#,,,,,,,,,,,,,,,
I,a bit,unhappy,#,,,,,,,,,,,,,,,
[8a],,,,,,,,,,,,,,,,,,
放學,返到,屋企,，,媽媽,問,我,做乜,唔開心,。,,,,,,,,,
fong3-hok6,faan1-dou3,uk1-kei2,#,maa4-maa1,man6,ngo5,zou6-mat1,m4-hoi1-sam1,#,,,,,,,,,
after school,returned,home,#,mother,ask,me,for what,unhappy,#,,,,,,,,,
[8b],,,,,,,,,,,,,,,,,,
我,話,俾,媽媽,聽,阿麗,唔,同,我,講,早晨,。,,,,,,,
ngo5,waa6,bei2,maa4-maa1,teng1,Aa3-lai6,m4,tung4,ngo5,gong2,zou2-san4,#,,,,,,,
I,tell,to,mother,listen,Ah Lai,not,with,me,say,good morning,#,,,,,,,
[8c],,,,,,,,,,,,,,,,,,
我,問,媽媽,阿麗,係唔係,唔鍾意,我,。,,,,,,,,,,,
ngo5,man6,maa4-maa1,Aa3-lai6,hai6-m4-hai6,m4-zung1-ji3,ngo5,#,,,,,,,,,,,
I,ask,mother,Ah Lai,is or is not,don't like,me,#,,,,,,,,,,,
[9],,,,,,,,,,,,,,,,,,
媽媽,叫,我,聽日,再,同,阿麗,講,早晨,。,,,,,,,,,
maa4-maa1,giu3,ngo5,ting1-jat6,zoi3,tung4,Aa3-lai6,gong2,zou2-san4,#,,,,,,,,,
mother,ask,me,tomorrow,again,with,Ah Lai,say,good morning,#,,,,,,,,,
[10],,,,,,,,,,,,,,,,,,
第二,日,返學,，,我,一,返到,學校,就,同,阿麗,講,早晨,。,,,,,
dai6-ji6,jat6,faan1-hok6,#,ngo5,jat1,faan1-dou3,hok6-haau6,zau6,tung4,Aa3-lai6,gong2,zou2-san4,#,,,,,
the next,day,go to school,#,I,once,returned,school,then,with,Ah Lai,say,good morning,#,,,,,
[11],,,,,,,,,,,,,,,,,,
阿麗,同,我,講,返,早晨,。,我,好,開心,。,,,,,,,,
Aa3-lai6,tung4,ngo5,gong2,faan1,zou2-san4,#,ngo5,hou2,hoi1-sam1,#,,,,,,,,
Ah Lai,with,me,say,return,good morning,#,I,very,happy,#,,,,,,,,
[12],,,,,,,,,,,,,,,,,,
「,我,好,開心,。,我,好,鍾意,阿麗,。,,」,,,,,,,
#,ngo5,hou2,hoi1-sam1,#,ngo5,hou2,zung1-ji3,Aa3-lai6,#,,#,,,,,,,
#,I,very,happy,#,I,really,like,Ah Lai,#,,#,,,,,,,
