[1],,,,,,,,,,,,,,,,,
tin1-hei3,m4-hou2,#,nei5-dei6,m4-hou2,heoi3-gaai1,laa3,#,hai2,uk1-kei2,coeng3-go1,laa1,#,,,,,
weather,not good,#,you,do not,go out,(particle),#,at,home,sing song,(particle),#,,,,,
[9b],,,,,,,,,,,,,,,,,
佢,唱歌,，,你,拍手,，,唔好,笑,佢,唱,得,難聽,啊,。,,,,
keoi5,coeng3-go1,#,nei5,paak3-sau2,#,m4-hou2,siu3,keoi5,coeng3,dak1,naan4-teng1,aa3,#,,,,
he,sing song,#,you,clap hands,#,do not,laugh,him,sing,(suffix),awful sounding,(particle),#,,,,
[10a],,,,,,,,,,,,,,,,,
你,應該,靜啲,，,阿賢,有,一,個,好,細,嘅,細妹,，,,,,,
nei5,jing1-goi1,zing6-di1,#,Aa3-Jin4,jau5,jat1,go3,hou2,sai3,ge3,sai3-mui2,#,,,,,
you,should,more quiet,#,Billy,have,one,(measure),very,small,-,younger sister,#,,,,,
[10b],,,,,,,,,,,,,,,,,
成日,要,瞓覺,㗎,。,,,,,,,,,,,,,
sing4-jat6,jiu3,fan3-gaau3,gaa3,#,,,,,,,,,,,,,
always,have to,sleep,(particle),#,,,,,,,,,,,,,
[11a],,,,,,,,,,,,,,,,,
你,有,咩,想,要,，,同,阿賢,講,啦,，,佢,同,我,一樣,，,,
nei5,jau5,me1,soeng2,jiu3,#,tung4,Aa3-Jin4,gong2,laa1,#,keoi5,tung4,ngo5,jat1-joeng6,#,,
you,have,what,want to,have,#,with,Billy,say,(particle),#,he,with,me,the same,#,,
[11b],,,,,,,,,,,,,,,,,
都,明白,你,講,咩,㗎,。,,,,,,,,,,,
dou1,ming4-baak6,nei5,gong2,me1,gaa3,#,,,,,,,,,,,
also,understand,you,say,what,(particle),#,,,,,,,,,,,
[12],,,,,,,,,,,,,,,,,
我,好,掛住,你,。,──,阿樂,上,,,,,,,,,,
ngo5,hou2,gwaa3-zyu6,nei5,#,#,Aa3-Lok6,soeng5,,,,,,,,,,
I,very,miss,you,#,#,Joy,up,,,,,,,,,,
