阿才,又,喺,大埔,租,咗,一塊,田,，,用,嚟,種,菜,種,花,，,有,收成,嗰陣,就,會,分,啲,畀,朋友,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa3-Coi4,jau6,hai2,daai6-bou3,zou1,zo2,jat1-faai3,tin4,#,jung6,lai4,zung3,coi3,zung3,faa1,#,jau5,sau1-sing4,go2-zan6,zau6,wui5,fan1,di1,bei2,pang4-jau5,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choi,again,at,Tai Po,to rent,-en,a piece of,field,#,to use,to,to plant,vegetables,to plant,flower,#,have,harvest,that time,then,will,to divide,some,to give,friend,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿才,起,過,好多,棟,建築物,，,不過,佢,最,想,起,嘅,係,樹林,——,可以,畀,香港人,抖氣,嘅,一,大,片,樹林,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa3-Coi4,hei2,gwo3,hou2-do1,dung6,gin3-zuk1-mat6,#,bat1-gwo3,keoi5,zeoi3,soeng2,hei2,ge3,hai6,syu6-lam4,#,ho2-ji5,bei2,hoeng1-gong2-jan4,tau2-hei3,ge3,jat1,daai6,pin3,syu6-lam4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choi,to build,-ed,many,(measure),buildings,#,but,he,most,to want,to build,(linker),is,woods,#,can,to give,Hongkongers,take a breath,(linker),one,big,(measure),woods,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿才,想,要,一個,色彩繽紛,嘅,樹林,，,有,綠色,葉,嘅,樹,、,黃色,葉,嘅,樹,、,橙色,葉,嘅,樹,，,同埋,紅色,葉,嘅,樹,。,樹林,可以,吸引,好多,種類,嘅,雀仔,同,昆蟲,嚟,生活,，,唔同,嘅,人,都,會,過嚟,休息,。,阿才,已經,揾,好,咗,一個,地方,種,樹,，,嚟緊,佢,需要,一啲,鍾意,大自然,嘅,朋友,嚟,幫手,。,你哋,想,唔想,一齊,去,野外,玩,下,呀,？
Aa3-Coi4,soeng2,jiu3,jat1-go3,sik1-coi2-ban1-fan1,ge3,syu6-lam4,#,jau5,luk6-sik1,jip6,ge3,syu6,#,wong4-sik1,jip6,ge3,syu6,#,caang2-sik1,jip6,ge3,syu6,#,tung4-maai4,hung4-sik1,jip6,ge3,syu6,#,syu6-lam4,ho2-ji5,kap1-jan5,hou2-do1,zung2-leoi6,ge3,zoek3-zai2,tung4,kwan1-cung4,lai4,sang1-wut6,#,m4-tung4,ge3,jan4,dou1,wui5,gwo3-lai4,jau1-sik1,#,Aa3-Coi4,ji5-ging1,wan2,hou2,zo2,jat1-go3,dei6-fong1,zung3,syu6,#,lai4-gan2,keoi5,seoi1-jiu3,jat1-di1,zung1-ji3,daai6-zi6-jin4,ge3,pang4-jau5,lai4,bong1-sau2,#,nei5-dei6,soeng2,m4-soeng2,jat1-cai4,heoi3,je5-ngoi6,waan2,haa5,aa3,#
Choi,to want,to want,one,colourful,(linker),woods,#,have,green,leaf,(linker),tree,#,yellow,leaf,(linker),tree,#,orange (colour),leaf,(linker),tree,#,and,red,leaf,(linker),tree,#,woods,can,attract,many,kind,of,bird,and,insect,to come,to live,#,different,(linker),people,"all, always",will,to come over,take a break,#,Choi,already,to find,well,-en,one,place,to plant,tree,#,coming,he,to need,some,to like,nature,(linker),friend,to come,to help,#,you (plural),to want,don't want,together,to go,the wild,to play,a bit,(particle),#
